x_km,target_y_km,surface_height_m,upper_ice_layer_depth_m,briny_warm_ice_lens_depth_m,briny_warm_ice_lens_strength_0to1,ice_ocean_boundary_depth_m,ice_ocean_boundary_elevation_m,upper_ice_layer_delay_us,briny_warm_ice_lens_delay_us,ice_ocean_boundary_delay_us,upper_ice_layer_echo_db,briny_warm_ice_lens_echo_db,ice_ocean_boundary_echo_db
-30.5,25.0,338.6571544092517,1111.3684862554219,4739.6488873312355,0.7690930662347593,14599.553282966977,-14260.896128557726,13.197369398363257,56.28277025868075,173.36796940823118,-12.00046327525976,-25.60953040108339,-32.37061870941294
-30.0,25.0,336.97644838088075,1106.9224359335371,4715.173514440928,0.7935067008411355,14605.92076461545,-14268.944316234569,13.14457307636269,55.99212809886532,173.4435825001008,-11.992460384680367,-25.345752018423447,-32.38729059198083
-29.5,25.0,326.24732503276135,1102.6221001018912,4691.288038569361,0.8166511254230964,14614.27394913712,-14288.026624104357,13.09350709670866,55.708490896415164,173.54277557885777,-11.984719780183404,-25.09445834061698,-32.367032691520556
-29.0,25.0,331.8773601234619,1099.4026390140625,4668.056390519633,0.8383720574564479,14621.073466646045,-14289.196106522582,13.055276376866233,55.43261782205973,173.62351904549888,-11.978924750225312,-24.85715298582731,-32.42398613192027
-28.5,25.0,310.24247262167495,1095.432597124873,4645.540480618124,0.8585217239812488,14632.4426235159,-14322.200150894227,13.008132598734514,55.165244053606315,173.75852643936963,-11.97177867482477,-24.635277349281388,-32.36405041140279
-28.0,25.0,313.2831784265769,1092.7002069781606,4623.799759710701,0.8769605290700035,14641.123866777607,-14327.84068835103,12.975685788740728,54.90707556282186,173.8616151768844,-11.966860372560689,-24.430194805849233,-32.41620795604306
-27.5,25.0,296.84376125916674,1089.3494444973749,4602.890795551278,0.8935586602003637,14653.311244711216,-14356.46748345205,12.935895880378201,54.658784085097125,174.00633884916454,-11.960829000095275,-24.243175490189028,-32.381636469420506
-27.0,25.0,289.342268541003,1086.4293010320787,4582.86687082678,0.9081976077480743,14665.036556690675,-14375.694288149673,12.90121952192073,54.421002346040794,174.1455755428604,-11.955572741857742,-24.075381897755534,-32.404924415692285
-26.5,25.0,290.5597784751114,1083.8477594852482,4563.7776088342625,0.9207715727628553,14676.338809952045,-14385.779031476934,12.870564021218586,54.19431961643937,174.2797884642891,-11.950925967073447,-23.927855541035974,-32.43325608150432
-26.0,25.0,271.74352983421755,1080.37820905989,4545.668632472401,0.9311887396574456,14691.249740602572,-14419.506210768355,12.829363520056294,53.979277662821495,174.45685400312894,-11.944680776307802,-23.80150488153331,-32.508089539999496
-25.5,25.0,271.7227708541989,1077.5062061004098,4528.581261736598,0.9393723924054478,14704.337559090227,-14432.614788236027,12.795258824414653,53.77636715524808,174.6122703005464,-11.939511170980738,-23.697094739476846,-32.53042512157416
-25.0,25.0,260.2713841318971,1073.9658997599292,4512.552254322947,0.9452618552711984,14719.836152269878,-14459.564768137981,12.753218105124406,53.5860245870151,174.79631426245138,-11.933138619567872,-23.61523736034052,-32.608303760763235
-24.5,25.0,276.4936352896954,1071.2771369281047,4497.613593262742,0.9488132419368659,14732.27105346808,-14455.777418178384,12.721289364337688,53.40862975283842,174.94397724423862,-11.928298846470588,-23.556385290441142,-32.559896356185945
-24.0,25.0,268.5791759815676,1067.3370569913695,4483.792324740323,0.9500000000893978,14748.893722340972,-14480.314546359405,12.674501380849533,53.24450382295991,175.14136947212282,-11.921206702584465,-23.520826183728,-32.63359447189012
-23.5,25.0,273.93459884711217,1063.6264391684263,4471.110448409133,0.9488132420144012,14764.46311292151,-14490.528514074398,12.630438232837724,53.09390804066363,175.32625414479432,-11.914527590503168,-23.508679629006828,-32.6510542263223
-23.0,25.0,279.55588840773,1059.6253530699855,4459.584861632389,0.9452618554392868,14780.793521743946,-14501.237633336215,12.582925808390911,52.95704306014031,175.52017581912767,-11.907325635525973,-23.51989605198472,-32.6751605611387
-22.5,25.0,286.69936407981004,1055.4003997163388,4449.227358155205,0.9393723926920916,14797.70065261399,-14511.00128853418,12.532754986752089,52.834048930719035,175.72094599960153,-11.89972071948941,-23.554257710450546,-32.69400319534396
-22.0,25.0,316.6082081776694,1051.8338169356318,4440.044680785027,0.9311887401098284,14812.199905041163,-14495.591696863494,12.490402237840318,52.725005722441146,175.89312290820385,-11.893300870484138,-23.611381764424593,-32.712379485380644
-21.5,25.0,332.44947759769417,1047.5006423149632,4432.038626737618,0.920771573454323,14829.435200520922,-14496.985722923228,12.438946301448548,52.62993477703138,176.0977900046254,-11.885501156166933,-23.690725367038805,-32.781314138762085
-21.0,25.0,317.91812880175183,1041.8121991926193,4425.206203416996,0.9081976087888108,14851.674432510064,-14533.756303708313,12.371396711806955,52.548800557766214,176.36187825557582,-11.875261958546714,-23.791592687051295,-32.74116609383862
-20.5,25.0,343.37986587370784,1037.6607893939624,4419.5398315595,0.8935586617531279,14869.049486702863,-14525.669620829154,12.322099211189986,52.481513061785634,176.56820497019373,-11.867789420909132,-23.91314374102895,-32.83730429196261
