offset_line_start,offset_line_end,approx_free_space_range_start_m,approx_free_space_range_end_m,surface_along_track_offset_km_center,surface_doppler_hz_center,folded_doppler_hz_center
412,414,6180.0,6210.0,62.934688568115234,87.52946472167969,-0.0055389404296875
