column,spacecraft_lon_deg,spacecraft_lat_deg,spacecraft_height_m,nadir_height_m,nadir_line,nadir_areoid_radius_m,nadir_ellipsoid_radius_m
1,167.113769,70.085493,313243.232,-2865.0,2603.0,3380200.0,3378549.683
2,167.111018,70.091384,313245.725,-2873.0,2605.0,3380199.0,3378548.352
3,167.10771,70.098463,313248.721,-2880.0,2606.0,3380197.0,3378546.753
4,167.10411,70.106163,313251.979,-2885.0,2607.0,3380196.0,3378545.014
5,167.100532,70.113811,313255.213,-2892.0,2608.0,3380194.0,3378543.287
6,167.096927,70.12151,313258.468,-2897.0,2609.0,3380192.0,3378541.549
7,167.093345,70.129158,313261.7,-2901.0,2610.0,3380191.0,3378539.824
8,167.089736,70.136857,313264.953,-2905.0,2611.0,3380190.0,3378538.087
9,167.086149,70.144505,313268.184,-2909.0,2611.0,3380188.0,3378536.362
10,167.082536,70.152204,313271.434,-2912.0,2612.0,3380187.0,3378534.627
11,167.078945,70.159852,313274.662,-2914.0,2612.0,3380185.0,3378532.904
12,167.075327,70.167551,313277.911,-2918.0,2613.0,3380184.0,3378531.169
13,167.071707,70.17525,313281.159,-2912.0,2612.0,3380182.0,3378529.435
14,167.068109,70.182897,313284.384,-2909.0,2612.0,3380180.0,3378527.714
15,167.064485,70.190596,313287.629,-2905.0,2611.0,3380179.0,3378525.981
16,167.060883,70.198243,313290.852,-2911.0,2612.0,3380178.0,3378524.261
17,167.057254,70.205941,313294.096,-2914.0,2612.0,3380176.0,3378522.529
18,167.053647,70.213588,313297.316,-2919.0,2613.0,3380174.0,3378520.81
19,167.050013,70.221287,313300.558,-2920.0,2614.0,3380173.0,3378519.079
20,167.046402,70.228934,313303.776,-2923.0,2614.0,3380171.0,3378517.361
21,167.042764,70.236632,313307.015,-2922.0,2614.0,3380170.0,3378515.632
22,167.039148,70.244279,313310.232,-2922.0,2614.0,3380167.0,3378513.915
23,167.035506,70.251977,313313.469,-2921.0,2614.0,3380167.0,3378512.187
24,167.031886,70.259624,313316.683,-2921.0,2614.0,3380165.0,3378510.471
25,167.028239,70.267322,313319.918,-2918.0,2614.0,3380164.0,3378508.744
26,167.024614,70.274968,313323.13,-2916.0,2613.0,3380162.0,3378507.029
27,167.020963,70.282666,313326.363,-2915.0,2613.0,3380160.0,3378505.304
28,167.017333,70.290312,313329.573,-2910.0,2612.0,3380159.0,3378503.59
29,167.013677,70.29801,313332.803,-2911.0,2612.0,3380158.0,3378501.865
30,167.010044,70.305656,313336.011,-2910.0,2612.0,3380156.0,3378500.153
31,167.006383,70.313354,313339.24,-2907.0,2612.0,3380155.0,3378498.429
32,167.002745,70.321,313342.446,-2908.0,2612.0,3380153.0,3378496.718
33,166.99908,70.328697,313345.672,-2907.0,2612.0,3380152.0,3378494.996
34,166.995437,70.336343,313348.876,-2906.0,2612.0,3380150.0,3378493.285
35,166.991767,70.34404,313352.1,-2905.0,2612.0,3380149.0,3378491.564
36,166.98812,70.351686,313355.301,-2899.0,2611.0,3380147.0,3378489.855
37,166.984742,70.358763,313358.264,-2898.0,2610.0,3380145.0,3378488.274
38,166.981065,70.36646,313361.485,-2891.0,2609.0,3380144.0,3378486.554
39,166.977411,70.374106,313364.684,-2889.0,2609.0,3380143.0,3378484.847
40,166.97373,70.381803,313367.903,-2888.0,2609.0,3380140.0,3378483.128
41,166.970072,70.389448,313371.099,-2889.0,2609.0,3380140.0,3378481.422
42,166.966386,70.397145,313374.316,-2887.0,2609.0,3380138.0,3378479.705
43,166.962723,70.40479,313377.51,-2887.0,2609.0,3380137.0,3378478.0
44,166.959033,70.412487,313380.725,-2888.0,2609.0,3380135.0,3378476.284
45,166.955365,70.420132,313383.917,-2887.0,2609.0,3380134.0,3378474.58
46,166.95167,70.427828,313387.129,-2886.0,2609.0,3380132.0,3378472.865
47,166.947998,70.435473,313390.319,-2882.0,2608.0,3380131.0,3378471.162
48,166.944298,70.443169,313393.53,-2878.0,2607.0,3380129.0,3378469.448
49,166.940596,70.450866,313396.739,-2887.0,2609.0,3380127.0,3378467.735
50,166.936917,70.45851,313399.926,-2895.0,2610.0,3380125.0,3378466.034
51,166.93321,70.466207,313403.133,-2900.0,2611.0,3380125.0,3378464.322
52,166.929526,70.473851,313406.318,-2902.0,2612.0,3380123.0,3378462.622
53,166.925815,70.481547,313409.523,-2907.0,2613.0,3380122.0,3378460.911
54,166.922127,70.489191,313412.705,-2906.0,2612.0,3380120.0,3378459.212
55,166.918411,70.496887,313415.908,-2905.0,2612.0,3380119.0,3378457.503
56,166.914718,70.504531,313419.088,-2904.0,2612.0,3380117.0,3378455.805
57,166.910997,70.512227,313422.289,-2903.0,2612.0,3380116.0,3378454.096
58,166.907299,70.519871,313425.467,-2897.0,2611.0,3380114.0,3378452.4
59,166.903574,70.527567,313428.666,-2897.0,2611.0,3380113.0,3378450.692
60,166.899871,70.535211,313431.842,-2896.0,2611.0,3380111.0,3378448.997
61,166.896141,70.542906,313435.039,-2902.0,2612.0,3380110.0,3378447.291
62,166.892434,70.55055,313438.213,-2905.0,2612.0,3380107.0,3378445.597
63,166.888699,70.558245,313441.407,-2907.0,2613.0,3380107.0,3378443.892
64,166.884987,70.565889,313444.579,-2908.0,2613.0,3380105.0,3378442.199
65,166.881248,70.573584,313447.771,-2905.0,2613.0,3380104.0,3378440.495
66,166.877531,70.581227,313450.941,-2903.0,2612.0,3380102.0,3378438.803
67,166.873787,70.588922,313454.131,-2900.0,2612.0,3380100.0,3378437.1
68,166.870066,70.596565,313457.298,-2897.0,2611.0,3380099.0,3378435.409
69,166.866317,70.60426,313460.486,-2894.0,2611.0,3380098.0,3378433.708
70,166.862591,70.611903,313463.652,-2896.0,2611.0,3380095.0,3378432.018
71,166.858837,70.619598,313466.838,-2886.0,2610.0,3380095.0,3378430.317
72,166.855383,70.626673,313469.766,-2884.0,2609.0,3380093.0,3378428.754
73,166.85165,70.634316,313472.928,-2872.0,2607.0,3380092.0,3378427.066
74,166.84789,70.64201,313476.111,-2873.0,2607.0,3380090.0,3378425.368
75,166.844152,70.649653,313479.271,-2856.0,2604.0,3380089.0,3378423.681
76,166.840386,70.657347,313482.451,-2846.0,2602.0,3380087.0,3378421.983
77,166.836644,70.66499,313485.609,-2830.0,2600.0,3380086.0,3378420.298
78,166.832873,70.672684,313488.788,-2808.0,2596.0,3380084.0,3378418.601
79,166.829126,70.680327,313491.944,-2798.0,2594.0,3380083.0,3378416.917
80,166.825351,70.688021,313495.12,-2786.0,2592.0,3380080.0,3378415.221
81,166.821599,70.695663,313498.274,-2786.0,2592.0,3380080.0,3378413.538
82,166.817819,70.703357,313501.448,-2809.0,2596.0,3380078.0,3378411.844
83,166.814062,70.710999,313504.599,-2822.0,2598.0,3380077.0,3378410.162
84,166.810277,70.718693,313507.771,-2837.0,2601.0,3380075.0,3378408.469
85,166.806515,70.726335,313510.921,-2851.0,2604.0,3380074.0,3378406.788
86,166.802725,70.734028,313514.091,-2862.0,2606.0,3380072.0,3378405.096
87,166.798933,70.741722,313517.259,-2867.0,2607.0,3380071.0,3378403.405
88,166.795164,70.749363,313520.406,-2873.0,2608.0,3380069.0,3378401.726
89,166.791367,70.757057,313523.572,-2877.0,2608.0,3380067.0,3378400.036
90,166.787593,70.764698,313526.716,-2876.0,2608.0,3380066.0,3378398.357
91,166.783791,70.772392,313529.881,-2874.0,2608.0,3380065.0,3378396.668
92,166.780013,70.780033,313533.023,-2873.0,2608.0,3380063.0,3378394.992
93,166.776206,70.787726,313536.185,-2872.0,2608.0,3380062.0,3378393.304
94,166.772422,70.795367,313539.325,-2873.0,2608.0,3380060.0,3378391.628
95,166.768611,70.80306,313542.485,-2870.0,2607.0,3380059.0,3378389.941
96,166.764822,70.810701,313545.623,-2867.0,2607.0,3380057.0,3378388.267
97,166.761006,70.818394,313548.78,-2863.0,2606.0,3380055.0,3378386.581
98,166.757212,70.826035,313551.916,-2861.0,2606.0,3380055.0,3378384.908
99,166.753391,70.833728,313555.072,-2857.0,2605.0,3380053.0,3378383.224
100,166.749592,70.841368,313558.205,-2861.0,2606.0,3380052.0,3378381.551
101,166.745766,70.849061,313561.359,-2863.0,2607.0,3380050.0,3378379.868
102,166.741963,70.856702,313564.49,-2866.0,2607.0,3380049.0,3378378.197
103,166.738131,70.864394,313567.642,-2870.0,2608.0,3380047.0,3378376.515
104,166.734323,70.872034,313570.771,-2872.0,2608.0,3380046.0,3378374.845
105,166.730487,70.879726,313573.92,-2876.0,2609.0,3380044.0,3378373.164
106,166.726674,70.887367,313577.047,-2880.0,2610.0,3380042.0,3378371.495
107,166.723142,70.894439,313579.941,-2883.0,2610.0,3380040.0,3378369.951
108,166.719298,70.902131,313583.087,-2886.0,2611.0,3380040.0,3378368.272
109,166.715478,70.909771,313586.211,-2890.0,2611.0,3380038.0,3378366.605
110,166.711629,70.917463,313589.355,-2897.0,2613.0,3380037.0,3378364.927
111,166.707804,70.925103,313592.477,-2898.0,2613.0,3380035.0,3378363.261
112,166.70395,70.932794,313595.619,-2902.0,2614.0,3380034.0,3378361.584
113,166.70012,70.940434,313598.738,-2904.0,2614.0,3380032.0,3378359.919
114,166.696261,70.948126,313601.878,-2908.0,2615.0,3380031.0,3378358.244
115,166.692426,70.955765,313604.995,-2909.0,2615.0,3380030.0,3378356.58
116,166.688562,70.963457,313608.133,-2910.0,2615.0,3380028.0,3378354.906
117,166.684722,70.971096,313611.248,-2911.0,2615.0,3380027.0,3378353.243
118,166.680853,70.978787,313614.384,-2912.0,2616.0,3380025.0,3378351.57
119,166.677008,70.986427,313617.497,-2912.0,2616.0,3380024.0,3378349.909
120,166.673134,70.994118,313620.63,-2913.0,2616.0,3380022.0,3378348.237
121,166.669258,71.001808,313623.762,-2910.0,2616.0,3380020.0,3378346.565
122,166.665405,71.009448,313626.872,-2912.0,2616.0,3380019.0,3378344.906
123,166.661524,71.017138,313630.002,-2911.0,2616.0,3380018.0,3378343.235
124,166.657666,71.024777,313633.11,-2911.0,2616.0,3380015.0,3378341.577
125,166.653779,71.032468,313636.238,-2911.0,2616.0,3380015.0,3378339.908
126,166.649916,71.040107,313639.343,-2910.0,2615.0,3380013.0,3378338.251
127,166.646025,71.047797,313642.469,-2908.0,2615.0,3380012.0,3378336.583
128,166.642157,71.055436,313645.572,-2906.0,2615.0,3380010.0,3378334.927
129,166.63826,71.063126,313648.696,-2904.0,2615.0,3380009.0,3378333.26
130,166.634387,71.070764,313651.797,-2901.0,2614.0,3380008.0,3378331.605
131,166.630485,71.078454,313654.919,-2899.0,2614.0,3380006.0,3378329.939
132,166.626607,71.086093,313658.018,-2897.0,2614.0,3380005.0,3378328.285
133,166.6227,71.093783,313661.137,-2894.0,2613.0,3380002.0,3378326.621
134,166.618817,71.101421,313664.234,-2900.0,2614.0,3380002.0,3378324.968
135,166.614905,71.109111,313667.351,-2900.0,2614.0,3380000.0,3378323.305
136,166.611016,71.116749,313670.446,-2898.0,2614.0,3379999.0,3378321.654
137,166.607099,71.124438,313673.561,-2900.0,2614.0,3379997.0,3378319.992
138,166.603206,71.132076,313676.654,-2899.0,2614.0,3379995.0,3378318.341
139,166.599283,71.139766,313679.766,-2896.0,2614.0,3379994.0,3378316.68
140,166.595384,71.147403,313682.857,-2887.0,2612.0,3379993.0,3378315.031
141,166.591457,71.155093,313685.967,-2885.0,2612.0,3379991.0,3378313.372
142,166.587843,71.162163,313688.826,-2884.0,2611.0,3379990.0,3378311.846
143,166.583937,71.1698,313691.914,-2886.0,2612.0,3379989.0,3378310.199
144,166.580002,71.177489,313695.021,-2886.0,2612.0,3379987.0,3378308.541
145,166.57609,71.185126,313698.106,-2890.0,2613.0,3379986.0,3378306.894
146,166.57215,71.192815,313701.212,-2891.0,2613.0,3379984.0,3378305.238
147,166.568233,71.200452,313704.295,-2894.0,2614.0,3379982.0,3378303.593
148,166.564288,71.208141,313707.398,-2900.0,2615.0,3379981.0,3378301.937
149,166.560366,71.215778,313710.479,-2903.0,2615.0,3379980.0,3378300.293
150,166.556415,71.223467,313713.58,-2908.0,2616.0,3379978.0,3378298.639
151,166.552488,71.231104,313716.658,-2917.0,2618.0,3379977.0,3378296.996
152,166.548532,71.238792,313719.757,-2918.0,2618.0,3379975.0,3378295.342
153,166.5446,71.246429,313722.834,-2920.0,2618.0,3379974.0,3378293.701
154,166.540638,71.254117,313725.93,-2924.0,2619.0,3379973.0,3378292.049
155,166.536674,71.261805,313729.026,-2926.0,2620.0,3379970.0,3378290.397
156,166.532734,71.269442,313732.099,-2930.0,2620.0,3379970.0,3378288.757
157,166.528765,71.27713,313735.192,-2936.0,2621.0,3379968.0,3378287.107
158,166.524819,71.284766,313738.264,-2938.0,2622.0,3379967.0,3378285.468
159,166.520845,71.292454,313741.355,-2945.0,2623.0,3379965.0,3378283.819
160,166.516894,71.30009,313744.424,-2942.0,2622.0,3379964.0,3378282.182
161,166.512914,71.307777,313747.513,-2941.0,2623.0,3379962.0,3378280.534
162,166.508958,71.315413,313750.58,-2941.0,2622.0,3379961.0,3378278.898
163,166.504973,71.323101,313753.667,-2941.0,2622.0,3379960.0,3378277.251
164,166.501012,71.330737,313756.731,-2940.0,2622.0,3379958.0,3378275.616
165,166.497021,71.338424,313759.816,-2940.0,2622.0,3379957.0,3378273.97
166,166.493054,71.34606,313762.879,-2937.0,2622.0,3379955.0,3378272.336
167,166.489058,71.353747,313765.961,-2934.0,2621.0,3379954.0,3378270.692
168,166.485087,71.361382,313769.022,-2931.0,2621.0,3379952.0,3378269.059
169,166.481085,71.369069,313772.102,-2931.0,2621.0,3379950.0,3378267.416
170,166.477108,71.376705,313775.16,-2931.0,2621.0,3379950.0,3378265.784
171,166.473101,71.384392,313778.238,-2931.0,2621.0,3379948.0,3378264.142
172,166.469119,71.392027,313781.294,-2932.0,2621.0,3379947.0,3378262.511
173,166.465107,71.399713,313784.37,-2933.0,2621.0,3379945.0,3378260.871
174,166.461119,71.407348,313787.424,-2929.0,2621.0,3379944.0,3378259.241
175,166.457101,71.415035,313790.498,-2920.0,2619.0,3379942.0,3378257.602
176,166.453108,71.42267,313793.55,-2912.0,2618.0,3379941.0,3378255.973
177,166.449409,71.429737,313796.374,-2904.0,2616.0,3379940.0,3378254.467
178,166.445384,71.437423,313799.444,-2893.0,2614.0,3379938.0,3378252.829
179,166.441383,71.445058,313802.493,-2880.0,2612.0,3379937.0,3378251.203
180,166.437352,71.452744,313805.562,-2867.0,2610.0,3379935.0,3378249.566
181,166.433345,71.460379,313808.608,-2866.0,2610.0,3379934.0,3378247.941
182,166.429309,71.468065,313811.674,-2856.0,2608.0,3379932.0,3378246.305
183,166.425297,71.475699,313814.719,-2864.0,2610.0,3379930.0,3378244.681
184,166.421255,71.483385,313817.783,-2868.0,2610.0,3379930.0,3378243.047
185,166.417238,71.491019,313820.825,-2873.0,2611.0,3379928.0,3378241.424
186,166.413191,71.498704,313823.887,-2874.0,2611.0,3379927.0,3378239.79
187,166.409168,71.506338,313826.927,-2872.0,2611.0,3379925.0,3378238.169
188,166.405115,71.514024,313829.986,-2871.0,2611.0,3379924.0,3378236.537
189,166.401087,71.521658,313833.024,-2866.0,2610.0,3379922.0,3378234.916
190,166.397028,71.529343,313836.082,-2860.0,2609.0,3379921.0,3378233.285
191,166.392967,71.537028,313839.138,-2858.0,2609.0,3379919.0,3378231.655
192,166.388931,71.544662,313842.173,-2856.0,2608.0,3379917.0,3378230.036
193,166.384864,71.552347,313845.227,-2855.0,2608.0,3379917.0,3378228.407
194,166.380822,71.55998,313848.259,-2858.0,2609.0,3379915.0,3378226.79
195,166.37675,71.567665,313851.311,-2860.0,2609.0,3379914.0,3378225.162
196,166.372703,71.575298,313854.342,-2865.0,2610.0,3379912.0,3378223.546
197,166.368625,71.582983,313857.392,-2871.0,2611.0,3379910.0,3378221.919
198,166.364572,71.590616,313860.42,-2874.0,2612.0,3379909.0,3378220.304
199,166.360489,71.5983,313863.467,-2878.0,2612.0,3379908.0,3378218.678
200,166.35643,71.605933,313866.493,-2876.0,2612.0,3379907.0,3378217.064
201,166.352341,71.613618,313869.539,-2877.0,2612.0,3379905.0,3378215.44
202,166.348277,71.62125,313872.563,-2873.0,2612.0,3379904.0,3378213.827
203,166.344183,71.628934,313875.606,-2867.0,2611.0,3379902.0,3378212.204
204,166.340113,71.636567,313878.628,-2852.0,2608.0,3379901.0,3378210.592
205,166.336013,71.644251,313881.669,-2842.0,2606.0,3379900.0,3378208.97
206,166.331938,71.651883,313884.688,-2829.0,2604.0,3379897.0,3378207.36
207,166.327832,71.659567,313887.727,-2822.0,2603.0,3379897.0,3378205.739
208,166.323752,71.667199,313890.744,-2822.0,2603.0,3379895.0,3378204.13
209,166.31964,71.674883,313893.781,-2821.0,2603.0,3379894.0,3378202.51
210,166.315554,71.682515,313896.796,-2832.0,2604.0,3379892.0,3378200.902
211,166.311437,71.690199,313899.831,-2839.0,2606.0,3379890.0,3378199.284
212,166.307345,71.697831,313902.844,-2842.0,2606.0,3379890.0,3378197.677
213,166.303554,71.704895,313905.632,-2840.0,2606.0,3379888.0,3378196.19
214,166.299429,71.712578,313908.663,-2842.0,2607.0,3379887.0,3378194.573
215,166.295329,71.72021,313911.673,-2845.0,2607.0,3379885.0,3378192.968
216,166.291198,71.727893,313914.702,-2845.0,2607.0,3379884.0,3378191.353
217,166.287092,71.735525,313917.71,-2845.0,2607.0,3379883.0,3378189.749
218,166.282956,71.743208,313920.737,-2840.0,2606.0,3379881.0,3378188.135
219,166.278844,71.750839,313923.742,-2834.0,2605.0,3379880.0,3378186.532
220,166.274702,71.758522,313926.767,-2837.0,2606.0,3379877.0,3378184.919
221,166.270584,71.766153,313929.771,-2833.0,2605.0,3379877.0,3378183.317
222,166.266436,71.773835,313932.793,-2827.0,2604.0,3379875.0,3378181.705
223,166.262313,71.781466,313935.794,-2814.0,2602.0,3379874.0,3378180.105
224,166.25816,71.789149,313938.815,-2799.0,2599.0,3379873.0,3378178.494
225,166.254003,71.796831,313941.834,-2784.0,2596.0,3379870.0,3378176.884
226,166.249872,71.804462,313944.832,-2763.0,2593.0,3379870.0,3378175.285
227,166.245709,71.812144,313947.849,-2743.0,2589.0,3379868.0,3378173.677
228,166.241572,71.819774,313950.845,-2712.0,2584.0,3379867.0,3378172.079
229,166.237404,71.827456,313953.86,-2684.0,2579.0,3379866.0,3378170.471
230,166.233261,71.835087,313956.853,-2650.0,2573.0,3379864.0,3378168.875
231,166.229087,71.842769,313959.866,-2613.0,2566.0,3379863.0,3378167.269
232,166.224938,71.850399,313962.857,-2578.0,2560.0,3379861.0,3378165.674
233,166.220758,71.858081,313965.868,-2569.0,2559.0,3379860.0,3378164.068
234,166.216604,71.865711,313968.857,-2549.0,2555.0,3379859.0,3378162.474
235,166.212418,71.873392,313971.865,-2535.0,2553.0,3379857.0,3378160.87
236,166.208258,71.881022,313974.852,-2518.0,2550.0,3379856.0,3378159.278
237,166.204066,71.888703,313977.858,-2515.0,2549.0,3379854.0,3378157.675
238,166.1999,71.896333,313980.843,-2494.0,2545.0,3379853.0,3378156.083
239,166.195703,71.904014,313983.847,-2474.0,2542.0,3379852.0,3378154.482
240,166.191531,71.911643,313986.83,-2459.0,2539.0,3379850.0,3378152.891
241,166.187328,71.919324,313989.832,-2438.0,2536.0,3379849.0,3378151.291
242,166.18315,71.926954,313992.812,-2393.0,2527.0,3379847.0,3378149.702
243,166.178941,71.934635,313995.812,-2435.0,2535.0,3379845.0,3378148.102
244,166.174757,71.942264,313998.79,-2471.0,2542.0,3379845.0,3378146.514
245,166.170542,71.949944,314001.787,-2495.0,2546.0,3379843.0,3378144.916
246,166.166353,71.957573,314004.764,-2510.0,2549.0,3379842.0,3378143.33
247,166.162132,71.965254,314007.759,-2513.0,2549.0,3379840.0,3378141.733
248,166.157936,71.972883,314010.733,-2504.0,2548.0,3379839.0,3378140.147
249,166.15405,71.979944,314013.485,-2487.0,2545.0,3379837.0,3378138.68
250,166.149821,71.987624,314016.477,-2462.0,2540.0,3379836.0,3378137.085
251,166.145617,71.995253,314019.447,-2442.0,2537.0,3379835.0,3378135.501
252,166.141381,72.002933,314022.437,-2425.0,2534.0,3379833.0,3378133.907
253,166.137171,72.010561,314025.406,-2405.0,2530.0,3379832.0,3378132.324
254,166.13293,72.018241,314028.393,-2387.0,2527.0,3379830.0,3378130.732
255,166.128714,72.025869,314031.36,-2382.0,2526.0,3379829.0,3378129.15
256,166.124467,72.033549,314034.345,-2375.0,2525.0,3379828.0,3378127.559
257,166.120245,72.041177,314037.309,-2382.0,2526.0,3379827.0,3378125.979
258,166.115992,72.048857,314040.293,-2388.0,2527.0,3379825.0,3378124.388
259,166.111764,72.056484,314043.255,-2403.0,2530.0,3379824.0,3378122.809
260,166.107504,72.064164,314046.236,-2410.0,2531.0,3379822.0,3378121.22
261,166.103242,72.071843,314049.216,-2423.0,2534.0,3379821.0,3378119.632
262,166.099005,72.079471,314052.174,-2429.0,2535.0,3379820.0,3378118.054
263,166.094737,72.08715,314055.152,-2431.0,2535.0,3379817.0,3378116.467
264,166.090494,72.094777,314058.109,-2433.0,2536.0,3379817.0,3378114.891
265,166.08622,72.102456,314061.084,-2439.0,2537.0,3379815.0,3378113.305
266,166.081971,72.110083,314064.039,-2442.0,2537.0,3379814.0,3378111.73
267,166.077691,72.117762,314067.012,-2450.0,2539.0,3379813.0,3378110.145
268,166.073436,72.125389,314069.964,-2454.0,2539.0,3379810.0,3378108.571
269,166.069149,72.133067,314072.935,-2440.0,2537.0,3379810.0,3378106.988
270,166.064888,72.140694,314075.885,-2510.0,2549.0,3379808.0,3378105.415
271,166.060596,72.148373,314078.854,-2548.0,2556.0,3379807.0,3378103.833
272,166.056329,72.155999,314081.802,-2570.0,2560.0,3379805.0,3378102.261
273,166.05203,72.163677,314084.769,-2573.0,2561.0,3379804.0,3378100.68
274,166.047757,72.171304,314087.714,-2575.0,2561.0,3379803.0,3378099.11
275,166.043452,72.178982,314090.679,-2585.0,2563.0,3379802.0,3378097.53
276,166.039173,72.186608,314093.622,-2591.0,2564.0,3379800.0,3378095.961
277,166.034862,72.194286,314096.585,-2569.0,2560.0,3379799.0,3378094.382
278,166.030577,72.201912,314099.526,-2545.0,2556.0,3379797.0,3378092.815
279,166.02626,72.20959,314102.486,-2479.0,2544.0,3379796.0,3378091.237
280,166.021968,72.217216,314105.425,-2426.0,2535.0,3379795.0,3378089.67
281,166.017645,72.224893,314108.383,-2334.0,2518.0,3379792.0,3378088.094
282,166.013348,72.232519,314111.32,-2248.0,2503.0,3379792.0,3378086.529
283,166.009018,72.240196,314114.276,-2191.0,2493.0,3379790.0,3378084.954
284,166.004715,72.247822,314117.21,-2149.0,2486.0,3379789.0,3378083.389
285,166.000728,72.254881,314119.926,-2148.0,2486.0,3379788.0,3378081.942
286,165.99639,72.262558,314122.878,-2153.0,2486.0,3379785.0,3378080.369
287,165.992077,72.270183,314125.81,-2155.0,2487.0,3379785.0,3378078.806
288,165.987732,72.27786,314128.76,-2154.0,2487.0,3379784.0,3378077.234
289,165.983413,72.285485,314131.69,-2155.0,2487.0,3379782.0,3378075.673
290,165.979062,72.293162,314134.638,-2136.0,2484.0,3379781.0,3378074.102
291,165.974737,72.300787,314137.565,-2107.0,2478.0,3379780.0,3378072.542
292,165.97038,72.308463,314140.511,-2062.0,2470.0,3379778.0,3378070.972
293,165.966049,72.316088,314143.436,-2016.0,2462.0,3379777.0,3378069.413
294,165.961685,72.323764,314146.379,-1953.0,2451.0,3379775.0,3378067.845
295,165.957348,72.331389,314149.302,-1856.0,2434.0,3379774.0,3378066.287
296,165.952978,72.339065,314152.244,-1783.0,2421.0,3379772.0,3378064.72
297,165.948634,72.34669,314155.164,-1642.0,2396.0,3379770.0,3378063.163
298,165.944258,72.354366,314158.103,-1626.0,2393.0,3379770.0,3378061.597
299,165.939879,72.362041,314161.042,-1624.0,2393.0,3379769.0,3378060.032
300,165.935525,72.369666,314163.959,-1605.0,2389.0,3379767.0,3378058.477
301,165.93114,72.377341,314166.895,-1593.0,2387.0,3379765.0,3378056.913
302,165.92678,72.384965,314169.81,-1661.0,2399.0,3379764.0,3378055.359
303,165.922388,72.392641,314172.744,-1679.0,2403.0,3379763.0,3378053.796
304,165.918023,72.400265,314175.656,-1796.0,2424.0,3379762.0,3378052.244
305,165.913624,72.40794,314178.588,-1951.0,2451.0,3379760.0,3378050.682
306,165.909252,72.415563,314181.499,-2135.0,2484.0,3379759.0,3378049.131
307,165.904847,72.423239,314184.428,-2320.0,2517.0,3379758.0,3378047.571
308,165.900469,72.430862,314187.337,-2392.0,2530.0,3379756.0,3378046.021
309,165.896058,72.438537,314190.264,-2517.0,2552.0,3379755.0,3378044.461
310,165.891673,72.44616,314193.17,-2624.0,2571.0,3379754.0,3378042.913
311,165.887255,72.453835,314196.095,-2747.0,2593.0,3379752.0,3378041.354
312,165.882864,72.461458,314198.999,-2866.0,2614.0,3379750.0,3378039.807
313,165.87844,72.469133,314201.922,-2995.0,2637.0,3379749.0,3378038.25
314,165.874043,72.476755,314204.824,-3089.0,2654.0,3379748.0,3378036.704
315,165.869612,72.48443,314207.744,-3190.0,2672.0,3379747.0,3378035.148
316,165.865208,72.492053,314210.644,-3301.0,2692.0,3379745.0,3378033.603
317,165.860771,72.499727,314213.562,-3375.0,2705.0,3379744.0,3378032.049
318,165.856361,72.507349,314216.46,-3463.0,2721.0,3379743.0,3378030.505
319,165.851918,72.515023,314219.376,-3522.0,2731.0,3379741.0,3378028.951
320,165.847501,72.522646,314222.271,-3587.0,2743.0,3379740.0,3378027.409
321,165.843051,72.530319,314225.185,-3663.0,2756.0,3379739.0,3378025.857
322,165.838957,72.537375,314227.863,-3717.0,2766.0,3379737.0,3378024.43
323,165.83453,72.544997,314230.755,-3766.0,2775.0,3379736.0,3378022.889
324,165.830071,72.552671,314233.666,-3802.0,2781.0,3379735.0,3378021.339
325,165.825638,72.560293,314236.556,-3846.0,2789.0,3379732.0,3378019.799
326,165.821172,72.567966,314239.464,-3871.0,2793.0,3379732.0,3378018.25
327,165.816733,72.575588,314242.352,-3904.0,2799.0,3379731.0,3378016.712
328,165.81226,72.583261,314245.258,-3935.0,2805.0,3379729.0,3378015.164
329,165.807815,72.590882,314248.143,-3977.0,2812.0,3379728.0,3378013.627
330,165.803336,72.598555,314251.047,-4015.0,2819.0,3379725.0,3378012.08
331,165.798883,72.606177,314253.931,-4035.0,2823.0,3379725.0,3378010.544
332,165.794398,72.613849,314256.832,-4065.0,2828.0,3379724.0,3378008.999
333,165.789909,72.621522,314259.733,-4079.0,2831.0,3379722.0,3378007.454
334,165.785446,72.629143,314262.613,-4101.0,2835.0,3379720.0,3378005.92
335,165.780951,72.636815,314265.511,-4099.0,2834.0,3379720.0,3378004.376
336,165.776482,72.644436,314268.389,-4083.0,2831.0,3379718.0,3378002.843
337,165.77198,72.652109,314271.285,-4039.0,2823.0,3379717.0,3378001.3
338,165.767505,72.659729,314274.161,-3963.0,2810.0,3379716.0,3377999.769
339,165.762996,72.667401,314277.055,-3854.0,2791.0,3379714.0,3377998.227
340,165.758514,72.675022,314279.929,-3758.0,2774.0,3379712.0,3377996.697
341,165.753998,72.682694,314282.82,-3635.0,2752.0,3379712.0,3377995.157
342,165.74951,72.690314,314285.691,-3557.0,2738.0,3379710.0,3377993.628
343,165.744987,72.697986,314288.581,-3491.0,2726.0,3379709.0,3377992.089
344,165.740492,72.705606,314291.45,-3408.0,2712.0,3379708.0,3377990.561
345,165.735963,72.713278,314294.337,-3349.0,2701.0,3379705.0,3377989.023
346,165.731461,72.720897,314297.204,-3296.0,2692.0,3379705.0,3377987.497
347,165.726926,72.728569,314300.089,-3253.0,2684.0,3379704.0,3377985.96
348,165.722417,72.736189,314302.954,-3217.0,2678.0,3379702.0,3377984.435
