column,spacecraft_lon_deg,spacecraft_lat_deg,spacecraft_height_m,nadir_height_m,nadir_line,nadir_areoid_radius_m,nadir_ellipsoid_radius_m
1345,158.278047,80.269908,316597.637,-2870.0,2644.0,3378659.0,3376779.228
1346,158.265404,80.277326,316599.353,-2876.0,2646.0,3378658.0,3376778.354
1347,158.252658,80.284794,316601.079,-2871.0,2645.0,3378657.0,3376777.474
1348,158.239978,80.292211,316602.793,-2862.0,2643.0,3378656.0,3376776.602
1349,158.227195,80.299678,316604.516,-2858.0,2643.0,3378656.0,3376775.724
1350,158.214479,80.307095,316606.227,-2849.0,2641.0,3378655.0,3376774.853
1351,158.201659,80.314561,316607.948,-2862.0,2643.0,3378654.0,3376773.976
1352,158.188906,80.321976,316609.657,-2868.0,2644.0,3378653.0,3376773.107
1353,158.176048,80.329442,316611.376,-2860.0,2643.0,3378653.0,3376772.232
1354,158.163258,80.336856,316613.082,-2861.0,2643.0,3378652.0,3376771.363
1355,158.150363,80.34432,316614.798,-2860.0,2643.0,3378651.0,3376770.489
1356,158.137536,80.351734,316616.502,-2856.0,2642.0,3378650.0,3376769.622
1357,158.124604,80.359198,316618.216,-2852.0,2642.0,3378650.0,3376768.75
1358,158.111739,80.36661,316619.918,-2847.0,2641.0,3378649.0,3376767.884
1359,158.098769,80.374073,316621.629,-2851.0,2642.0,3378647.0,3376767.014
1360,158.085867,80.381485,316623.328,-2853.0,2642.0,3378647.0,3376766.149
1361,158.072858,80.388947,316625.037,-2851.0,2641.0,3378647.0,3376765.28
1362,158.059919,80.396358,316626.734,-2855.0,2642.0,3378645.0,3376764.417
1363,158.047924,80.403217,316628.303,-2856.0,2642.0,3378645.0,3376763.619
1364,158.03486,80.410678,316630.009,-2856.0,2643.0,3378645.0,3376762.751
1365,158.021865,80.418087,316631.702,-2846.0,2641.0,3378644.0,3376761.891
1366,158.008763,80.425547,316633.406,-2836.0,2639.0,3378643.0,3376761.025
1367,157.995729,80.432956,316635.096,-2840.0,2639.0,3378642.0,3376760.165
1368,157.982588,80.440414,316636.797,-2834.0,2639.0,3378642.0,3376759.301
1369,157.969517,80.447822,316638.485,-2825.0,2637.0,3378640.0,3376758.442
1370,157.956337,80.45528,316640.184,-2833.0,2639.0,3378640.0,3376757.579
1371,157.943227,80.462687,316641.87,-2830.0,2638.0,3378640.0,3376756.723
1372,157.930009,80.470143,316643.566,-2827.0,2638.0,3378639.0,3376755.861
1373,157.91686,80.477549,316645.249,-2822.0,2637.0,3378638.0,3376755.005
1374,157.903603,80.485005,316646.943,-2811.0,2634.0,3378637.0,3376754.145
1375,157.890415,80.49241,316648.624,-2815.0,2635.0,3378637.0,3376753.291
1376,157.877119,80.499865,316650.315,-2810.0,2635.0,3378636.0,3376752.432
1377,157.863892,80.507269,316651.994,-2823.0,2637.0,3378635.0,3376751.58
1378,157.850556,80.514723,316653.683,-2823.0,2637.0,3378634.0,3376750.722
1379,157.83729,80.522126,316655.359,-2809.0,2635.0,3378634.0,3376749.871
1380,157.823915,80.529579,316657.046,-2811.0,2635.0,3378633.0,3376749.015
1381,157.81052,80.537032,316658.731,-2813.0,2635.0,3378632.0,3376748.159
1382,157.797195,80.544433,316660.403,-2821.0,2637.0,3378632.0,3376747.31
1383,157.783759,80.551885,316662.086,-2807.0,2634.0,3378631.0,3376746.456
1384,157.770395,80.559286,316663.757,-2787.0,2631.0,3378630.0,3376745.608
1385,157.75692,80.566736,316665.437,-2813.0,2635.0,3378629.0,3376744.756
1386,157.743515,80.574136,316667.105,-2797.0,2633.0,3378629.0,3376743.909
1387,157.73,80.581586,316668.783,-2812.0,2635.0,3378627.0,3376743.058
1388,157.716555,80.588985,316670.448,-2811.0,2635.0,3378627.0,3376742.213
1389,157.702999,80.596434,316672.124,-2803.0,2634.0,3378627.0,3376741.363
1390,157.689514,80.603832,316673.787,-2806.0,2634.0,3378625.0,3376740.52
1391,157.675918,80.611279,316675.46,-2811.0,2635.0,3378625.0,3376739.671
1392,157.662393,80.618676,316677.121,-2790.0,2631.0,3378624.0,3376738.829
1393,157.648756,80.626123,316678.792,-2798.0,2633.0,3378624.0,3376737.982
1394,157.63519,80.633519,316680.45,-2802.0,2634.0,3378623.0,3376737.141
1395,157.621512,80.640965,316682.118,-2773.0,2628.0,3378622.0,3376736.296
1396,157.607905,80.64836,316683.774,-2794.0,2632.0,3378622.0,3376735.456
1397,157.594186,80.655805,316685.44,-2803.0,2634.0,3378620.0,3376734.612
1398,157.580539,80.663199,316687.094,-2782.0,2630.0,3378620.0,3376733.774
1399,157.566778,80.670643,316688.757,-2784.0,2631.0,3378619.0,3376732.931
1400,157.553089,80.678036,316690.408,-2793.0,2632.0,3378619.0,3376732.095
1401,157.539287,80.685479,316692.069,-2789.0,2631.0,3378618.0,3376731.253
1402,157.525557,80.692871,316693.718,-2788.0,2631.0,3378617.0,3376730.418
1403,157.511714,80.700313,316695.377,-2789.0,2631.0,3378617.0,3376729.578
1404,157.497942,80.707704,316697.023,-2785.0,2631.0,3378616.0,3376728.744
1405,157.484057,80.715145,316698.679,-2776.0,2629.0,3378615.0,3376727.905
1406,157.470243,80.722535,316700.323,-2779.0,2630.0,3378614.0,3376727.073
1407,157.456316,80.729975,316701.977,-2781.0,2630.0,3378614.0,3376726.236
1408,157.44246,80.737364,316703.618,-2775.0,2629.0,3378613.0,3376725.405
1409,157.42849,80.744803,316705.27,-2768.0,2628.0,3378612.0,3376724.569
1410,157.414593,80.752191,316706.909,-2766.0,2628.0,3378612.0,3376723.739
1411,157.40171,80.75903,316708.425,-2764.0,2627.0,3378611.0,3376722.972
1412,157.387678,80.766467,316710.073,-2769.0,2628.0,3378610.0,3376722.138
1413,157.373718,80.773854,316711.709,-2769.0,2628.0,3378610.0,3376721.311
1414,157.359643,80.78129,316713.354,-2770.0,2628.0,3378609.0,3376720.478
1415,157.345547,80.788726,316714.998,-2765.0,2627.0,3378607.0,3376719.646
1416,157.331524,80.796111,316716.63,-2752.0,2625.0,3378607.0,3376718.821
1417,157.317384,80.803546,316718.272,-2752.0,2625.0,3378607.0,3376717.991
1418,157.303318,80.81093,316719.902,-2781.0,2630.0,3378606.0,3376717.167
1419,157.289135,80.818364,316721.541,-2801.0,2634.0,3378605.0,3376716.338
1420,157.275026,80.825747,316723.168,-2789.0,2632.0,3378605.0,3376715.515
1421,157.260799,80.83318,316724.805,-2815.0,2637.0,3378604.0,3376714.688
1422,157.246647,80.840562,316726.43,-2814.0,2636.0,3378603.0,3376713.866
1423,157.232377,80.847994,316728.065,-2795.0,2633.0,3378603.0,3376713.04
1424,157.21818,80.855375,316729.687,-2789.0,2632.0,3378602.0,3376712.22
1425,157.203866,80.862805,316731.319,-2769.0,2628.0,3378600.0,3376711.396
1426,157.189627,80.870186,316732.939,-2761.0,2627.0,3378600.0,3376710.577
1427,157.175268,80.877615,316734.569,-2759.0,2627.0,3378600.0,3376709.754
1428,157.160985,80.884994,316736.186,-2751.0,2625.0,3378599.0,3376708.937
1429,157.146582,80.892423,316737.814,-2733.0,2622.0,3378598.0,3376708.115
1430,157.132254,80.899801,316739.429,-2746.0,2624.0,3378598.0,3376707.299
1431,157.117807,80.907228,316741.054,-2743.0,2624.0,3378597.0,3376706.479
1432,157.103435,80.914605,316742.667,-2742.0,2624.0,3378595.0,3376705.664
1433,157.088943,80.922031,316744.289,-2739.0,2623.0,3378595.0,3376704.845
1434,157.074527,80.929407,316745.899,-2736.0,2623.0,3378595.0,3376704.032
1435,157.05999,80.936833,316747.52,-2738.0,2623.0,3378594.0,3376703.215
1436,157.045528,80.944207,316749.127,-2739.0,2623.0,3378594.0,3376702.403
1437,157.030946,80.951632,316750.745,-2741.0,2624.0,3378593.0,3376701.587
1438,157.01644,80.959005,316752.351,-2734.0,2622.0,3378592.0,3376700.777
1439,157.001813,80.966429,316753.966,-2735.0,2623.0,3378592.0,3376699.962
1440,156.987261,80.973801,316755.569,-2732.0,2622.0,3378591.0,3376699.153
1441,156.972588,80.981223,316757.182,-2733.0,2622.0,3378590.0,3376698.34
1442,156.957991,80.988595,316758.783,-2732.0,2622.0,3378590.0,3376697.533
1443,156.943272,80.996016,316760.393,-2730.0,2622.0,3378589.0,3376696.721
1444,156.928629,81.003386,316761.991,-2725.0,2621.0,3378587.0,3376695.915
1445,156.913865,81.010806,316763.599,-2721.0,2620.0,3378587.0,3376695.104
1446,156.899176,81.018176,316765.195,-2709.0,2618.0,3378587.0,3376694.299
1447,156.884365,81.025595,316766.801,-2709.0,2618.0,3378586.0,3376693.49
1448,156.86963,81.032963,316768.394,-2703.0,2617.0,3378585.0,3376692.687
1449,156.854773,81.040381,316769.997,-2704.0,2617.0,3378585.0,3376691.879
1450,156.839992,81.047748,316771.588,-2677.0,2613.0,3378584.0,3376691.078
1451,156.825087,81.055164,316773.189,-2687.0,2614.0,3378583.0,3376690.271
1452,156.81026,81.062531,316774.778,-2690.0,2615.0,3378583.0,3376689.471
1453,156.795309,81.069946,316776.376,-2682.0,2613.0,3378582.0,3376688.666
1454,156.780435,81.077311,316777.962,-2673.0,2612.0,3378580.0,3376687.867
1455,156.765436,81.084725,316779.558,-2677.0,2613.0,3378580.0,3376687.063
1456,156.750414,81.092139,316781.153,-2677.0,2613.0,3378580.0,3376686.26
1457,156.735469,81.099502,316782.736,-2677.0,2613.0,3378579.0,3376685.464
1458,156.7204,81.106915,316784.328,-2673.0,2612.0,3378579.0,3376684.662
1459,156.705408,81.114277,316785.908,-2660.0,2610.0,3378578.0,3376683.867
1460,156.691509,81.121092,316787.37,-2661.0,2610.0,3378577.0,3376683.131
1461,156.676369,81.128503,316788.958,-2670.0,2612.0,3378577.0,3376682.332
1462,156.661308,81.135863,316790.535,-2659.0,2610.0,3378575.0,3376681.538
1463,156.64612,81.143273,316792.121,-2666.0,2611.0,3378575.0,3376680.74
1464,156.63101,81.150633,316793.696,-2668.0,2611.0,3378575.0,3376679.948
1465,156.615775,81.158041,316795.28,-2648.0,2608.0,3378574.0,3376679.152
1466,156.600617,81.1654,316796.852,-2646.0,2607.0,3378573.0,3376678.361
1467,156.585333,81.172807,316798.433,-2645.0,2607.0,3378573.0,3376677.566
1468,156.570127,81.180164,316800.003,-2658.0,2610.0,3378572.0,3376676.777
1469,156.554794,81.187571,316801.582,-2656.0,2609.0,3378571.0,3376675.983
1470,156.539539,81.194927,316803.149,-2647.0,2608.0,3378571.0,3376675.195
1471,156.524157,81.202332,316804.725,-2651.0,2608.0,3378570.0,3376674.403
1472,156.508853,81.209687,316806.29,-2649.0,2608.0,3378569.0,3376673.616
1473,156.493422,81.217091,316807.864,-2659.0,2610.0,3378569.0,3376672.825
1474,156.47807,81.224444,316809.426,-2651.0,2608.0,3378567.0,3376672.04
1475,156.462589,81.231847,316810.998,-2655.0,2609.0,3378567.0,3376671.251
1476,156.447187,81.2392,316812.558,-2630.0,2605.0,3378567.0,3376670.467
1477,156.431656,81.246601,316814.127,-2656.0,2610.0,3378566.0,3376669.679
1478,156.416205,81.253953,316815.685,-2652.0,2609.0,3378565.0,3376668.897
1479,156.400624,81.261353,316817.252,-2648.0,2608.0,3378565.0,3376668.11
1480,156.385123,81.268703,316818.807,-2629.0,2605.0,3378564.0,3376667.329
1481,156.369493,81.276102,316820.371,-2630.0,2605.0,3378563.0,3376666.544
1482,156.353941,81.283451,316821.924,-2629.0,2605.0,3378563.0,3376665.765
1483,156.33826,81.290849,316823.486,-2632.0,2605.0,3378562.0,3376664.981
1484,156.322659,81.298197,316825.036,-2635.0,2606.0,3378560.0,3376664.203
1485,156.306927,81.305594,316826.595,-2615.0,2602.0,3378560.0,3376663.42
1486,156.291275,81.312941,316828.143,-2617.0,2603.0,3378560.0,3376662.644
1487,156.275492,81.320336,316829.7,-2628.0,2605.0,3378559.0,3376661.863
1488,156.259789,81.327682,316831.246,-2617.0,2603.0,3378559.0,3376661.088
1489,156.243955,81.335076,316832.801,-2624.0,2604.0,3378558.0,3376660.308
1490,156.228201,81.34242,316834.344,-2635.0,2606.0,3378558.0,3376659.534
1491,156.212316,81.349813,316835.896,-2620.0,2603.0,3378557.0,3376658.756
1492,156.196404,81.357206,316837.447,-2607.0,2601.0,3378555.0,3376657.978
1493,156.180573,81.364548,316838.986,-2605.0,2601.0,3378555.0,3376657.207
1494,156.16461,81.371939,316840.535,-2612.0,2602.0,3378555.0,3376656.43
1495,156.148727,81.379281,316842.072,-2606.0,2601.0,3378554.0,3376655.66
1496,156.132712,81.386671,316843.618,-2597.0,2600.0,3378554.0,3376654.885
1497,156.116777,81.39401,316845.153,-2597.0,2599.0,3378553.0,3376654.117
1498,156.100709,81.401399,316846.697,-2621.0,2604.0,3378552.0,3376653.343
1499,156.084723,81.408738,316848.229,-2590.0,2598.0,3378552.0,3376652.576
1500,156.068602,81.416125,316849.77,-2603.0,2601.0,3378551.0,3376651.804
1501,156.052564,81.423463,316851.3,-2595.0,2599.0,3378550.0,3376651.038
1502,156.03639,81.430849,316852.839,-2603.0,2601.0,3378550.0,3376650.267
1503,156.020298,81.438185,316854.366,-2609.0,2602.0,3378549.0,3376649.503
1504,156.004072,81.44557,316855.903,-2602.0,2600.0,3378548.0,3376648.734
1505,155.987927,81.452905,316857.427,-2606.0,2601.0,3378548.0,3376647.97
1506,155.971647,81.460289,316858.961,-2597.0,2599.0,3378547.0,3376647.203
1507,155.955449,81.467623,316860.484,-2608.0,2602.0,3378547.0,3376646.441
1508,155.939115,81.475005,316862.016,-2599.0,2600.0,3378546.0,3376645.675
1509,155.922864,81.482337,316863.536,-2590.0,2598.0,3378545.0,3376644.914
1510,155.907797,81.489124,316864.942,-2595.0,2599.0,3378545.0,3376644.211
1511,155.891384,81.496505,316866.47,-2576.0,2596.0,3378544.0,3376643.447
1512,155.875054,81.503835,316867.986,-2555.0,2592.0,3378542.0,3376642.688
1513,155.858587,81.511215,316869.512,-2582.0,2597.0,3378542.0,3376641.926
1514,155.842203,81.518544,316871.026,-2592.0,2599.0,3378542.0,3376641.169
1515,155.825681,81.525922,316872.549,-2581.0,2597.0,3378540.0,3376640.407
1516,155.809243,81.53325,316874.061,-2574.0,2596.0,3378540.0,3376639.652
1517,155.792666,81.540626,316875.582,-2572.0,2595.0,3378540.0,3376638.892
1518,155.776173,81.547953,316877.091,-2582.0,2597.0,3378540.0,3376638.138
1519,155.759541,81.555328,316878.61,-2557.0,2593.0,3378539.0,3376637.379
1520,155.742993,81.562653,316880.117,-2559.0,2593.0,3378538.0,3376636.626
1521,155.726306,81.570028,316881.632,-2577.0,2596.0,3378538.0,3376635.869
1522,155.709702,81.577352,316883.137,-2574.0,2596.0,3378537.0,3376635.118
1523,155.692959,81.584724,316884.65,-2561.0,2593.0,3378535.0,3376634.362
1524,155.6763,81.592047,316886.153,-2563.0,2594.0,3378535.0,3376633.612
1525,155.659501,81.599418,316887.664,-2572.0,2595.0,3378535.0,3376632.858
1526,155.642787,81.60674,316889.163,-2569.0,2595.0,3378534.0,3376632.11
1527,155.625931,81.61411,316890.672,-2563.0,2594.0,3378534.0,3376631.357
1528,155.60916,81.62143,316892.169,-2569.0,2595.0,3378533.0,3376630.61
1529,155.592248,81.628798,316893.675,-2574.0,2596.0,3378533.0,3376629.858
1530,155.575307,81.636166,316895.18,-2562.0,2594.0,3378532.0,3376629.107
1531,155.558452,81.643484,316896.674,-2571.0,2595.0,3378531.0,3376628.362
1532,155.541454,81.650851,316898.176,-2557.0,2593.0,3378531.0,3376627.613
1533,155.524542,81.658168,316899.668,-2533.0,2589.0,3378530.0,3376626.869
1534,155.507487,81.665533,316901.168,-2552.0,2592.0,3378529.0,3376626.122
1535,155.490517,81.672848,316902.657,-2563.0,2594.0,3378529.0,3376625.379
1536,155.473405,81.680212,316904.154,-2530.0,2588.0,3378528.0,3376624.633
1537,155.456378,81.687526,316905.641,-2542.0,2590.0,3378528.0,3376623.892
1538,155.439207,81.694888,316907.136,-2531.0,2588.0,3378527.0,3376623.147
1539,155.422123,81.702201,316908.62,-2537.0,2589.0,3378526.0,3376622.408
1540,155.404894,81.709562,316910.113,-2542.0,2591.0,3378526.0,3376621.664
1541,155.387752,81.716873,316911.594,-2534.0,2589.0,3378525.0,3376620.926
1542,155.370464,81.724233,316913.084,-2545.0,2591.0,3378524.0,3376620.184
1543,155.353264,81.731543,316914.564,-2522.0,2587.0,3378524.0,3376619.447
1544,155.335917,81.738901,316916.052,-2530.0,2589.0,3378522.0,3376618.706
1545,155.318658,81.746209,316917.528,-2536.0,2590.0,3378522.0,3376617.971
1546,155.301253,81.753566,316919.014,-2535.0,2589.0,3378522.0,3376617.232
1547,155.283935,81.760873,316920.488,-2544.0,2591.0,3378520.0,3376616.498
1548,155.26647,81.768229,316921.971,-2518.0,2587.0,3378520.0,3376615.76
1549,155.249093,81.775534,316923.443,-2539.0,2590.0,3378520.0,3376615.028
1550,155.231568,81.782888,316924.924,-2544.0,2591.0,3378520.0,3376614.291
1551,155.214131,81.790192,316926.393,-2525.0,2588.0,3378519.0,3376613.56
1552,155.196547,81.797545,316927.871,-2513.0,2586.0,3378518.0,3376612.825
1553,155.17905,81.804848,316929.338,-2520.0,2587.0,3378518.0,3376612.096
1554,155.161405,81.812199,316930.814,-2512.0,2585.0,3378517.0,3376611.362
1555,155.143849,81.8195,316932.279,-2524.0,2588.0,3378515.0,3376610.634
1556,155.126143,81.82685,316933.752,-2531.0,2589.0,3378515.0,3376609.902
1557,155.108526,81.83415,316935.214,-2518.0,2587.0,3378515.0,3376609.175
1558,155.09076,81.841498,316936.685,-2522.0,2587.0,3378515.0,3376608.444
1559,155.073082,81.848796,316938.145,-2535.0,2590.0,3378514.0,3376607.719
1560,155.055254,81.856143,316939.613,-2532.0,2589.0,3378513.0,3376606.989
1561,155.038835,81.862898,316940.962,-2512.0,2586.0,3378513.0,3376606.319
1562,155.021068,81.870194,316942.418,-2516.0,2586.0,3378512.0,3376605.596
1563,155.003149,81.877539,316943.883,-2533.0,2589.0,3378512.0,3376604.868
1564,154.9852,81.884883,316945.347,-2512.0,2586.0,3378511.0,3376604.142
1565,154.967341,81.892177,316946.8,-2507.0,2585.0,3378510.0,3376603.421
1566,154.949329,81.899519,316948.261,-2502.0,2584.0,3378510.0,3376602.695
1567,154.931408,81.906812,316949.711,-2512.0,2586.0,3378509.0,3376601.976
1568,154.913334,81.914153,316951.17,-2523.0,2588.0,3378509.0,3376601.252
1569,154.89535,81.921444,316952.618,-2494.0,2583.0,3378508.0,3376600.534
1570,154.877213,81.928783,316954.074,-2508.0,2585.0,3378507.0,3376599.811
1571,154.859167,81.936073,316955.519,-2504.0,2584.0,3378507.0,3376599.094
1572,154.840966,81.943411,316956.973,-2482.0,2580.0,3378506.0,3376598.373
1573,154.822857,81.950699,316958.416,-2486.0,2581.0,3378506.0,3376597.658
1574,154.804593,81.958035,316959.867,-2498.0,2583.0,3378505.0,3376596.938
1575,154.78642,81.965322,316961.308,-2504.0,2584.0,3378504.0,3376596.224
1576,154.768093,81.972657,316962.757,-2507.0,2585.0,3378504.0,3376595.506
1577,154.749856,81.979942,316964.195,-2513.0,2586.0,3378502.0,3376594.793
1578,154.731465,81.987275,316965.642,-2489.0,2582.0,3378502.0,3376594.077
1579,154.713164,81.994559,316967.077,-2479.0,2580.0,3378502.0,3376593.365
1580,154.694708,82.001891,316968.521,-2485.0,2581.0,3378500.0,3376592.65
1581,154.676343,82.009173,316969.955,-2509.0,2585.0,3378500.0,3376591.94
1582,154.657822,82.016503,316971.396,-2498.0,2584.0,3378500.0,3376591.226
1583,154.639393,82.023783,316972.827,-2482.0,2581.0,3378500.0,3376590.518
1584,154.620806,82.031112,316974.266,-2496.0,2583.0,3378499.0,3376589.806
1585,154.602312,82.038391,316975.695,-2481.0,2581.0,3378498.0,3376589.099
1586,154.583659,82.045718,316977.132,-2477.0,2580.0,3378498.0,3376588.388
1587,154.5651,82.052995,316978.558,-2483.0,2581.0,3378497.0,3376587.682
1588,154.546382,82.060321,316979.992,-2495.0,2583.0,3378497.0,3376586.972
1589,154.527756,82.067597,316981.416,-2491.0,2582.0,3378495.0,3376586.268
1590,154.508972,82.074921,316982.847,-2484.0,2581.0,3378495.0,3376585.56
1591,154.49028,82.082195,316984.269,-2497.0,2583.0,3378495.0,3376584.857
1592,154.471429,82.089517,316985.698,-2506.0,2585.0,3378494.0,3376584.15
1593,154.452672,82.09679,316987.117,-2497.0,2584.0,3378494.0,3376583.449
1594,154.433753,82.104111,316988.544,-2484.0,2581.0,3378493.0,3376582.744
1595,154.414929,82.111382,316989.96,-2482.0,2581.0,3378493.0,3376582.044
1596,154.395943,82.118701,316991.385,-2492.0,2583.0,3378492.0,3376581.34
1597,154.377052,82.12597,316992.799,-2489.0,2582.0,3378491.0,3376580.641
1598,154.357999,82.133288,316994.221,-2472.0,2579.0,3378491.0,3376579.939
1599,154.33904,82.140555,316995.632,-2495.0,2583.0,3378490.0,3376579.242
1600,154.319918,82.147871,316997.052,-2474.0,2580.0,3378490.0,3376578.541
1601,154.300891,82.155138,316998.461,-2499.0,2584.0,3378489.0,3376577.845
1602,154.281702,82.162452,316999.878,-2459.0,2577.0,3378488.0,3376577.145
1603,154.262607,82.169716,317001.285,-2482.0,2581.0,3378488.0,3376576.451
1604,154.243348,82.177029,317002.7,-2478.0,2580.0,3378487.0,3376575.753
1605,154.224184,82.184292,317004.104,-2484.0,2582.0,3378487.0,3376575.06
1606,154.204857,82.191603,317005.516,-2469.0,2579.0,3378486.0,3376574.363
1607,154.185494,82.198913,317006.927,-2470.0,2579.0,3378486.0,3376573.667
1608,154.166227,82.206174,317008.328,-2495.0,2583.0,3378485.0,3376572.976
1609,154.146794,82.213482,317009.737,-2488.0,2582.0,3378484.0,3376572.282
1610,154.127458,82.220741,317011.135,-2486.0,2582.0,3378484.0,3376571.592
1611,154.107955,82.228048,317012.541,-2474.0,2580.0,3378482.0,3376570.899
1612,154.089992,82.234765,317013.833,-2473.0,2580.0,3378482.0,3376570.262
1613,154.070553,82.242022,317015.227,-2442.0,2574.0,3378482.0,3376569.575
1614,154.050948,82.249326,317016.63,-2479.0,2581.0,3378482.0,3376568.884
1615,154.031438,82.25658,317018.022,-2461.0,2578.0,3378481.0,3376568.198
1616,154.011762,82.263883,317019.423,-2484.0,2582.0,3378480.0,3376567.508
1617,153.992181,82.271136,317020.812,-2472.0,2580.0,3378480.0,3376566.824
1618,153.972433,82.278437,317022.21,-2466.0,2579.0,3378479.0,3376566.136
1619,153.952782,82.285688,317023.597,-2485.0,2582.0,3378479.0,3376565.453
1620,153.932962,82.292987,317024.993,-2480.0,2581.0,3378478.0,3376564.766
1621,153.913239,82.300237,317026.378,-2472.0,2580.0,3378478.0,3376564.084
1622,153.893347,82.307534,317027.771,-2476.0,2580.0,3378477.0,3376563.399
1623,153.873552,82.314782,317029.153,-2474.0,2580.0,3378475.0,3376562.718
1624,153.853587,82.322078,317030.543,-2477.0,2581.0,3378475.0,3376562.034
1625,153.83372,82.329324,317031.923,-2478.0,2581.0,3378475.0,3376561.356
1626,153.813682,82.336618,317033.311,-2481.0,2581.0,3378475.0,3376560.673
1627,153.793742,82.343862,317034.689,-2469.0,2579.0,3378474.0,3376559.996
1628,153.773631,82.351155,317036.075,-2467.0,2579.0,3378474.0,3376559.315
1629,153.753618,82.358397,317037.45,-2471.0,2580.0,3378473.0,3376558.639
1630,153.733433,82.365688,317038.833,-2472.0,2580.0,3378473.0,3376557.959
1631,153.713346,82.372928,317040.206,-2462.0,2578.0,3378472.0,3376557.284
1632,153.693087,82.380217,317041.586,-2465.0,2579.0,3378470.0,3376556.606
1633,153.672927,82.387456,317042.957,-2466.0,2579.0,3378470.0,3376555.933
1634,153.652593,82.394743,317044.335,-2485.0,2582.0,3378470.0,3376555.256
1635,153.632358,82.40198,317045.703,-2456.0,2577.0,3378470.0,3376554.584
1636,153.611949,82.409265,317047.079,-2473.0,2580.0,3378469.0,3376553.909
1637,153.591639,82.416501,317048.444,-2464.0,2579.0,3378469.0,3376553.239
1638,153.571155,82.423784,317049.817,-2465.0,2579.0,3378468.0,3376552.565
1639,153.55077,82.431018,317051.18,-2457.0,2577.0,3378467.0,3376551.896
1640,153.53021,82.438299,317052.551,-2456.0,2577.0,3378467.0,3376551.223
1641,153.509611,82.44558,317053.921,-2439.0,2574.0,3378466.0,3376550.551
1642,153.489113,82.452811,317055.28,-2453.0,2577.0,3378466.0,3376549.885
1643,153.468438,82.460089,317056.648,-2459.0,2578.0,3378465.0,3376549.214
1644,153.447863,82.467318,317058.004,-2455.0,2577.0,3378465.0,3376548.549
1645,153.427111,82.474595,317059.369,-2458.0,2578.0,3378464.0,3376547.88
1646,153.40646,82.481822,317060.724,-2468.0,2580.0,3378464.0,3376547.216
1647,153.385631,82.489097,317062.086,-2454.0,2577.0,3378462.0,3376546.548
1648,153.364903,82.496323,317063.438,-2440.0,2574.0,3378462.0,3376545.886
1649,153.343995,82.503596,317064.798,-2454.0,2577.0,3378462.0,3376545.22
1650,153.32319,82.510819,317066.148,-2462.0,2579.0,3378461.0,3376544.559
1651,153.302204,82.518091,317067.505,-2444.0,2575.0,3378461.0,3376543.894
1652,153.281321,82.525312,317068.852,-2458.0,2578.0,3378460.0,3376543.234
1653,153.260257,82.532582,317070.207,-2443.0,2575.0,3378460.0,3376542.571
1654,153.239295,82.539802,317071.552,-2453.0,2577.0,3378459.0,3376541.913
1655,153.218152,82.547069,317072.905,-2460.0,2578.0,3378459.0,3376541.251
1656,153.197111,82.554287,317074.247,-2458.0,2578.0,3378458.0,3376540.594
1657,153.175888,82.561553,317075.597,-2461.0,2579.0,3378458.0,3376539.933
1658,153.154769,82.568768,317076.937,-2454.0,2577.0,3378457.0,3376539.278
1659,153.133466,82.576032,317078.285,-2449.0,2576.0,3378455.0,3376538.619
1660,153.112266,82.583246,317079.622,-2429.0,2573.0,3378455.0,3376537.965
1661,153.090883,82.590508,317080.967,-2461.0,2579.0,3378455.0,3376537.308
1662,153.069604,82.59772,317082.302,-2464.0,2579.0,3378455.0,3376536.655
1663,153.04814,82.60498,317083.645,-2451.0,2577.0,3378454.0,3376535.999
1664,153.028368,82.611654,317084.879,-2464.0,2579.0,3378454.0,3376535.396
1665,153.006971,82.618863,317086.21,-2450.0,2577.0,3378453.0,3376534.746
1666,152.985388,82.62612,317087.549,-2436.0,2574.0,3378453.0,3376534.092
1667,152.963909,82.633328,317088.878,-2457.0,2578.0,3378452.0,3376533.443
1668,152.942244,82.640583,317090.215,-2456.0,2578.0,3378452.0,3376532.79
1669,152.920684,82.647788,317091.542,-2455.0,2578.0,3378450.0,3376532.142
1670,152.898937,82.655041,317092.876,-2450.0,2577.0,3378450.0,3376531.491
1671,152.877294,82.662244,317094.2,-2455.0,2578.0,3378450.0,3376530.845
1672,152.855464,82.669495,317095.532,-2450.0,2577.0,3378449.0,3376530.195
1673,152.833739,82.676697,317096.854,-2456.0,2578.0,3378449.0,3376529.55
1674,152.811825,82.683946,317098.183,-2450.0,2577.0,3378448.0,3376528.902
1675,152.789869,82.691194,317099.511,-2456.0,2578.0,3378448.0,3376528.254
1676,152.768019,82.698392,317100.829,-2430.0,2573.0,3378447.0,3376527.612
1677,152.745979,82.705638,317102.155,-2455.0,2578.0,3378447.0,3376526.965
1678,152.724045,82.712834,317103.471,-2464.0,2580.0,3378446.0,3376526.324
1679,152.701921,82.720078,317104.794,-2454.0,2578.0,3378446.0,3376525.679
1680,152.679903,82.727273,317106.107,-2458.0,2578.0,3378445.0,3376525.04
1681,152.657694,82.734515,317107.428,-2460.0,2579.0,3378445.0,3376524.396
1682,152.635591,82.741707,317108.739,-2457.0,2578.0,3378444.0,3376523.758
1683,152.613296,82.748947,317110.057,-2458.0,2579.0,3378444.0,3376523.116
