offset_line_below_nadir,approx_free_space_range_below_nadir_m,surface_along_track_offset_km,surface_doppler_hz,folded_doppler_hz,inside_center_doppler_band
408,6120.0,62.548927307128906,87.01316833496094,-0.5218353271484375,False
409,6135.0,62.62621307373047,87.11663818359375,-0.418365478515625,False
410,6150.0,62.70347595214844,87.22005462646484,-0.3149566650390625,False
411,6165.0,62.7806396484375,87.3233413696289,-0.2116546630859375,False
412,6180.0,62.85771179199219,87.42646789550781,-0.1085357666015625,True
413,6195.0,62.934688568115234,87.52946472167969,-0.0055389404296875,True
414,6210.0,63.011566162109375,87.63231658935547,0.0973052978515625,True
415,6225.0,63.088356018066406,87.73503875732422,0.2000274658203125,False
416,6240.0,63.1650505065918,87.83760833740234,0.3025970458984375,False
417,6255.0,63.24171447753906,87.94013214111328,0.4051361083984375,False
418,6270.0,63.3182258605957,88.04243469238281,0.5074310302734375,False
419,6285.0,63.3946418762207,88.14459228515625,0.609588623046875,False
420,6300.0,63.471031188964844,88.2467041015625,0.711700439453125,False
421,6315.0,63.54726028442383,88.34858703613281,0.8135833740234375,False
422,6330.0,63.623470306396484,88.45042419433594,0.9154205322265625,False
423,6345.0,63.699520111083984,88.55203247070312,1.01702880859375,False
424,6360.0,63.775543212890625,88.65361022949219,1.1186065673828125,False
425,6375.0,63.851409912109375,88.75494384765625,1.219940185546875,False
426,6390.0,63.92725372314453,88.85623931884766,1.3212432861328125,False
427,6405.0,64.00300598144531,88.95741271972656,1.4224090576171875,False
428,6420.0,64.07867431640625,89.05843353271484,1.5234222412109375,False
429,6435.0,64.15424346923828,89.1593246459961,1.6243133544921875,False
430,6450.0,64.22966766357422,89.260009765625,1.725006103515625,False
431,6465.0,64.30506896972656,89.36064147949219,1.8256378173828125,False
432,6480.0,64.38043975830078,89.46121978759766,1.9262237548828125,False
433,6495.0,64.45565795898438,89.56158447265625,2.026580810546875,False
434,6510.0,64.53079223632812,89.66181945800781,2.1268157958984375,False
435,6525.0,64.6058349609375,89.76192474365234,2.2269134521484375,False
436,6540.0,64.68079376220703,89.86190795898438,2.326904296875,False
437,6555.0,64.75572967529297,89.96183013916016,2.4268341064453125,False
438,6570.0,64.83051300048828,90.0615463256836,2.5265350341796875,False
439,6585.0,64.90521240234375,90.16112518310547,2.6261138916015625,False
440,6600.0,64.97988891601562,90.26068115234375,2.725677490234375,False
441,6615.0,65.0544204711914,90.3600082397461,2.8249969482421875,False
442,6630.0,65.12892150878906,90.45928955078125,2.924285888671875,False
443,6645.0,65.2033462524414,90.55845642089844,3.0234527587890625,False
444,6660.0,65.27761840820312,90.65740966796875,3.122406005859375,False
445,6675.0,65.35186767578125,90.75630950927734,3.2212982177734375,False
446,6690.0,65.42603302001953,90.85509490966797,3.3200836181640625,False
447,6705.0,65.50011444091797,90.95375061035156,3.4187469482421875,False
448,6720.0,65.5741195678711,91.05227661132812,3.51727294921875,False
449,6735.0,65.64803314208984,91.15068817138672,3.6156768798828125,False
450,6750.0,65.72186279296875,91.24896240234375,3.713958740234375,False
451,6765.0,65.79560852050781,91.34711456298828,3.8121185302734375,False
452,6780.0,65.86927795410156,91.44515228271484,3.9101409912109375,False
453,6795.0,65.94285583496094,91.54306030273438,4.008056640625,False
454,6810.0,66.01636505126953,91.64085388183594,4.1058502197265625,False
455,6825.0,66.08984375,91.73858642578125,4.203582763671875,False
456,6840.0,66.1631851196289,91.83614349365234,4.3011322021484375,False
457,6855.0,66.23651123046875,91.93364715576172,4.3986358642578125,False
458,6870.0,66.30967712402344,92.03093719482422,4.4959259033203125,False
459,6885.0,66.38284301757812,92.12821960449219,4.5932159423828125,False
460,6900.0,66.45585632324219,92.22527313232422,4.6902618408203125,False
461,6915.0,66.52885437011719,92.32228088378906,4.7872772216796875,False
462,6930.0,66.6017074584961,92.41911315917969,4.8841094970703125,False
463,6945.0,66.67454528808594,92.5158920288086,4.9808807373046875,False
464,6960.0,66.74730682373047,92.61254119873047,5.0775299072265625,False
465,6975.0,66.81998443603516,92.70909881591797,5.1740875244140625,False
466,6990.0,66.89258575439453,92.8055191040039,5.2705230712890625,False
467,7005.0,66.9651107788086,92.9018325805664,5.3668365478515625,False
468,7020.0,67.03754425048828,92.99800872802734,5.4629974365234375,False
469,7035.0,67.10991668701172,93.09410095214844,5.5590972900390625,False
470,7050.0,67.18220520019531,93.19005584716797,5.6550445556640625,False
471,7065.0,67.25440979003906,93.28588104248047,5.7508697509765625,False
472,7080.0,67.3265380859375,93.38160705566406,5.8466033935546875,False
473,7095.0,67.3986587524414,93.47730255126953,5.9423065185546875,False
474,7110.0,67.47063446044922,93.57278442382812,6.03778076171875,False
475,7125.0,67.54253387451172,93.66816711425781,6.1331634521484375,False
476,7140.0,67.61441040039062,93.76351165771484,6.2285003662109375,False
477,7155.0,67.68616485595703,93.85865783691406,6.3236541748046875,False
478,7170.0,67.75789642333984,93.95378112792969,6.4187774658203125,False
479,7185.0,67.82955169677734,94.04877471923828,6.5137786865234375,False
480,7200.0,67.90107727050781,94.14358520507812,6.60858154296875,False
481,7215.0,67.97257995605469,94.23835754394531,6.7033538818359375,False
482,7230.0,68.04400634765625,94.33301544189453,6.7980194091796875,False
483,7245.0,68.11536407470703,94.42756652832031,6.8925628662109375,False
484,7260.0,68.1866455078125,94.52200317382812,6.98699951171875,False
485,7275.0,68.25785064697266,94.6163330078125,7.081329345703125,False
486,7290.0,68.32898712158203,94.71054077148438,7.175537109375,False
487,7305.0,68.4000473022461,94.80464935302734,7.2696380615234375,False
488,7320.0,68.47103118896484,94.89864349365234,7.3636322021484375,False
489,7335.0,68.54193878173828,94.99251556396484,7.4575042724609375,False
490,7350.0,68.6127700805664,95.08628845214844,7.5512847900390625,False
491,7365.0,68.68354034423828,95.17994689941406,7.6449432373046875,False
492,7380.0,68.75428771972656,95.2735824584961,7.7385711669921875,False
493,7395.0,68.82491302490234,95.36702728271484,7.8320159912109375,False
494,7410.0,68.89551544189453,95.46044158935547,7.9254302978515625,False
495,7425.0,68.96599578857422,95.55366516113281,8.018661499023438,False
496,7440.0,69.03645324707031,95.64686584472656,8.111862182617188,False
497,7455.0,69.10678100585938,95.7398681640625,8.204864501953125,False
498,7470.0,69.1771011352539,95.83285522460938,8.2978515625,False
499,7485.0,69.24735260009766,95.92572784423828,8.390731811523438,False
500,7500.0,69.31746673583984,96.0184097290039,8.483413696289062,False
501,7515.0,69.3875732421875,96.11107635498047,8.576065063476562,False
502,7530.0,69.45760345458984,96.20362854003906,8.668624877929688,False
503,7545.0,69.52757263183594,96.29607391357422,8.761062622070312,False
504,7560.0,69.59745788574219,96.38842010498047,8.853408813476562,False
505,7575.0,69.66728973388672,96.48065948486328,8.945663452148438,False
506,7590.0,69.7370376586914,96.57278442382812,9.03778076171875,False
507,7605.0,69.80671691894531,96.66481018066406,9.129806518554688,False
508,7620.0,69.87639617919922,96.75682067871094,9.221817016601562,False
509,7635.0,69.94593811035156,96.84862518310547,9.313613891601562,False
510,7650.0,70.01541137695312,96.94034576416016,9.405349731445312,False
511,7665.0,70.08488464355469,97.03204345703125,9.497039794921875,False
512,7680.0,70.15422058105469,97.12353515625,9.588531494140625,False
513,7695.0,70.22354888916016,97.21501159667969,9.680007934570312,False
514,7710.0,70.2927474975586,97.30632019042969,9.771316528320312,False
515,7725.0,70.3619384765625,97.39759063720703,9.862594604492188,False
516,7740.0,70.4310073852539,97.48868560791016,9.953689575195312,False
517,7755.0,70.50006103515625,97.57976531982422,10.044754028320312,False
518,7770.0,70.56904602050781,97.67073059082031,10.135726928710938,False
519,7785.0,70.63796997070312,97.7615966796875,10.226593017578125,False
520,7800.0,70.70681762695312,97.85237121582031,10.317367553710938,False
521,7815.0,70.7756118774414,97.94303131103516,10.408035278320312,False
522,7830.0,70.84432983398438,98.0335922241211,10.498580932617188,False
523,7845.0,70.9129867553711,98.12406921386719,10.589065551757812,False
524,7860.0,70.9815673828125,98.21443176269531,10.679428100585938,False
525,7875.0,71.05008697509766,98.30467987060547,10.769668579101562,False
526,7890.0,71.11854553222656,98.39485931396484,10.859848022460938,False
527,7905.0,71.18692779541016,98.48491668701172,10.949905395507812,False
528,7920.0,71.25531005859375,98.57496643066406,11.039962768554688,False
529,7935.0,71.32357025146484,98.66482543945312,11.12982177734375,False
530,7950.0,71.39176940917969,98.75460052490234,11.219589233398438,False
531,7965.0,71.45994567871094,98.84434509277344,11.309341430664062,False
532,7980.0,71.52800750732422,98.93391418457031,11.398910522460938,False
533,7995.0,71.59606170654297,99.02347564697266,11.488479614257812,False
534,8010.0,71.66405487060547,99.11293029785156,11.577926635742188,False
535,8025.0,71.73191833496094,99.20220184326172,11.667190551757812,False
536,8040.0,71.79978942871094,99.2914810180664,11.756484985351562,False
537,8055.0,71.86758422851562,99.38064575195312,11.84564208984375,False
538,8070.0,71.93531799316406,99.4697036743164,11.934707641601562,False
539,8085.0,72.00298309326172,99.55867767333984,12.023666381835938,False
540,8100.0,72.07059478759766,99.6475601196289,12.112564086914062,False
541,8115.0,72.13813018798828,99.736328125,12.201324462890625,False
542,8130.0,72.20561981201172,99.82502746582031,12.290023803710938,False
543,8145.0,72.27303314208984,99.91360473632812,12.37860107421875,False
544,8160.0,72.34038543701172,100.00209045410156,12.467086791992188,False
545,8175.0,72.40767669677734,100.09049987792969,12.555496215820312,False
546,8190.0,72.47496032714844,100.17887878417969,12.643875122070312,False
547,8205.0,72.54212951660156,100.26709747314453,12.732101440429688,False
548,8220.0,72.60929107666016,100.35527801513672,12.820266723632812,False
549,8235.0,72.67633819580078,100.44331359863281,12.908309936523438,False
550,8250.0,72.74337005615234,100.53131103515625,12.996307373046875,False
551,8265.0,72.81028747558594,100.61914825439453,13.084152221679688,False
552,8280.0,72.87720489501953,100.70697784423828,13.171981811523438,False
553,8295.0,72.94400024414062,100.79462432861328,13.259628295898438,False
554,8310.0,73.01078796386719,100.88225555419922,13.347244262695312,False
555,8325.0,73.0775146484375,100.96979522705078,13.434799194335938,False
556,8340.0,73.1441879272461,101.05724334716797,13.522232055664062,False
557,8355.0,73.21080017089844,101.14459991455078,13.609603881835938,False
558,8370.0,73.27734375,101.23185729980469,13.696853637695312,False
559,8385.0,73.34383392333984,101.31904602050781,13.784042358398438,False
560,8400.0,73.4102554321289,101.4061279296875,13.871124267578125,False
561,8415.0,73.47662353515625,101.49311828613281,13.958114624023438,False
562,8430.0,73.54293823242188,101.58003234863281,14.045028686523438,False
563,8445.0,73.60917663574219,101.66682434082031,14.131820678710938,False
564,8460.0,73.67542266845703,101.75362396240234,14.218612670898438,False
565,8475.0,73.7415542602539,101.84026336669922,14.305252075195312,False
566,8490.0,73.80762481689453,101.92680358886719,14.391799926757812,False
567,8505.0,73.87368774414062,102.0133285522461,14.478317260742188,False
568,8520.0,73.93964385986328,102.09969329833984,14.564682006835938,False
569,8535.0,74.00558471679688,102.18603515625,14.651031494140625,False
570,8550.0,74.07147979736328,102.27230072021484,14.737289428710938,False
571,8565.0,74.13725280761719,102.3583984375,14.823394775390625,False
572,8580.0,74.2030258178711,102.4444808959961,14.909469604492188,False
573,8595.0,74.26874542236328,102.53047943115234,14.995468139648438,False
574,8610.0,74.33439636230469,102.61638641357422,15.081375122070312,False
575,8625.0,74.39999389648438,102.70220184326172,15.167190551757812,False
576,8640.0,74.46553039550781,102.78793334960938,15.2529296875,False
577,8655.0,74.53101348876953,102.87357330322266,15.338577270507812,False
578,8670.0,74.596435546875,102.9591293334961,15.424118041992188,False
579,8685.0,74.66181182861328,103.04460906982422,15.509597778320312,False
580,8700.0,74.72711944580078,103.12997436523438,15.594970703125,False
581,8715.0,74.79237365722656,103.21528625488281,15.680282592773438,False
582,8730.0,74.8575668334961,103.30049133300781,15.765487670898438,False
583,8745.0,74.92276763916016,103.38568878173828,15.850692749023438,False
584,8760.0,74.98784637451172,103.4707260131836,15.935714721679688,False
585,8775.0,75.05293273925781,103.55575561523438,16.020751953125,False
586,8790.0,75.1178970336914,103.64061737060547,16.105606079101562,False
587,8805.0,75.18286895751953,103.72547912597656,16.190475463867188,False
588,8820.0,75.24772644042969,103.81017303466797,16.275161743164062,False
589,8835.0,75.31258392333984,103.89485931396484,16.359848022460938,False
590,8850.0,75.37738037109375,103.97944641113281,16.444442749023438,False
591,8865.0,75.44207763671875,104.06390380859375,16.528900146484375,False
592,8880.0,75.50676727294922,104.14833068847656,16.613327026367188,False
593,8895.0,75.57139587402344,104.23267364501953,16.697677612304688,False
594,8910.0,75.63597869873047,104.31694030761719,16.781936645507812,False
595,8925.0,75.70050048828125,104.40111541748047,16.866104125976562,False
596,8940.0,75.76496887207031,104.48521423339844,16.950210571289062,False
597,8955.0,75.82938385009766,104.56922912597656,17.034225463867188,False
598,8970.0,75.89375305175781,104.65316772460938,17.1181640625,False
599,8985.0,75.9581069946289,104.73709106445312,17.20208740234375,False
600,9000.0,76.0223617553711,104.82085418701172,17.285842895507812,False
601,9015.0,76.08655548095703,104.90453338623047,17.369522094726562,False
602,9030.0,76.15074920654297,104.98820495605469,17.453201293945312,False
603,9045.0,76.21483612060547,105.07171630859375,17.536712646484375,False
604,9060.0,76.27892303466797,105.15522766113281,17.620223999023438,False
605,9075.0,76.34290313720703,105.23858642578125,17.703582763671875,False
606,9090.0,76.40689086914062,105.32192993164062,17.78692626953125,False
607,9105.0,76.47075653076172,105.40512084960938,17.8701171875,False
608,9120.0,76.53462982177734,105.4883041381836,17.953292846679688,False
609,9135.0,76.59844970703125,105.57140350341797,18.036392211914062,False
610,9150.0,76.66222381591797,105.6544418334961,18.119430541992188,False
611,9165.0,76.72593688964844,105.73737335205078,18.202377319335938,False
612,9180.0,76.78960418701172,105.82022857666016,18.285232543945312,False
613,9195.0,76.85321044921875,105.90301513671875,18.368011474609375,False
614,9210.0,76.91676330566406,105.9857177734375,18.450714111328125,False
615,9225.0,76.98026275634766,106.06832885742188,18.5333251953125,False
616,9240.0,77.04371643066406,106.15087890625,18.615875244140625,False
617,9255.0,77.10711669921875,106.23332977294922,18.698318481445312,False
618,9270.0,77.17047119140625,106.31571960449219,18.780715942382812,False
619,9285.0,77.23381042480469,106.39807891845703,18.863082885742188,False
620,9300.0,77.29705810546875,106.48031616210938,18.9453125,False
621,9315.0,77.3602523803711,106.56245422363281,19.027450561523438,False
622,9330.0,77.42344665527344,106.64459228515625,19.109588623046875,False
623,9345.0,77.48653411865234,106.7265853881836,19.191574096679688,False
624,9360.0,77.54962158203125,106.8085708618164,19.273574829101562,False
625,9375.0,77.61266326904297,106.89047241210938,19.35546875,False
626,9390.0,77.67559051513672,106.97222900390625,19.437225341796875,False
627,9405.0,77.73853302001953,107.05397033691406,19.518966674804688,False
628,9420.0,77.8014144897461,107.13563537597656,19.600631713867188,False
629,9435.0,77.86425018310547,107.21723937988281,19.682235717773438,False
630,9450.0,77.92704010009766,107.29875183105469,19.763748168945312,False
631,9465.0,77.98977661132812,107.38018798828125,19.845184326171875,False
632,9480.0,78.05245208740234,107.46155548095703,19.926559448242188,False
633,9495.0,78.1150894165039,107.54283905029297,20.007827758789062,False
634,9510.0,78.17767333984375,107.62403869628906,20.089035034179688,False
635,9525.0,78.24020385742188,107.70516967773438,20.170166015625,False
636,9540.0,78.30268859863281,107.78623962402344,20.251235961914062,False
637,9555.0,78.36517333984375,107.86727905273438,20.332275390625,False
638,9570.0,78.42755126953125,107.94818115234375,20.413177490234375,False
639,9585.0,78.48993682861328,108.02908325195312,20.49407958984375,False
640,9600.0,78.5522232055664,108.10984802246094,20.574844360351562,False
641,9615.0,78.61446380615234,108.19051361083984,20.655502319335938,False
642,9630.0,78.67669677734375,108.27119445800781,20.736190795898438,False
643,9645.0,78.73888397216797,108.3517837524414,20.816787719726562,False
644,9660.0,78.80097961425781,108.43224334716797,20.897232055664062,False
645,9675.0,78.8630599975586,108.5126953125,20.977691650390625,False
646,9690.0,78.92510223388672,108.59305572509766,21.058059692382812,False
647,9705.0,78.98709869384766,108.67337036132812,21.13836669921875,False
648,9720.0,79.04904174804688,108.75358581542969,21.218582153320312,False
649,9735.0,79.1109390258789,108.833740234375,21.298736572265625,False
650,9750.0,79.17279052734375,108.91382598876953,21.378829956054688,False
651,9765.0,79.23458862304688,108.99382019042969,21.458816528320312,False
652,9780.0,79.29633331298828,109.0737533569336,21.538742065429688,False
653,9795.0,79.35803985595703,109.15361022949219,21.618606567382812,False
654,9810.0,79.41969299316406,109.23339080810547,21.698379516601562,False
655,9825.0,79.48135375976562,109.31317901611328,21.778182983398438,False
656,9840.0,79.54291534423828,109.39281463623047,21.857803344726562,False
657,9855.0,79.60442352294922,109.47236633300781,21.937362670898438,False
658,9870.0,79.66593933105469,109.55194091796875,22.016937255859375,False
659,9885.0,79.72735595703125,109.63136291503906,22.096359252929688,False
660,9900.0,79.78877258300781,109.71076202392578,22.175765991210938,False
661,9915.0,79.85015106201172,109.79011535644531,22.255111694335938,False
662,9930.0,79.91143035888672,109.86933898925781,22.334335327148438,False
663,9945.0,79.97270202636719,109.94851684570312,22.41351318359375,False
664,9960.0,80.033935546875,110.02764892578125,22.492645263671875,False
665,9975.0,80.09512329101562,110.10671997070312,22.57171630859375,False
666,9990.0,80.15626525878906,110.18569946289062,22.65069580078125,False
667,10005.0,80.2173080444336,110.26454162597656,22.729537963867188,False
668,10020.0,80.27835083007812,110.34339141845703,22.808395385742188,False
669,10035.0,80.33940124511719,110.42223358154297,22.887222290039062,False
670,10050.0,80.40035247802734,110.50092315673828,22.965927124023438,False
671,10065.0,80.46126556396484,110.57957458496094,23.044570922851562,False
672,10080.0,80.52212524414062,110.65813446044922,23.123123168945312,False
673,10095.0,80.58293914794922,110.73661804199219,23.201614379882812,False
674,10110.0,80.64376068115234,110.81510925292969,23.280105590820312,False
675,10125.0,80.70448303222656,110.89346313476562,23.35845947265625,False
676,10140.0,80.76521301269531,110.97180938720703,23.436813354492188,False
677,10155.0,80.82584381103516,111.0500259399414,23.515029907226562,False
678,10170.0,80.886474609375,111.12822723388672,23.593215942382812,False
679,10185.0,80.947021484375,111.20630645751953,23.671310424804688,False
680,10200.0,81.007568359375,111.28437042236328,23.749374389648438,False
681,10215.0,81.06806945800781,111.36238098144531,23.827377319335938,False
682,10230.0,81.12847900390625,111.44023895263672,23.905227661132812,False
683,10245.0,81.18888854980469,111.51810455322266,23.983108520507812,False
684,10260.0,81.24925994873047,111.59590911865234,24.060897827148438,False
685,10275.0,81.30957794189453,111.67362213134766,24.138626098632812,False
686,10290.0,81.3698501586914,111.75128173828125,24.216278076171875,False
687,10305.0,81.43008422851562,111.82888793945312,24.29388427734375,False
688,10320.0,81.49027252197266,111.90640258789062,24.37139892578125,False
689,10335.0,81.5504150390625,111.98384094238281,24.448837280273438,False
690,10350.0,81.61056518554688,112.0613021850586,24.526290893554688,False
691,10365.0,81.67061614990234,112.13861083984375,24.603607177734375,False
692,10380.0,81.73063659667969,112.21586608886719,24.680862426757812,False
693,10395.0,81.7906494140625,112.29312133789062,24.75811767578125,False
694,10410.0,81.85057067871094,112.3702392578125,24.835235595703125,False
695,10425.0,81.91045379638672,112.4472885131836,24.912277221679688,False
696,10440.0,81.9703369140625,112.52433013916016,24.989334106445312,False
697,10455.0,82.03018188476562,112.60132598876953,25.066329956054688,False
698,10470.0,82.08992004394531,112.67815399169922,25.143142700195312,False
699,10485.0,82.1496810913086,112.7550048828125,25.220001220703125,False
700,10500.0,82.20938873291016,112.83179473876953,25.296798706054688,False
701,10515.0,82.26905822753906,112.90850830078125,25.373504638671875,False
702,10530.0,82.3286361694336,112.98509216308594,25.450088500976562,False
703,10545.0,82.38821411132812,113.06167602539062,25.52667236328125,False
704,10560.0,82.44774627685547,113.13819122314453,25.603195190429688,False
705,10575.0,82.50724029541016,113.21463012695312,25.67962646484375,False
706,10590.0,82.5667495727539,113.29110717773438,25.756103515625,False
707,10605.0,82.62615966796875,113.36741638183594,25.832412719726562,False
708,10620.0,82.6855239868164,113.44365692138672,25.908645629882812,False
709,10635.0,82.74484252929688,113.51983642578125,25.984832763671875,False
710,10650.0,82.80413055419922,113.59597778320312,26.06097412109375,False
711,10665.0,82.86341094970703,113.67208862304688,26.1370849609375,False
712,10680.0,82.92261505126953,113.74809265136719,26.213088989257812,False
713,10695.0,82.98181915283203,113.82408905029297,26.289077758789062,False
714,10710.0,83.04093170166016,113.89994049072266,26.364944458007812,False
715,10725.0,83.10004425048828,113.9758071899414,26.440811157226562,False
716,10740.0,83.15912628173828,114.05160522460938,26.5166015625,False
717,10755.0,83.2181167602539,114.12728881835938,26.59228515625,False
718,10770.0,83.27710723876953,114.20294952392578,26.667953491210938,False
719,10785.0,83.3360595703125,114.27857208251953,26.743576049804688,False
720,10800.0,83.39496612548828,114.3541030883789,26.819107055664062,False
721,10815.0,83.45384216308594,114.4295883178711,26.894577026367188,False
722,10830.0,83.51266479492188,114.5050048828125,26.970001220703125,False
723,10845.0,83.57145690917969,114.58036041259766,27.045364379882812,False
724,10860.0,83.63019561767578,114.6556396484375,27.120635986328125,False
725,10875.0,83.68889617919922,114.7308578491211,27.195846557617188,False
726,10890.0,83.74756622314453,114.8060302734375,27.271026611328125,False
727,10905.0,83.80619049072266,114.88113403320312,27.34613037109375,False
728,10920.0,83.86481475830078,114.95623016357422,27.421218872070312,False
729,10935.0,83.92335510253906,115.03121185302734,27.496200561523438,False
730,10950.0,83.98184967041016,115.10612487792969,27.571121215820312,False
731,10965.0,84.04035949707031,115.1810302734375,27.646026611328125,False
732,10980.0,84.09877014160156,115.25582122802734,27.720809936523438,False
733,10995.0,84.1572036743164,115.33060455322266,27.795608520507812,False
734,11010.0,84.21558380126953,115.40533447265625,27.870330810546875,False
735,11025.0,84.27388000488281,115.47994232177734,27.944931030273438,False
736,11040.0,84.33218383789062,115.55453491210938,28.01953125,False
737,11055.0,84.39044952392578,115.62907409667969,28.094070434570312,False
738,11070.0,84.44866943359375,115.70356750488281,28.168563842773438,False
739,11085.0,84.5068588256836,115.77796936035156,28.242965698242188,False
740,11100.0,84.56500244140625,115.8523178100586,28.317306518554688,False
741,11115.0,84.62310028076172,115.9266128540039,28.391616821289062,False
742,11130.0,84.68116760253906,116.0008544921875,28.465850830078125,False
743,11145.0,84.73918914794922,116.07502746582031,28.540023803710938,False
744,11160.0,84.79717254638672,116.14912414550781,28.614120483398438,False
745,11175.0,84.85511779785156,116.22319030761719,28.688186645507812,False
746,11190.0,84.91302490234375,116.29717254638672,28.762161254882812,False
747,11205.0,84.97093963623047,116.37116241455078,28.836166381835938,False
748,11220.0,85.02876281738281,116.44503784179688,28.9100341796875,False
749,11235.0,85.08660125732422,116.51890563964844,28.983901977539062,False
750,11250.0,85.14434051513672,116.59264373779297,29.057632446289062,False
751,11265.0,85.20210266113281,116.6664047241211,29.131393432617188,False
752,11280.0,85.25977325439453,116.74003601074219,29.205032348632812,False
753,11295.0,85.31744384765625,116.81364440917969,29.278640747070312,False
754,11310.0,85.37508392333984,116.88722229003906,29.352218627929688,False
755,11325.0,85.43268585205078,116.96073913574219,29.425735473632812,False
756,11340.0,85.49020385742188,117.03411865234375,29.499114990234375,False
757,11355.0,85.5477294921875,117.10750579833984,29.572494506835938,False
758,11370.0,85.60520935058594,117.18083953857422,29.645828247070312,False
759,11385.0,85.66265869140625,117.25411224365234,29.719100952148438,False
760,11400.0,85.72006225585938,117.32732391357422,29.792312622070312,False
761,11415.0,85.77742767333984,117.40047454833984,29.865463256835938,False
762,11430.0,85.8348159790039,117.47364044189453,29.938644409179688,False
763,11445.0,85.89210510253906,117.54666137695312,30.01165771484375,False
764,11460.0,85.94934844970703,117.61963653564453,30.084640502929688,False
765,11475.0,86.0065689086914,117.69255828857422,30.157546997070312,False
766,11490.0,86.06379699707031,117.7654800415039,30.230484008789062,False
767,11505.0,86.12094116210938,117.83828735351562,30.30328369140625,False
768,11520.0,86.17808532714844,117.91109466552734,30.376083374023438,False
769,11535.0,86.23514556884766,117.9837646484375,30.448760986328125,False
770,11550.0,86.29222869873047,118.05646514892578,30.521469116210938,False
771,11565.0,86.34925842285156,118.12909698486328,30.594100952148438,False
772,11580.0,86.40621185302734,118.20159912109375,30.666595458984375,False
773,11595.0,86.46317291259766,118.27410888671875,30.739105224609375,False
774,11610.0,86.52009582519531,118.3465805053711,30.811569213867188,False
775,11625.0,86.57697296142578,118.41897583007812,30.88397216796875,False
776,11640.0,86.63382720947266,118.4913101196289,30.956314086914062,False
777,11655.0,86.69064331054688,118.5635986328125,31.028594970703125,False
778,11670.0,86.7474136352539,118.63581848144531,31.100814819335938,False
779,11685.0,86.80414581298828,118.70799255371094,31.172988891601562,False
780,11700.0,86.86085510253906,118.78010559082031,31.245101928710938,False
781,11715.0,86.91751861572266,118.85215759277344,31.317153930664062,False
782,11730.0,86.97418975830078,118.92422485351562,31.38922119140625,False
783,11745.0,87.03077697753906,118.99616241455078,31.461166381835938,False
784,11760.0,87.08732604980469,119.06803894042969,31.533035278320312,False
785,11775.0,87.14389038085938,119.13993072509766,31.604934692382812,False
786,11790.0,87.20037078857422,119.2116928100586,31.676681518554688,False
787,11805.0,87.2568588256836,119.28348541259766,31.748489379882812,False
788,11820.0,87.31326293945312,119.35514068603516,31.820144653320312,False
789,11835.0,87.36968231201172,119.42679595947266,31.891799926757812,False
790,11850.0,87.42606353759766,119.4984130859375,31.963409423828125,False
791,11865.0,87.48240661621094,119.56996154785156,32.03495788574219,False
792,11880.0,87.53866577148438,119.64138793945312,32.10638427734375,False
793,11895.0,87.59494018554688,119.71284484863281,32.17784118652344,False
794,11910.0,87.65116882324219,119.78421783447266,32.24922180175781,False
795,11925.0,87.70736694335938,119.85554504394531,32.32054138183594,False
796,11940.0,87.76353454589844,119.92682647705078,32.39183044433594,False
797,11955.0,87.81966400146484,119.998046875,32.463043212890625,False
798,11970.0,87.87574768066406,120.06919860839844,32.53419494628906,False
799,11985.0,87.93185424804688,120.14037322998047,32.60536193847656,False
800,12000.0,87.98787689208984,120.21143341064453,32.67643737792969,False
801,12015.0,88.04386138916016,120.28241729736328,32.74742126464844,False
802,12030.0,88.099853515625,120.3534164428711,32.81840515136719,False
803,12045.0,88.15576934814453,120.42431640625,32.889312744140625,False
804,12060.0,88.21163940429688,120.4951400756836,32.96012878417969,False
805,12075.0,88.26753234863281,120.56597137451172,33.03096008300781,False
806,12090.0,88.32337951660156,120.63676452636719,33.10176086425781,False
807,12105.0,88.37915802001953,120.70742797851562,33.17242431640625,False
808,12120.0,88.4349365234375,120.7780990600586,33.24308776855469,False
809,12135.0,88.49068450927734,120.8487319946289,33.31373596191406,False
810,12150.0,88.54640197753906,120.9192886352539,33.38429260253906,False
811,12165.0,88.6020278930664,120.98974609375,33.454742431640625,False
812,12180.0,88.65766906738281,121.06021118164062,33.52520751953125,False
813,12195.0,88.7132797241211,121.130615234375,33.595611572265625,False
814,12210.0,88.76885223388672,121.2009506225586,33.66593933105469,False
815,12225.0,88.82439422607422,121.27124786376953,33.73625183105469,False
816,12240.0,88.87993621826172,121.34156036376953,33.80656433105469,False
817,12255.0,88.93540954589844,121.4117431640625,33.876739501953125,False
818,12270.0,88.9908447265625,121.48188018798828,33.94688415527344,False
819,12285.0,89.0462417602539,121.55196380615234,34.01695251464844,False
820,12300.0,89.10165405273438,121.62206268310547,34.08705139160156,False
821,12315.0,89.156982421875,121.69202423095703,34.15702819824219,False
822,12330.0,89.21232604980469,121.76202392578125,34.227020263671875,False
823,12345.0,89.26758575439453,121.8318862915039,34.29689025878906,False
824,12360.0,89.32286071777344,121.90174865722656,34.36674499511719,False
825,12375.0,89.3780517578125,121.97151947021484,34.43650817871094,False
826,12390.0,89.43326568603516,122.04129791259766,34.50630187988281,False
827,12405.0,89.4884262084961,122.11100006103516,34.57600402832031,False
828,12420.0,89.54352569580078,122.18062591552734,34.64561462402344,False
