position_km,normal_altitude_km,ascending_altitude_km,descending_altitude_km,normal_radial_velocity_m_s,ascending_radial_velocity_m_s,descending_radial_velocity_m_s,normal_vhf_doppler_hz,ascending_vhf_doppler_hz,descending_vhf_doppler_hz,normal_hf_doppler_hz,ascending_hf_doppler_hz,descending_hf_doppler_hz
-7.200,400.000000,399.100000,400.900000,-71.848192,426.931505,-570.638068,28.739277,-170.772602,228.255227,4.315207,-25.641532,34.272557
-7.000,400.000000,399.125000,400.875000,-69.853027,428.940076,-568.655948,27.941211,-171.576031,227.462379,4.195377,-25.762167,34.153510
-6.800,400.000000,399.150000,400.850000,-67.857809,430.948324,-566.673407,27.143123,-172.379330,226.669363,4.075544,-25.882782,34.034439
-6.600,400.000000,399.175000,400.825000,-65.862540,432.956248,-564.690447,26.345016,-173.182499,225.876179,3.955708,-26.003378,33.915342
-6.400,400.000000,399.200000,400.800000,-63.867222,434.963845,-562.707068,25.546889,-173.985538,225.082827,3.835869,-26.123955,33.796220
-6.200,400.000000,399.225000,400.775000,-61.871857,436.971115,-560.723273,24.748743,-174.788446,224.289309,3.716027,-26.244511,33.677073
-6.000,400.000000,399.250000,400.750000,-59.876445,438.978056,-558.739062,23.950578,-175.591223,223.495625,3.596183,-26.365048,33.557902
-5.800,400.000000,399.275000,400.725000,-57.880989,440.984667,-556.754437,23.152396,-176.393867,222.701775,3.476336,-26.485566,33.438705
-5.600,400.000000,399.300000,400.700000,-55.885489,442.990946,-554.769399,22.354196,-177.196379,221.907759,3.356486,-26.606063,33.319483
-5.400,400.000000,399.325000,400.675000,-53.889948,444.996892,-552.783949,21.555979,-177.998757,221.113580,3.236634,-26.726540,33.200237
-5.200,400.000000,399.350000,400.650000,-51.894366,447.002504,-550.798090,20.757747,-178.801001,220.319236,3.116779,-26.846997,33.080966
-5.000,400.000000,399.375000,400.625000,-49.898746,449.007779,-548.811821,19.959498,-179.603112,219.524729,2.996922,-26.967434,32.961671
-4.800,400.000000,399.400000,400.600000,-47.903088,451.012717,-546.825146,19.161235,-180.405087,218.730058,2.877062,-27.087851,32.842351
-4.600,400.000000,399.425000,400.575000,-45.907395,453.017316,-544.838064,18.362958,-181.206926,217.935226,2.757201,-27.208247,32.723007
-4.400,400.000000,399.450000,400.550000,-43.911667,455.021575,-542.850578,17.564667,-182.008630,217.140231,2.637337,-27.328623,32.603638
-4.200,400.000000,399.475000,400.525000,-41.915907,457.025492,-540.862688,16.766363,-182.810197,216.345075,2.517472,-27.448978,32.484246
-4.000,400.000000,399.500000,400.500000,-39.920115,459.029065,-538.874397,15.968046,-183.611626,215.549759,2.397605,-27.569313,32.364829
-3.800,400.000000,399.525000,400.475000,-37.924293,461.032295,-536.885705,15.169717,-184.412918,214.754282,2.277735,-27.689627,32.245388
-3.600,400.000000,399.550000,400.450000,-35.928443,463.035178,-534.896614,14.371377,-185.214071,213.958645,2.157864,-27.809921,32.125923
-3.400,400.000000,399.575000,400.425000,-33.932567,465.037714,-532.907125,13.573027,-186.015085,213.162850,2.037992,-27.930193,32.006434
-3.200,400.000000,399.600000,400.400000,-31.936665,467.039900,-530.917239,12.774666,-186.815960,212.366896,1.918118,-28.050444,31.886921
-3.000,400.000000,399.625000,400.375000,-29.940739,469.041737,-528.926959,11.976295,-187.616695,211.570784,1.798243,-28.170675,31.767385
-2.800,400.000000,399.650000,400.350000,-27.944790,471.043222,-526.936285,11.177916,-188.417289,210.774514,1.678366,-28.290884,31.647825
-2.600,400.000000,399.675000,400.325000,-25.948821,473.044354,-524.945219,10.379528,-189.217741,209.978088,1.558488,-28.411072,31.528241
-2.400,400.000000,399.700000,400.300000,-23.952832,475.045131,-522.953762,9.581133,-190.018052,209.181505,1.438609,-28.531239,31.408634
-2.200,400.000000,399.725000,400.275000,-21.956826,477.045552,-520.961915,8.782730,-190.818221,208.384766,1.318728,-28.651385,31.289004
-2.000,400.000000,399.750000,400.250000,-19.960803,479.045616,-518.969680,7.984321,-191.618246,207.587872,1.198847,-28.771508,31.169350
-1.800,400.000000,399.775000,400.225000,-17.964765,481.045321,-516.977058,7.185906,-192.418128,206.790823,1.078965,-28.891611,31.049673
-1.600,400.000000,399.800000,400.200000,-15.968714,483.044666,-514.984051,6.387486,-193.217866,205.993621,0.959082,-29.011692,30.929973
-1.400,400.000000,399.825000,400.175000,-13.972651,485.043649,-512.990661,5.589060,-194.017460,205.196264,0.839198,-29.131751,30.810250
-1.200,400.000000,399.850000,400.150000,-11.976577,487.042270,-510.996887,4.790631,-194.816908,204.398755,0.719314,-29.251788,30.690504
-1.000,400.000000,399.875000,400.125000,-9.980495,489.040525,-509.002732,3.992198,-195.616210,203.601093,0.599429,-29.371803,30.570735
-0.800,400.000000,399.900000,400.100000,-7.984405,491.038415,-507.008198,3.193762,-196.415366,202.803279,0.479544,-29.491797,30.450943
-0.600,400.000000,399.925000,400.075000,-5.988309,493.035938,-505.013285,2.395324,-197.214375,202.005314,0.359658,-29.611768,30.331128
-0.400,400.000000,399.950000,400.050000,-3.992208,495.033092,-503.017995,1.596883,-198.013237,201.207198,0.239772,-29.731717,30.211291
-0.200,400.000000,399.975000,400.025000,-1.996105,497.029877,-501.022329,0.798442,-198.811951,200.408932,0.119886,-29.851644,30.091431
0.000,400.000000,400.000000,400.000000,0.000000,499.026289,-499.026289,-0.000000,-199.610516,199.610516,-0.000000,-29.971549,29.971549
0.200,400.000000,400.025000,399.975000,1.996105,501.022329,-497.029877,-0.798442,-200.408932,198.811951,-0.119886,-30.091431,29.851644
0.400,400.000000,400.050000,399.950000,3.992208,503.017995,-495.033092,-1.596883,-201.207198,198.013237,-0.239772,-30.211291,29.731717
0.600,400.000000,400.075000,399.925000,5.988309,505.013285,-493.035938,-2.395324,-202.005314,197.214375,-0.359658,-30.331128,29.611768
0.800,400.000000,400.100000,399.900000,7.984405,507.008198,-491.038415,-3.193762,-202.803279,196.415366,-0.479544,-30.450943,29.491797
1.000,400.000000,400.125000,399.875000,9.980495,509.002732,-489.040525,-3.992198,-203.601093,195.616210,-0.599429,-30.570735,29.371803
1.200,400.000000,400.150000,399.850000,11.976577,510.996887,-487.042270,-4.790631,-204.398755,194.816908,-0.719314,-30.690504,29.251788
1.400,400.000000,400.175000,399.825000,13.972651,512.990661,-485.043649,-5.589060,-205.196264,194.017460,-0.839198,-30.810250,29.131751
1.600,400.000000,400.200000,399.800000,15.968714,514.984051,-483.044666,-6.387486,-205.993621,193.217866,-0.959082,-30.929973,29.011692
1.800,400.000000,400.225000,399.775000,17.964765,516.977058,-481.045321,-7.185906,-206.790823,192.418128,-1.078965,-31.049673,28.891611
2.000,400.000000,400.250000,399.750000,19.960803,518.969680,-479.045616,-7.984321,-207.587872,191.618246,-1.198847,-31.169350,28.771508
2.200,400.000000,400.275000,399.725000,21.956826,520.961915,-477.045552,-8.782730,-208.384766,190.818221,-1.318728,-31.289004,28.651385
2.400,400.000000,400.300000,399.700000,23.952832,522.953762,-475.045131,-9.581133,-209.181505,190.018052,-1.438609,-31.408634,28.531239
2.600,400.000000,400.325000,399.675000,25.948821,524.945219,-473.044354,-10.379528,-209.978088,189.217741,-1.558488,-31.528241,28.411072
2.800,400.000000,400.350000,399.650000,27.944790,526.936285,-471.043222,-11.177916,-210.774514,188.417289,-1.678366,-31.647825,28.290884
3.000,400.000000,400.375000,399.625000,29.940739,528.926959,-469.041737,-11.976295,-211.570784,187.616695,-1.798243,-31.767385,28.170675
3.200,400.000000,400.400000,399.600000,31.936665,530.917239,-467.039900,-12.774666,-212.366896,186.815960,-1.918118,-31.886921,28.050444
3.400,400.000000,400.425000,399.575000,33.932567,532.907125,-465.037714,-13.573027,-213.162850,186.015085,-2.037992,-32.006434,27.930193
3.600,400.000000,400.450000,399.550000,35.928443,534.896614,-463.035178,-14.371377,-213.958645,185.214071,-2.157864,-32.125923,27.809921
3.800,400.000000,400.475000,399.525000,37.924293,536.885705,-461.032295,-15.169717,-214.754282,184.412918,-2.277735,-32.245388,27.689627
4.000,400.000000,400.500000,399.500000,39.920115,538.874397,-459.029065,-15.968046,-215.549759,183.611626,-2.397605,-32.364829,27.569313
4.200,400.000000,400.525000,399.475000,41.915907,540.862688,-457.025492,-16.766363,-216.345075,182.810197,-2.517472,-32.484246,27.448978
4.400,400.000000,400.550000,399.450000,43.911667,542.850578,-455.021575,-17.564667,-217.140231,182.008630,-2.637337,-32.603638,27.328623
4.600,400.000000,400.575000,399.425000,45.907395,544.838064,-453.017316,-18.362958,-217.935226,181.206926,-2.757201,-32.723007,27.208247
4.800,400.000000,400.600000,399.400000,47.903088,546.825146,-451.012717,-19.161235,-218.730058,180.405087,-2.877062,-32.842351,27.087851
5.000,400.000000,400.625000,399.375000,49.898746,548.811821,-449.007779,-19.959498,-219.524729,179.603112,-2.996922,-32.961671,26.967434
5.200,400.000000,400.650000,399.350000,51.894366,550.798090,-447.002504,-20.757747,-220.319236,178.801001,-3.116779,-33.080966,26.846997
5.400,400.000000,400.675000,399.325000,53.889948,552.783949,-444.996892,-21.555979,-221.113580,177.998757,-3.236634,-33.200237,26.726540
5.600,400.000000,400.700000,399.300000,55.885489,554.769399,-442.990946,-22.354196,-221.907759,177.196379,-3.356486,-33.319483,26.606063
5.800,400.000000,400.725000,399.275000,57.880989,556.754437,-440.984667,-23.152396,-222.701775,176.393867,-3.476336,-33.438705,26.485566
6.000,400.000000,400.750000,399.250000,59.876445,558.739062,-438.978056,-23.950578,-223.495625,175.591223,-3.596183,-33.557902,26.365048
6.200,400.000000,400.775000,399.225000,61.871857,560.723273,-436.971115,-24.748743,-224.289309,174.788446,-3.716027,-33.677073,26.244511
6.400,400.000000,400.800000,399.200000,63.867222,562.707068,-434.963845,-25.546889,-225.082827,173.985538,-3.835869,-33.796220,26.123955
6.600,400.000000,400.825000,399.175000,65.862540,564.690447,-432.956248,-26.345016,-225.876179,173.182499,-3.955708,-33.915342,26.003378
6.800,400.000000,400.850000,399.150000,67.857809,566.673407,-430.948324,-27.143123,-226.669363,172.379330,-4.075544,-34.034439,25.882782
7.000,400.000000,400.875000,399.125000,69.853027,568.655948,-428.940076,-27.941211,-227.462379,171.576031,-4.195377,-34.153510,25.762167
7.200,400.000000,400.900000,399.100000,71.848192,570.638068,-426.931505,-28.739277,-228.255227,170.772602,-4.315207,-34.272557,25.641532
7.400,400.000000,400.925000,399.075000,73.843305,572.619766,-424.922613,-29.537322,-229.047906,169.969045,-4.435033,-34.391578,25.520878
7.600,400.000000,400.950000,399.050000,75.838362,574.601040,-422.913400,-30.335345,-229.840416,169.165360,-4.554857,-34.510573,25.400204
7.800,400.000000,400.975000,399.025000,77.833362,576.581889,-420.903868,-31.133345,-230.632756,168.361547,-4.674676,-34.629543,25.279512
8.000,400.000000,401.000000,399.000000,79.828304,578.562312,-418.894020,-31.931322,-231.424925,167.557608,-4.794493,-34.748487,25.158800
8.200,400.000000,401.025000,398.975000,81.823187,580.542307,-416.883855,-32.729275,-232.216923,166.753542,-4.914306,-34.867406,25.038069
8.400,400.000000,401.050000,398.950000,83.818009,582.521873,-414.873376,-33.527203,-233.008749,165.949350,-5.034115,-34.986299,24.917320
8.600,400.000000,401.075000,398.925000,85.812768,584.501009,-412.862584,-34.325107,-233.800404,165.145033,-5.153920,-35.105166,24.796552
8.800,400.000000,401.100000,398.900000,87.807463,586.479713,-410.851480,-35.122985,-234.591885,164.340592,-5.273721,-35.224007,24.675765
9.000,400.000000,401.125000,398.875000,89.802092,588.457985,-408.840066,-35.920837,-235.383194,163.536027,-5.393519,-35.342822,24.554959
9.200,400.000000,401.150000,398.850000,91.796655,590.435822,-406.828344,-36.718662,-236.174329,162.731338,-5.513313,-35.461611,24.434135
9.400,400.000000,401.175000,398.825000,93.791149,592.413223,-404.816315,-37.516459,-236.965289,161.926526,-5.633102,-35.580374,24.313292
9.600,400.000000,401.200000,398.800000,95.785573,594.390187,-402.803980,-38.314229,-237.756075,161.121592,-5.752887,-35.699110,24.192431
9.800,400.000000,401.225000,398.775000,97.779925,596.366713,-400.791341,-39.111970,-238.546685,160.316536,-5.872668,-35.817821,24.071552
10.000,400.000000,401.250000,398.750000,99.774205,598.342799,-398.778399,-39.909682,-239.337120,159.511359,-5.992445,-35.936504,23.950655
10.200,400.000000,401.275000,398.725000,101.768410,600.318445,-396.765155,-40.707364,-240.127378,158.706062,-6.112217,-36.055162,23.829739
10.400,400.000000,401.300000,398.700000,103.762539,602.293648,-394.751612,-41.505016,-240.917459,157.900645,-6.231984,-36.173793,23.708806
10.600,400.000000,401.325000,398.675000,105.756590,604.268407,-392.737771,-42.302636,-241.707363,157.095108,-6.351747,-36.292397,23.587854
10.800,400.000000,401.350000,398.650000,107.750563,606.242722,-390.723632,-43.100225,-242.497089,156.289453,-6.471505,-36.410974,23.466885
11.000,400.000000,401.375000,398.625000,109.744456,608.216590,-388.709199,-43.897782,-243.286636,155.483679,-6.591259,-36.529525,23.345898
11.200,400.000000,401.400000,398.600000,111.738266,610.190011,-386.694471,-44.695307,-244.076004,154.677788,-6.711007,-36.648049,23.224893
11.400,400.000000,401.425000,398.575000,113.731994,612.162982,-384.679450,-45.492797,-244.865193,153.871780,-6.830750,-36.766545,23.103871
11.600,400.000000,401.450000,398.550000,115.725636,614.135504,-382.664139,-46.290254,-245.654202,153.065656,-6.950489,-36.885015,22.982831
11.800,400.000000,401.475000,398.525000,117.719192,616.107574,-380.648538,-47.087677,-246.443030,152.259415,-7.070222,-37.003458,22.861774
12.000,400.000000,401.500000,398.500000,119.712660,618.079191,-378.632649,-47.885064,-247.231676,151.453060,-7.189950,-37.121873,22.740700
12.200,400.000000,401.525000,398.475000,121.706039,620.050354,-376.616473,-48.682416,-248.020142,150.646589,-7.309672,-37.240262,22.619608
12.400,400.000000,401.550000,398.450000,123.699328,622.021062,-374.600012,-49.479731,-248.808425,149.840005,-7.429389,-37.358622,22.498499
12.600,400.000000,401.575000,398.425000,125.692524,623.991313,-372.583268,-50.277009,-249.596525,149.033307,-7.549101,-37.476956,22.377373
12.800,400.000000,401.600000,398.400000,127.685626,625.961106,-370.566241,-51.074250,-250.384442,148.226496,-7.668806,-37.595262,22.256231
13.000,400.000000,401.625000,398.375000,129.678633,627.930439,-368.548933,-51.871453,-251.172176,147.419573,-7.788506,-37.713540,22.135071
13.200,400.000000,401.650000,398.350000,131.671544,629.899312,-366.531347,-52.668617,-251.959725,146.612539,-7.908201,-37.831791,22.013895
13.400,400.000000,401.675000,398.325000,133.664356,631.867723,-364.513482,-53.465742,-252.747089,145.805393,-8.027889,-37.950013,21.892702
13.600,400.000000,401.700000,398.300000,135.657068,633.835670,-362.495341,-54.262827,-253.534268,144.998136,-8.147572,-38.068208,21.771492
13.800,400.000000,401.725000,398.275000,137.649680,635.803153,-360.476925,-55.059872,-254.321261,144.190770,-8.267248,-38.186376,21.650266
14.000,400.000000,401.750000,398.250000,139.642189,637.770170,-358.458236,-55.856876,-255.108068,143.383295,-8.386918,-38.304515,21.529023
14.200,400.000000,401.775000,398.225000,141.634594,639.736720,-356.439276,-56.653838,-255.894688,142.575710,-8.506582,-38.422626,21.407764
14.400,400.000000,401.800000,398.200000,143.626893,641.702802,-354.420044,-57.450757,-256.681121,141.768018,-8.626240,-38.540709,21.286489
14.600,400.000000,401.825000,398.175000,145.619085,643.668414,-352.400544,-58.247634,-257.467366,140.960218,-8.745891,-38.658764,21.165198
14.800,400.000000,401.850000,398.150000,147.611169,645.633555,-350.380776,-59.044468,-258.253422,140.152311,-8.865536,-38.776790,21.043890
15.000,400.000000,401.875000,398.125000,149.603143,647.598223,-348.360743,-59.841257,-259.039289,139.344297,-8.985174,-38.894788,20.922567
15.200,400.000000,401.900000,398.100000,151.595005,649.562418,-346.340445,-60.638002,-259.824967,138.536178,-9.104805,-39.012758,20.801228
15.400,400.000000,401.925000,398.075000,153.586755,651.526138,-344.319884,-61.434702,-260.610455,137.727954,-9.224430,-39.130699,20.679873
15.600,400.000000,401.950000,398.050000,155.578390,653.489382,-342.299062,-62.231356,-261.395753,136.919625,-9.344047,-39.248612,20.558502
15.800,400.000000,401.975000,398.025000,157.569909,655.452148,-340.277979,-63.027964,-262.180859,136.111192,-9.463658,-39.366495,20.437116
16.000,400.000000,402.000000,398.000000,159.561311,657.414436,-338.256638,-63.824524,-262.965774,135.302655,-9.583262,-39.484351,20.315714
16.200,400.000000,402.025000,397.975000,161.552594,659.376244,-336.235041,-64.621038,-263.750498,134.494016,-9.702858,-39.602177,20.194297
16.400,400.000000,402.050000,397.950000,163.543756,661.337570,-334.213187,-65.417503,-264.535028,133.685275,-9.822448,-39.719974,20.072864
16.600,400.000000,402.075000,397.925000,165.534797,663.298414,-332.191080,-66.213919,-265.319366,132.876432,-9.942030,-39.837743,19.951416
16.800,400.000000,402.100000,397.900000,167.525715,665.258775,-330.168720,-67.010286,-266.103510,132.067488,-10.061605,-39.955482,19.829953
17.000,400.000000,402.125000,397.875000,169.516508,667.218650,-328.146109,-67.806603,-266.887460,131.258444,-10.181172,-40.073192,19.708475
17.200,400.000000,402.150000,397.850000,171.507175,669.178038,-326.123249,-68.602870,-267.671215,130.449300,-10.300731,-40.190873,19.586982
17.400,400.000000,402.175000,397.825000,173.497714,671.136939,-324.100140,-69.399086,-268.454776,129.640056,-10.420283,-40.308525,19.465474
17.600,400.000000,402.200000,397.800000,175.488124,673.095352,-322.076786,-70.195250,-269.238141,128.830714,-10.539827,-40.426147,19.343951
17.800,400.000000,402.225000,397.775000,177.478403,675.053274,-320.053186,-70.991361,-270.021309,128.021274,-10.659364,-40.543740,19.222414
18.000,400.000000,402.250000,397.750000,179.468550,677.010704,-318.029342,-71.787420,-270.804282,127.211737,-10.778892,-40.661304,19.100861
18.200,400.000000,402.275000,397.725000,181.458564,678.967642,-316.005257,-72.583426,-271.587057,126.402103,-10.898412,-40.778837,18.979295
18.400,400.000000,402.300000,397.700000,183.448443,680.924086,-313.980931,-73.379377,-272.369635,125.592372,-11.017925,-40.896342,18.857714
18.600,400.000000,402.325000,397.675000,185.438185,682.880035,-311.956366,-74.175274,-273.152014,124.782546,-11.137429,-41.013816,18.736118
18.800,400.000000,402.350000,397.650000,187.427790,684.835488,-309.931563,-74.971116,-273.934195,123.972625,-11.256924,-41.131261,18.614508
19.000,400.000000,402.375000,397.625000,189.417254,686.790442,-307.906525,-75.766902,-274.716177,123.162610,-11.376412,-41.248675,18.492884
19.200,400.000000,402.400000,397.600000,191.406579,688.744898,-305.881252,-76.562631,-275.497959,122.352501,-11.495891,-41.366060,18.371246
19.400,400.000000,402.425000,397.575000,193.395760,690.698854,-303.855746,-77.358304,-276.279542,121.542298,-11.615361,-41.483415,18.249594
19.600,400.000000,402.450000,397.550000,195.384798,692.652308,-301.830008,-78.153919,-277.060923,120.732003,-11.734823,-41.600739,18.127928
19.800,400.000000,402.475000,397.525000,197.373691,694.605260,-299.804041,-78.949476,-277.842104,119.921616,-11.854276,-41.718034,18.006249
20.000,400.000000,402.500000,397.500000,199.362437,696.557707,-297.777845,-79.744975,-278.623083,119.111138,-11.973720,-41.835298,17.884555
20.200,400.000000,402.525000,397.475000,201.351034,698.509650,-295.751422,-80.540414,-279.403860,118.300569,-12.093155,-41.952532,17.762848
20.400,400.000000,402.550000,397.450000,203.339482,700.461086,-293.724773,-81.335793,-280.184434,117.489909,-12.212582,-42.069735,17.641128
20.600,400.000000,402.575000,397.425000,205.327779,702.412014,-291.697901,-82.131112,-280.964806,116.679160,-12.331999,-42.186908,17.519393
20.800,400.000000,402.600000,397.400000,207.315924,704.362433,-289.670806,-82.926369,-281.744973,115.868323,-12.451407,-42.304050,17.397646
21.000,400.000000,402.625000,397.375000,209.303914,706.312343,-287.643491,-83.721566,-282.524937,115.057396,-12.570806,-42.421162,17.275885
21.200,400.000000,402.650000,397.350000,211.291749,708.261741,-285.615956,-84.516699,-283.304696,114.246382,-12.690195,-42.538243,17.154111
21.400,400.000000,402.675000,397.325000,213.279426,710.210626,-283.588203,-85.311771,-284.084251,113.435281,-12.809575,-42.655293,17.032324
21.600,400.000000,402.700000,397.300000,215.266946,712.158998,-281.560233,-86.106778,-284.863599,112.624093,-12.928946,-42.772312,16.910525
21.800,400.000000,402.725000,397.275000,217.254305,714.106854,-279.532049,-86.901722,-285.642742,111.812820,-13.048307,-42.889301,16.788712
22.000,400.000000,402.750000,397.250000,219.241503,716.054195,-277.503652,-87.696601,-286.421678,111.001461,-13.167658,-43.006258,16.666886
22.200,400.000000,402.775000,397.225000,221.228539,718.001018,-275.475043,-88.491415,-287.200407,110.190017,-13.286999,-43.123184,16.545048
22.400,400.000000,402.800000,397.200000,223.215410,719.947322,-273.446223,-89.286164,-287.978929,109.378489,-13.406331,-43.240079,16.423197
22.600,400.000000,402.825000,397.175000,225.202115,721.893106,-271.417195,-90.080846,-288.757242,108.566878,-13.525653,-43.356943,16.301333
22.800,400.000000,402.850000,397.150000,227.188653,723.838369,-269.387959,-90.875461,-289.535347,107.755184,-13.644964,-43.473776,16.179457
23.000,400.000000,402.875000,397.125000,229.175022,725.783109,-267.358518,-91.670009,-290.313244,106.943407,-13.764266,-43.590577,16.057569
23.200,400.000000,402.900000,397.100000,231.161222,727.727326,-265.328872,-92.464489,-291.090931,106.131549,-13.883557,-43.707347,15.935668
23.400,400.000000,402.925000,397.075000,233.147250,729.671019,-263.299024,-93.258900,-291.868407,105.319610,-14.002838,-43.824085,15.813755
23.600,400.000000,402.950000,397.050000,235.133105,731.614185,-261.268975,-94.053242,-292.645674,104.507590,-14.122108,-43.940792,15.691830
23.800,400.000000,402.975000,397.025000,237.118785,733.556824,-259.238726,-94.847514,-293.422729,103.695490,-14.241368,-44.057467,15.569893
24.000,400.000000,403.000000,397.000000,239.104289,735.498934,-257.208278,-95.641716,-294.199574,102.883311,-14.360618,-44.174110,15.447945
24.200,400.000000,403.025000,396.975000,241.089617,737.440515,-255.177635,-96.435847,-294.976206,102.071054,-14.479857,-44.290722,15.325984
24.400,400.000000,403.050000,396.950000,243.074765,739.381565,-253.146796,-97.229906,-295.752626,101.258718,-14.599085,-44.407301,15.204012
24.600,400.000000,403.075000,396.925000,245.059733,741.322083,-251.115764,-98.023893,-296.528833,100.446305,-14.718302,-44.523849,15.082028
24.800,400.000000,403.100000,396.900000,247.044519,743.262068,-249.084539,-98.817808,-297.304827,99.633816,-14.837509,-44.640364,14.960032
25.000,400.000000,403.125000,396.875000,249.029123,745.201518,-247.053125,-99.611649,-298.080607,98.821250,-14.956704,-44.756848,14.838025
25.200,400.000000,403.150000,396.850000,251.013541,747.140433,-245.021521,-100.405416,-298.856173,98.008608,-15.075888,-44.873299,14.716007
25.400,400.000000,403.175000,396.825000,252.997774,749.078811,-242.989730,-101.199109,-299.631524,97.195892,-15.195061,-44.989718,14.593978
25.600,400.000000,403.200000,396.800000,254.981819,751.016650,-240.957753,-101.992727,-300.406660,96.383101,-15.314223,-45.106105,14.471937
25.800,400.000000,403.225000,396.775000,256.965675,752.953951,-238.925591,-102.786270,-301.181580,95.570237,-15.433374,-45.222460,14.349885
26.000,400.000000,403.250000,396.750000,258.949341,754.890711,-236.893247,-103.579736,-301.956284,94.757299,-15.552513,-45.338781,14.227823
26.200,400.000000,403.275000,396.725000,260.932814,756.826929,-234.860722,-104.373126,-302.730772,93.944289,-15.671641,-45.455071,14.105749
26.400,400.000000,403.300000,396.700000,262.916095,758.762605,-232.828017,-105.166438,-303.505042,93.131207,-15.790756,-45.571328,13.983665
26.600,400.000000,403.325000,396.675000,264.899181,760.697737,-230.795133,-105.959672,-304.279095,92.318053,-15.909861,-45.687552,13.861570
26.800,400.000000,403.350000,396.650000,266.882071,762.632323,-228.762073,-106.752828,-305.052929,91.504829,-16.028953,-45.803743,13.739464
27.000,400.000000,403.375000,396.625000,268.864763,764.566364,-226.728838,-107.545905,-305.826545,90.691535,-16.148034,-45.919902,13.617348
27.200,400.000000,403.400000,396.600000,270.847256,766.499856,-224.695429,-108.338902,-306.599943,89.878172,-16.267102,-46.036027,13.495221
27.400,400.000000,403.425000,396.575000,272.829548,768.432800,-222.661848,-109.131819,-307.373120,89.064739,-16.386159,-46.152120,13.373084
27.600,400.000000,403.450000,396.550000,274.811639,770.365194,-220.628097,-109.924656,-308.146078,88.251239,-16.505204,-46.268180,13.250937
27.800,400.000000,403.475000,396.525000,276.793526,772.297037,-218.594176,-110.717410,-308.918815,87.437670,-16.624236,-46.384206,13.128779
28.000,400.000000,403.500000,396.500000,278.775208,774.228328,-216.560088,-111.510083,-309.691331,86.624035,-16.743256,-46.500200,13.006612
28.200,400.000000,403.525000,396.475000,280.756685,776.159066,-214.525834,-112.302674,-310.463626,85.810334,-16.862263,-46.616160,12.884435
28.400,400.000000,403.550000,396.450000,282.737953,778.089249,-212.491416,-113.095181,-311.235699,84.996567,-16.981258,-46.732087,12.762247
28.600,400.000000,403.575000,396.425000,284.719012,780.018876,-210.456835,-113.887605,-312.007550,84.182734,-17.100241,-46.847981,12.640050
28.800,400.000000,403.600000,396.400000,286.699861,781.947946,-208.422093,-114.679945,-312.779178,83.368837,-17.219211,-46.963841,12.517843
29.000,400.000000,403.625000,396.375000,288.680498,783.876458,-206.387191,-115.472199,-313.550583,82.554876,-17.338168,-47.079667,12.395627
29.200,400.000000,403.650000,396.350000,290.660921,785.804411,-204.352131,-116.264369,-314.321765,81.740852,-17.457112,-47.195460,12.273401
29.400,400.000000,403.675000,396.325000,292.641130,787.731804,-202.316914,-117.056452,-315.092722,80.926766,-17.576044,-47.311219,12.151166
29.600,400.000000,403.700000,396.300000,294.621122,789.658635,-200.281542,-117.848449,-315.863454,80.112617,-17.694962,-47.426945,12.028921
29.800,400.000000,403.725000,396.275000,296.600897,791.584904,-198.246016,-118.640359,-316.633961,79.298407,-17.813868,-47.542637,11.906668
30.000,400.000000,403.750000,396.250000,298.580452,793.510608,-196.210339,-119.432181,-317.404243,78.484135,-17.932760,-47.658295,11.784405
30.200,400.000000,403.775000,396.225000,300.559787,795.435748,-194.174511,-120.223915,-318.174299,77.669804,-18.051639,-47.773919,11.662133
30.400,400.000000,403.800000,396.200000,302.538900,797.360321,-192.138534,-121.015560,-318.944129,76.855413,-18.170504,-47.889509,11.539852
30.600,400.000000,403.825000,396.175000,304.517789,799.284328,-190.102409,-121.807116,-319.713731,76.040964,-18.289357,-48.005065,11.417562
30.800,400.000000,403.850000,396.150000,306.496453,801.207766,-188.066139,-122.598581,-320.483106,75.226456,-18.408195,-48.120587,11.295264
31.000,400.000000,403.875000,396.125000,308.474891,803.130634,-186.029725,-123.389957,-321.252254,74.411890,-18.527021,-48.236074,11.172956
31.200,400.000000,403.900000,396.100000,310.453102,805.052931,-183.993167,-124.181241,-322.021173,73.597267,-18.645832,-48.351527,11.050641
31.400,400.000000,403.925000,396.075000,312.431083,806.974657,-181.956469,-124.972433,-322.789863,72.782588,-18.764630,-48.466946,10.928316
31.600,400.000000,403.950000,396.050000,314.408834,808.895810,-179.919631,-125.763534,-323.558324,71.967852,-18.883413,-48.582331,10.805984
31.800,400.000000,403.975000,396.025000,316.386352,810.816388,-177.882655,-126.554541,-324.326555,71.153062,-19.002183,-48.697681,10.683643
32.000,400.000000,404.000000,396.000000,318.363638,812.736392,-175.845542,-127.345455,-325.094557,70.338217,-19.120939,-48.812996,10.561294
32.200,400.000000,404.025000,395.975000,320.340688,814.655819,-173.808294,-128.136275,-325.862327,69.523318,-19.239681,-48.928277,10.438937
32.400,400.000000,404.050000,395.950000,322.317502,816.574668,-171.770913,-128.927001,-326.629867,68.708365,-19.358409,-49.043524,10.316571
32.600,400.000000,404.075000,395.925000,324.294079,818.492939,-169.733400,-129.717632,-327.397175,67.893360,-19.477122,-49.158735,10.194198
