band,frequency_mhz,wavelength_m,altitude_km,depth_km,look_angle_deg,doppler_edge_hz,min_prf_hz,max_prf_hz,two_way_us,listen_window_us,usable
VHF,60.0,4.996540966666666,25.0,12.25,57.71500495670126,1556.6160855719195,3891.5402139297985,1896.6358155204687,312.2493495149902,527.2493495149902,False
VHF,60.0,4.996540966666666,25.0,12.5,58.055298672243254,1562.4297342837863,3906.0743357094657,1886.0164461599547,315.2180699622537,530.2180699622537,False
VHF,60.0,4.996540966666666,25.0,12.75,58.38802161413263,1568.0607554016603,3920.151888504151,1875.5153315631546,318.18679040951724,533.1867904095172,False
VHF,60.0,4.996540966666666,25.0,13.0,58.713440759671045,1573.5170175926278,3933.7925439815695,1865.1305073820688,321.15551085678084,536.1555108567809,False
VHF,60.0,4.996540966666666,25.0,13.25,59.031809856583216,1578.8059525204583,3947.0148813011456,1854.8600525359068,324.1242313040444,539.1242313040443,False
VHF,60.0,4.996540966666666,25.0,13.5,59.34337028117568,1583.9345849109445,3959.8364622773615,1844.7020880263403,327.0929517513079,542.092951751308,False
VHF,60.0,4.996540966666666,25.0,13.75,59.648351827147124,1588.9095601276226,3972.2739003190563,1834.6547757914811,330.0616721985715,545.0616721985715,False
VHF,60.0,4.996540966666666,25.0,14.0,59.94697343177461,1593.7371695003567,3984.3429237508917,1824.7163175970984,333.03039264583504,548.030392645835,False
VHF,60.0,4.996540966666666,25.0,14.25,60.239443845441,1598.4233736220356,3996.058434055089,1814.884953963686,335.9991130930986,550.9991130930986,False
VHF,60.0,4.996540966666666,25.0,14.5,60.52596224980551,1602.9738238048549,4007.434559512137,1805.1589631280278,338.9678335403621,553.9678335403621,False
VHF,60.0,4.996540966666666,25.0,14.75,60.80671882934229,1607.3938818668598,4018.4847046671493,1795.5366600379737,341.93655398762564,556.9365539876256,False
VHF,60.0,4.996540966666666,25.0,15.0,61.08189530046446,1611.6886384011957,4029.2215960029894,1786.0163953791955,344.9052744348892,559.9052744348892,False
VHF,60.0,4.996540966666666,25.0,15.25,61.35166540200674,1615.8629296644788,4039.657324161197,1776.5965546327413,347.8739948821528,562.8739948821528,False
