band,frequency_mhz,wavelength_m,altitude_km,depth_km,look_angle_deg,doppler_edge_hz,min_prf_hz,max_prf_hz,two_way_us,listen_window_us,usable
VHF,60.0,4.996540966666666,25.0,15.5,61.61619535044849,1619.921353206589,4049.8033830164723,1767.2755571622597,350.8427153294163,565.8427153294163,False
VHF,60.0,4.996540966666666,25.0,15.75,61.875644262914236,1623.8682823517163,4059.670705879291,1758.051855329801,353.81143577667984,568.8114357766799,False
VHF,60.0,4.996540966666666,25.0,16.0,62.13016455068367,1627.7078796294797,4069.2696990736995,1748.923933639173,356.78015622394344,571.7801562239434,False
VHF,60.0,4.996540966666666,25.0,16.25,62.37990228567296,1631.44410924515,4078.610273112875,1739.8903079058366,359.748876671207,574.748876671207,False
VHF,60.0,4.996540966666666,25.0,16.5,62.62499754211039,1635.0807486693504,4087.701871673376,1730.9495244524005,362.7175971184705,577.7175971184705,False
VHF,60.0,4.996540966666666,25.0,16.75,62.86558471541537,1638.6213994198674,4096.553498549669,1722.1001593287917,365.68631756573404,580.686317565734,False
VHF,60.0,4.996540966666666,25.0,17.0,63.10179282010112,1642.0694971013463,4105.173742753366,1713.3408175562267,368.65503801299764,583.6550380129977,False
VHF,60.0,4.996540966666666,25.0,17.25,63.33374576835124,1645.4283207624737,4113.570801906184,1704.6701323941377,371.6237584602612,586.6237584602611,False
VHF,60.0,4.996540966666666,25.0,17.5,63.56156263076983,1648.7010016247918,4121.752504061979,1696.086764629245,374.5924789075247,589.5924789075248,False
VHF,60.0,4.996540966666666,25.0,17.75,63.78535788066846,1651.890531232322,4129.726328080805,1687.5894018860033,377.5611993547883,592.5611993547883,False
VHF,60.0,4.996540966666666,25.0,18.0,64.00524162313297,1654.9997690668079,4137.49942266702,1679.176757957669,380.52991980205184,595.5299198020518,False
VHF,60.0,4.996540966666666,25.0,18.25,64.2213198100023,1658.0314496693723,4145.07862417343,1670.8475721572768,383.4986402493154,598.4986402493154,False
VHF,60.0,4.996540966666666,25.0,18.5,64.43369444179493,1660.9881893058543,4152.470473264636,1662.6006086878388,386.46736069657896,601.4673606965789,False
VHF,60.0,4.996540966666666,25.0,18.75,64.64246375752893,1663.8724922098372,4159.681230524593,1654.4346560311012,389.4360811438425,604.4360811438426,False
VHF,60.0,4.996540966666666,25.0,19.0,64.84772241330234,1666.6867564345055,4166.716891086264,1646.3485263542286,392.40480159110604,607.404801591106,False
VHF,60.0,4.996540966666666,25.0,19.25,65.04956165042753,1669.4332793418182,4173.583198354546,1638.3410549337975,395.37352203836963,610.3735220383696,False
VHF,60.0,4.996540966666666,25.0,19.5,65.24806945384974,1672.1142627551362,4180.285656887841,1630.4110995965257,398.34224248563316,613.3422424856332,False
VHF,60.0,4.996540966666666,25.0,19.75,65.44333070151794,1674.7318177992593,4186.829544498149,1622.5575401761578,401.3109629328967,616.3109629328967,False
VHF,60.0,4.996540966666666,25.0,20.0,65.63542730532548,1677.2879694499127,4193.219923624782,1614.7792779859774,404.2796833801603,619.2796833801603,False
VHF,60.0,4.996540966666666,25.0,20.25,65.82443834418686,1679.784660812917,4199.4616520322925,1607.0752353064179,407.24840382742383,622.2484038274238,False
VHF,60.0,4.996540966666666,25.0,20.5,66.01044018977404,1682.2237571516887,4205.559392879221,1599.4443548872675,410.21712427468736,625.2171242746874,False
VHF,60.0,4.996540966666666,25.0,20.75,66.19350662539426,1684.6070496802356,4211.517624200589,1591.8855994639966,413.18584472195096,628.185844721951,False
VHF,60.0,4.996540966666666,25.0,21.0,66.3737089584552,1686.9362591374806,4217.340647843702,1584.3979512877277,416.1545651692145,631.1545651692145,False
VHF,60.0,4.996540966666666,25.0,21.25,66.5511161269293,1689.213039157531,4223.032597893827,1576.9804116684127,419.12328561647803,634.123285616478,False
VHF,60.0,4.996540966666666,25.0,21.5,66.72579480019851,1691.4389794493868,4228.597448623467,1569.6320005307823,422.0920060637416,637.0920060637416,False
VHF,60.0,4.996540966666666,25.0,21.75,66.89780947463211,1693.6156087985723,4234.039021996431,1562.3517559826505,425.06072651100516,640.0607265110052,False
VHF,60.0,4.996540966666666,25.0,22.0,67.06722256422545,1695.7443979022412,4239.360994755603,1555.1387338951802,428.02944695826875,643.0294469582687,False
VHF,60.0,4.996540966666666,25.0,22.25,67.23409448660249,1697.8267620484453,4244.566905121113,1547.99200749472,430.9981674055323,645.9981674055323,False
VHF,60.0,4.996540966666666,25.0,22.5,67.39848374466489,1699.8640636494852,4249.660159123713,1540.9106669658445,433.9668878527958,648.9668878527958,False
VHF,60.0,4.996540966666666,25.0,22.75,67.56044700414895,1701.8576146385346,4254.644036596336,1533.8938190652425,436.93560830005936,651.9356083000594,False
VHF,60.0,4.996540966666666,25.0,23.0,67.72003916733463,1703.8086787380737,4259.521696845184,1526.940586746103,439.9043287473229,654.9043287473229,False
VHF,60.0,4.996540966666666,25.0,23.25,67.87731344313312,1705.7184736080574,4264.296184020143,1520.050108792675,442.8730491945865,657.8730491945864,False
VHF,60.0,4.996540966666666,25.0,23.5,68.03232141376473,1707.588172881196,4268.97043220299,1513.2215394646742,445.84176964185,660.8417696418501,False
VHF,60.0,4.996540966666666,25.0,23.75,68.18511309822361,1709.4189080921929,4273.547270230482,1506.4540481512345,448.81049008911356,663.8104900891135,False
VHF,60.0,4.996540966666666,25.0,24.0,68.33573701271365,1711.2117705073335,4278.029426268334,1499.7468190340999,451.77921053637715,666.7792105363771,False
VHF,60.0,4.996540966666666,25.0,24.25,68.48424022822668,1712.9678128603657,4282.419532150914,1493.0990507597792,454.7479309836407,669.7479309836407,False
VHF,60.0,4.996540966666666,25.0,24.5,68.63066842542362,1714.6880510002095,4286.720127500524,1486.5099561203765,457.7166514309042,672.7166514309042,False
VHF,60.0,4.996540966666666,25.0,24.75,68.77506594696843,1716.3734654556788,4290.933663639197,1479.978761742838,460.6853718781678,675.6853718781679,False
VHF,60.0,4.996540966666666,25.0,25.0,68.91747584745494,1718.0250029220242,4295.0625073050605,1473.5047077863571,463.65409232543135,678.6540923254313,False
VHF,60.0,4.996540966666666,25.0,25.25,69.05793994105797,1719.643577673817,4299.108944184542,1467.0870476476794,466.6228127726949,681.6228127726949,False
VHF,60.0,4.996540966666666,25.0,25.5,69.19649884703183,1721.2300729083777,4303.075182270944,1460.7250476740867,469.5915332199585,684.5915332199585,False
VHF,60.0,4.996540966666666,25.0,25.75,69.33319203317129,1722.7853420236918,4306.96335505923,1454.417986883806,472.560253667222,687.560253667222,False
VHF,60.0,4.996540966666666,25.0,26.0,69.46805785734298,1724.31020983449,4310.775524586225,1448.1651566936364,475.52897411448555,690.5289741144855,False
VHF,60.0,4.996540966666666,25.0,26.25,69.6011336071895,1725.8054737299535,4314.513684324884,1441.9658606535713,478.49769456174914,693.4976945617491,False
VHF,60.0,4.996540966666666,25.0,26.5,69.73245553810027,1727.2719047762623,4318.179761940656,1435.8194141882052,481.4664150090127,696.4664150090127,False
VHF,60.0,4.996540966666666,25.0,26.75,69.86205890954001,1728.710248767027,4321.775621917567,1429.7251443447296,484.4351354562762,699.4351354562762,False
VHF,60.0,4.996540966666666,25.0,27.0,69.98997801981776,1730.1212272244293,4325.303068061074,1423.6823895473158,487.4038559035398,702.4038559035398,False
VHF,60.0,4.996540966666666,25.0,27.25,70.1162462393768,1731.505538353751,4328.763845884378,1417.6904993577032,490.37257635080334,705.3725763508033,False
VHF,60.0,4.996540966666666,25.0,27.5,70.24089604267921,1732.8638579537787,4332.159644884447,1411.748834241806,493.34129679806694,708.3412967980669,False
VHF,60.0,4.996540966666666,25.0,27.75,70.36395903875521,1734.1968402854372,4335.492100713593,1405.8567653421653,496.3100172453304,711.3100172453304,False
VHF,60.0,4.996540966666666,25.0,28.0,70.48546600048428,1735.5051189008639,4338.7627972521595,1400.0136742560755,499.278737692594,714.278737692594,False
VHF,60.0,4.996540966666666,25.0,28.25,70.60544689266922,1736.7893074349877,4341.97326858747,1394.2189528192205,502.2474581398576,717.2474581398576,False
VHF,60.0,4.996540966666666,25.0,28.5,70.7239308989629,1738.0500003615746,4345.125000903937,1388.4720028946626,505.2161785871211,720.216178587121,False
VHF,60.0,4.996540966666666,25.0,28.75,70.84094644770265,1739.287773715567,4348.219434288918,1382.7722361670246,508.18489903438467,723.1848990343847,False
VHF,60.0,4.996540966666666,25.0,29.0,70.95652123670472,1740.503185783453,4351.257964458633,1377.119073941726,511.15361948164826,726.1536194816483,False
VHF,60.0,4.996540966666666,25.0,29.25,71.07068225706867,1741.696777763291,4354.241944408228,1371.5119469491203,514.1223399289117,729.1223399289117,False
VHF,60.0,4.996540966666666,25.0,29.5,71.1834558160378,1742.8690743959176,4357.1726859897935,1365.950295153397,517.0910603761753,732.0910603761753,False
VHF,60.0,4.996540966666666,25.0,29.75,71.29486755896038,1744.0205845687994,4360.051461421998,1360.4335675661182,520.0597808234389,735.0597808234389,False
VHF,60.0,4.996540966666666,25.0,30.0,71.40494249039328,1745.1518018938796,4362.879504734699,1354.961222064253,523.0285012707023,738.0285012707023,False
