timeS,altitudeFineKm,incidenceFineDeg,distanceFineKm,groundTrackFineKm,latFineDeg,lonFineDeg,rangeRateKmS,dopplerHz,aliasHz_prf_737_7,foldOrder_prf_737_7,aliasHz_prf_1000,foldOrder_prf_1000,aliasHz_prf_1500,foldOrder_prf_1500,aliasHz_prf_2200,foldOrder_prf_2200,aliasHz_prf_3000,foldOrder_prf_3000
-119,129.006,24.07,162.0945,-496.3585,-0.5355,183.158,3.33550000000002,-1335.12364744013,140.276352559867,-2,-335.123647440133,-1,164.876352559867,-1,864.876352559867,-1,-1335.12364744013,0
-118.5,128.37,24.1425,163.76225,-494.40025,-0.53575,183.23,3.33550000000002,-1335.12364744013,140.276352559867,-2,-335.123647440133,-1,164.876352559867,-1,864.876352559867,-1,-1335.12364744013,0
-118,127.734,24.215,165.43,-492.442,-0.536,183.302,3.36475000000002,-1346.83174718158,128.568252818415,-2,-346.831747181585,-1,153.168252818415,-1,853.168252818415,-1,-1346.83174718158,0
-117.5,127.108,24.28775,167.127,-490.4775,-0.53625,183.374,3.39400000000001,-1358.53984692304,116.860153076964,-2,-358.539846923036,-1,141.460153076964,-1,841.460153076964,-1,-1358.53984692304,0
-117,126.482,24.3605,168.824,-488.513,-0.5365,183.446,3.39400000000001,-1358.53984692304,116.860153076964,-2,-358.539846923036,-1,141.460153076964,-1,841.460153076964,-1,-1358.53984692304,0
-116.5,125.856,24.43325,170.521,-486.5485,-0.53675,183.518,3.39399999999998,-1358.53984692302,116.860153076975,-2,-358.539846923025,-1,141.460153076975,-1,841.460153076975,-1,-1358.53984692302,0
-116,125.23,24.506,172.218,-484.584,-0.537,183.59,3.42124999999999,-1369.44739283601,105.952607163992,-2,-369.447392836008,-1,130.552607163992,-1,830.552607163992,-1,-1369.44739283601,0
-115.5,124.6135,24.57875,173.94225,-482.61375,-0.53725,183.66225,3.4485,-1380.35493874899,95.045061251009,-2,-380.354938748991,-1,119.645061251009,-1,819.645061251009,-1,-1380.35493874899,0
-115,123.997,24.6515,175.6665,-480.6435,-0.5375,183.7345,3.4485,-1380.35493874899,95.045061251009,-2,-380.354938748991,-1,119.645061251009,-1,819.645061251009,-1,-1380.35493874899,0
-114.5,123.3805,24.72425,177.39075,-478.67325,-0.53775,183.80675,3.44850000000002,-1380.354938749,95.0450612509976,-2,-380.354938749002,-1,119.645061250998,-1,819.645061250998,-1,-1380.354938749,0
-114,122.764,24.797,179.115,-476.703,-0.538,183.879,3.47275000000002,-1390.06165391927,85.3383460807333,-2,-390.061653919267,-1,109.938346080733,-1,809.938346080733,-1,-1390.06165391927,0
-113.5,122.1575,24.87025,180.8635,-474.727,-0.53825,183.95175,3.49700000000001,-1399.76836908953,75.631630910469,-2,-399.768369089531,-1,100.231630910469,-1,800.231630910469,-1,-1399.76836908953,0
-113,121.551,24.9435,182.612,-472.751,-0.5385,184.0245,3.49699999999999,-1399.76836908952,75.6316309104803,-2,-399.76836908952,-1,100.23163091048,-1,800.23163091048,-1,-1399.76836908952,0
-112.5,120.9445,25.01675,184.3605,-470.775,-0.53875,184.09725,3.49699999999999,-1399.76836908952,75.6316309104803,-2,-399.76836908952,-1,100.23163091048,-1,800.23163091048,-1,-1399.76836908952,0
-112,120.338,25.09,186.109,-468.799,-0.539,184.17,3.51999999999998,-1408.97473811699,66.4252618830131,-2,-408.974738116987,-1,91.0252618830129,-1,791.025261883013,-1,-1408.97473811699,0
-111.5,119.74125,25.16325,187.8805,-466.8175,-0.53925,184.24275,3.54299999999998,-1418.18110714445,57.2188928555455,-2,-418.181107144455,-1,81.8188928555453,-1,781.818892855545,-1,-1418.18110714445,0
-111,119.1445,25.2365,189.652,-464.836,-0.5395,184.3155,3.54300000000003,-1418.18110714448,57.2188928555228,-2,-418.181107144477,-1,81.8188928555228,-1,781.818892855523,-1,-1418.18110714448,0
-110.5,118.54775,25.30975,191.4235,-462.8545,-0.53975,184.38825,3.54300000000001,-1418.18110714447,57.2188928555341,-2,-418.181107144466,-1,81.8188928555342,-1,781.818892855534,-1,-1418.18110714447,0
-110,117.951,25.383,193.195,-460.873,-0.54,184.461,3.5635,-1426.38678388634,49.0132161136602,-2,-426.38678388634,-1,73.6132161136602,-1,773.61321611366,-1,-1426.38678388634,0
-109.5,117.36425,25.4565,194.987,-458.8855,-0.54025,184.53375,3.584,-1434.59246062821,40.8075393717862,-2,-434.592460628214,-1,65.4075393717862,-1,765.407539371786,-1,-1434.59246062821,0
-109,116.7775,25.53,196.779,-456.898,-0.5405,184.6065,3.58399999999995,-1434.59246062819,40.807539371809,-2,-434.592460628191,-1,65.407539371809,-1,765.407539371809,-1,-1434.59246062819,0
-108.5,116.19075,25.6035,198.571,-454.9105,-0.54075,184.67925,3.584,-1434.59246062821,40.8075393717862,-2,-434.592460628214,-1,65.4075393717862,-1,765.407539371786,-1,-1434.59246062821,0
-108,115.604,25.677,200.363,-452.923,-0.541,184.752,3.60325,-1442.29779122729,33.1022087727091,-2,-442.297791227291,-1,57.7022087727091,-1,757.702208772709,-1,-1442.29779122729,0
-107.5,115.027,25.75075,202.17425,-450.93025,-0.54125,184.82525,3.6225,-1450.00312182637,25.396878173632,-2,-450.003121826368,-1,49.996878173632,-1,749.996878173632,-1,-1450.00312182637,0
-107,114.45,25.8245,203.9855,-448.9375,-0.5415,184.8985,3.62250000000006,-1450.00312182639,25.3968781736093,-2,-450.003121826391,-1,49.9968781736093,-1,749.996878173609,-1,-1450.00312182639,0
-106.5,113.873,25.89825,205.79675,-446.94475,-0.54175,184.97175,3.6225,-1450.00312182637,25.396878173632,-2,-450.003121826368,-1,49.996878173632,-1,749.996878173632,-1,-1450.00312182637,0
-106,113.296,25.972,207.608,-444.952,-0.542,185.045,3.64049999999997,-1457.20810628264,18.1918937173631,-2,-457.208106282637,-1,42.7918937173631,-1,742.791893717363,-1,-1457.20810628264,0
-105.5,112.72925,26.046,209.43725,-442.9535,-0.54225,185.1185,3.6585,-1464.41309073893,10.9869092610714,-2,-464.413090738929,-1,35.5869092610712,-1,735.586909261071,-1,-1464.41309073893,0
-105,112.1625,26.12,211.2665,-440.955,-0.5425,185.192,3.6585,-1464.41309073893,10.9869092610714,-2,-464.413090738929,-1,35.5869092610712,-1,735.586909261071,-1,-1464.41309073893,0
-104.5,111.59575,26.194,213.09575,-438.9565,-0.54275,185.2655,3.6585,-1464.41309073893,10.9869092610714,-2,-464.413090738929,-1,35.5869092610712,-1,735.586909261071,-1,-1464.41309073893,0
-104,111.029,26.268,214.925,-436.958,-0.543,185.339,3.67475000000002,-1470.9175905953,4.48240940470203,-2,-470.917590595298,-1,29.0824094047018,-1,729.082409404702,-1,-1470.9175905953,0
-103.5,110.472,26.342,216.7705,-434.95425,-0.54325,185.4125,3.69099999999997,-1477.42209045164,-2.02209045164466,-2,-477.422090451645,-1,22.5779095483551,-1,722.577909548355,-1,-1477.42209045164,0
-103,109.915,26.416,218.616,-432.9505,-0.5435,185.486,3.69099999999997,-1477.42209045164,-2.02209045164466,-2,-477.422090451645,-1,22.5779095483551,-1,722.577909548355,-1,-1477.42209045164,0
-102.5,109.358,26.49,220.4615,-430.94675,-0.54375,185.5595,3.691,-1477.42209045166,-2.02209045165603,-2,-477.422090451656,-1,22.5779095483438,-1,722.577909548344,-1,-1477.42209045166,0
-102,108.801,26.564,222.307,-428.943,-0.544,185.633,3.70675,-1483.7264518509,-8.32645185090007,-2,-483.7264518509,-1,16.2735481491,-1,716.2735481491,-1,-1483.7264518509,0
-101.5,108.25425,26.63825,224.16825,-426.93375,-0.54425,185.70675,3.7225,-1490.03081325014,-14.6308132501437,-2,-490.030813250144,-1,9.96918674985614,-1,709.969186749856,-1,-1490.03081325014,0
-101,107.7075,26.7125,226.0295,-424.9245,-0.5445,185.7805,3.72250000000003,-1490.03081325016,-14.630813250155,-2,-490.030813250155,-1,9.96918674984477,-1,709.969186749845,-1,-1490.03081325016,0
-100.5,107.16075,26.78675,227.89075,-422.91525,-0.54475,185.85425,3.72250000000003,-1490.03081325016,-14.630813250155,-2,-490.030813250155,-1,9.96918674984477,-1,709.969186749845,-1,-1490.03081325016,0
-100,106.614,26.861,229.752,-420.906,-0.545,185.928,3.73699999999999,-1495.83482850659,-20.4348285065909,-2,-495.834828506591,-1,4.16517149340893,-1,704.165171493409,-1,-1495.83482850659,0
-99.5,106.07725,26.9355,231.62775,-418.8915,-0.54525,186.002,3.75149999999999,-1501.63884376304,-26.2388437630381,-2,498.361156236962,-2,-1.63884376303804,-1,698.361156236962,-1,1498.36115623696,-1
-99,105.5405,27.01,233.5035,-416.877,-0.5455,186.076,3.75149999999999,-1501.63884376304,-26.2388437630381,-2,498.361156236962,-2,-1.63884376303804,-1,698.361156236962,-1,1498.36115623696,-1
-98.5,105.00375,27.0845,235.37925,-414.8625,-0.54575,186.15,3.75149999999999,-1501.63884376304,-26.2388437630381,-2,498.361156236962,-2,-1.63884376303804,-1,698.361156236962,-1,1498.36115623696,-1
-98,104.467,27.159,237.255,-412.848,-0.546,186.224,3.76524999999998,-1507.1426513338,-31.7426513338024,-2,492.857348666197,-2,-7.14265133380263,-1,692.857348666197,-1,1492.8573486662,-1
-97.5,103.9405,27.23375,239.1445,-410.8285,-0.54625,186.298,3.779,-1512.64645890458,-37.2464589045786,-2,487.353541095421,-2,-12.6464589045786,-1,687.353541095421,-1,1487.35354109542,-1
-97,103.414,27.3085,241.034,-408.809,-0.5465,186.372,3.779,-1512.64645890458,-37.2464589045786,-2,487.353541095421,-2,-12.6464589045786,-1,687.353541095421,-1,1487.35354109542,-1
-96.5,102.8875,27.38325,242.9235,-406.7895,-0.54675,186.446,3.779,-1512.64645890458,-37.2464589045786,-2,487.353541095421,-2,-12.6464589045786,-1,687.353541095421,-1,1487.35354109542,-1
-96,102.361,27.458,244.813,-404.77,-0.547,186.52,3.79149999999998,-1517.64992033255,-42.2499203325461,-2,482.350079667454,-2,-17.6499203325463,-1,682.350079667454,-1,1482.35007966745,-1
-95.5,101.84475,27.533,246.715,-402.74525,-0.54725,186.5945,3.804,-1522.65338176053,-47.253381760525,-2,477.346618239475,-2,-22.6533817605252,-1,677.346618239475,-1,1477.34661823947,-1
-95,101.3285,27.608,248.617,-400.7205,-0.5475,186.669,3.804,-1522.65338176053,-47.253381760525,-2,477.346618239475,-2,-22.6533817605252,-1,677.346618239475,-1,1477.34661823947,-1
-94.5,100.81225,27.683,250.519,-398.69575,-0.54775,186.7435,3.804,-1522.65338176053,-47.253381760525,-2,477.346618239475,-2,-22.6533817605252,-1,677.346618239475,-1,1477.34661823947,-1
-94,100.296,27.758,252.421,-396.671,-0.548,186.818,3.81625,-1527.55677395994,-52.156773959936,-2,472.443226040064,-2,-27.556773959936,-1,672.443226040064,-1,1472.44322604006,-1
-93.5,99.78975,27.833,254.33525,-394.64125,-0.54825,186.8925,3.82850000000002,-1532.46016615936,-57.0601661593579,-2,467.539833840642,-2,-32.4601661593581,-1,667.539833840642,-1,1467.53983384064,-1
-93,99.2835,27.908,256.2495,-392.6115,-0.5485,186.967,3.82850000000002,-1532.46016615936,-57.0601661593579,-2,467.539833840642,-2,-32.4601661593581,-1,667.539833840642,-1,1467.53983384064,-1
-92.5,98.77725,27.983,258.16375,-390.58175,-0.54875,187.0415,3.82849999999996,-1532.46016615934,-57.0601661593352,-2,467.539833840665,-2,-32.4601661593354,-1,667.539833840665,-1,1467.53983384066,-1
-92,98.271,28.058,260.078,-388.552,-0.549,187.116,3.83999999999997,-1537.06335067307,-61.6633506730747,-2,462.936649326925,-2,-37.0633506730749,-1,662.936649326925,-1,1462.93664932693,-1
-91.5,97.775,28.13325,262.00375,-386.51725,-0.54925,187.1905,3.85149999999999,-1541.66653518681,-66.2665351868142,-2,458.333464813186,-2,-41.6665351868141,-1,658.333464813186,-1,1458.33346481319,-1
-91,97.279,28.2085,263.9295,-384.4825,-0.5495,187.265,3.85150000000004,-1541.66653518684,-66.2665351868369,-2,458.333464813163,-2,-41.6665351868369,-1,658.333464813163,-1,1458.33346481316,-1
-90.5,96.783,28.28375,265.85525,-382.44775,-0.54975,187.3395,3.85150000000004,-1541.66653518684,-66.2665351868369,-2,458.333464813163,-2,-41.6665351868369,-1,658.333464813163,-1,1458.33346481316,-1
-90,96.287,28.359,267.781,-380.413,-0.55,187.414,3.86225000000002,-1545.96951201488,-70.5695120148822,-2,454.030487985118,-2,-45.9695120148824,-1,654.030487985118,-1,1454.03048798512,-1
-89.5,95.8015,28.4345,269.7175,-378.3735,-0.55025,187.489,3.87299999999999,-1550.27248884293,-74.8724888429275,-2,449.727511157072,-2,-50.2724888429277,-1,649.727511157072,-1,1449.72751115707,-1
-89,95.316,28.51,271.654,-376.334,-0.5505,187.564,3.87299999999993,-1550.2724888429,-74.8724888429048,-2,449.727511157095,-2,-50.272488842905,-1,649.727511157095,-1,1449.7275111571,-1
-88.5,94.8305,28.5855,273.5905,-374.2945,-0.55075,187.639,3.87299999999999,-1550.27248884293,-74.8724888429275,-2,449.727511157072,-2,-50.2724888429277,-1,649.727511157072,-1,1449.72751115707,-1
-88,94.345,28.661,275.527,-372.255,-0.551,187.714,3.88350000000003,-1554.47539644244,-79.075396442439,-2,445.524603557561,-2,-54.475396442439,-1,645.524603557561,-1,1445.52460355756,-1
-87.5,93.86975,28.7365,277.474,-370.2105,-0.55125,187.789,3.89400000000001,-1558.67830404193,-83.2783040419273,-2,441.321695958073,-2,-58.6783040419273,-1,641.321695958073,-1,1441.32169595807,-1
-87,93.3945,28.812,279.421,-368.166,-0.5515,187.864,3.89400000000001,-1558.67830404193,-83.2783040419273,-2,441.321695958073,-2,-58.6783040419273,-1,641.321695958073,-1,1441.32169595807,-1
-86.5,92.91925,28.8875,281.368,-366.1215,-0.55175,187.939,3.89400000000001,-1558.67830404193,-83.2783040419273,-2,441.321695958073,-2,-58.6783040419273,-1,641.321695958073,-1,1441.32169595807,-1
-86,92.444,28.963,283.315,-364.077,-0.552,188.014,3.90350000000001,-1562.48093472719,-87.0809347271871,-2,437.519065272813,-2,-62.4809347271873,-1,637.519065272813,-1,1437.51906527281,-1
-85.5,91.97925,29.03875,285.2715,-362.028,-0.55225,188.08925,3.91300000000001,-1566.28356541245,-90.883565412447,-2,433.716434587553,-2,-66.2835654124472,-1,633.716434587553,-1,1433.71643458755,-1
-85,91.5145,29.1145,287.228,-359.979,-0.5525,188.1645,3.91300000000001,-1566.28356541245,-90.883565412447,-2,433.716434587553,-2,-66.2835654124472,-1,633.716434587553,-1,1433.71643458755,-1
-84.5,91.04975,29.19025,289.1845,-357.93,-0.55275,188.23975,3.91300000000001,-1566.28356541245,-90.883565412447,-2,433.716434587553,-2,-66.2835654124472,-1,633.716434587553,-1,1433.71643458755,-1
-84,90.585,29.266,291.141,-355.881,-0.553,188.315,3.92225000000002,-1569.98612686915,-94.5861268691502,-2,430.01387313085,-2,-69.9861268691502,-1,630.01387313085,-1,1430.01387313085,-1
-83.5,90.1305,29.342,293.10675,-353.82725,-0.553,188.3905,3.93149999999997,-1573.68868832583,-98.2886883258303,-2,426.31131167417,-2,-73.6886883258303,-1,626.31131167417,-1,1426.31131167417,-1
-83,89.676,29.418,295.0725,-351.7735,-0.553,188.466,3.93149999999997,-1573.68868832583,-98.2886883258303,-2,426.31131167417,-2,-73.6886883258303,-1,626.31131167417,-1,1426.31131167417,-1
-82.5,89.2215,29.494,297.03825,-349.71975,-0.553,188.5415,3.93150000000003,-1573.68868832585,-98.2886883258531,-2,426.311311674147,-2,-73.6886883258533,-1,626.311311674147,-1,1426.31131167415,-1
-82,88.767,29.57,299.004,-347.666,-0.553,188.617,3.94075000000004,-1577.39124978256,-101.991249782556,-2,422.608750217444,-2,-77.3912497825561,-1,622.608750217444,-1,1422.60875021744,-1
-81.5,88.323,29.64625,300.979,-345.608,-0.55325,188.6925,3.94999999999999,-1581.09381123924,-105.693811239236,-2,418.906188760764,-2,-81.0938112392364,-1,618.906188760764,-1,1418.90618876076,-1
-81,87.879,29.7225,302.954,-343.55,-0.5535,188.768,3.94999999999993,-1581.09381123921,-105.693811239213,-2,418.906188760787,-2,-81.0938112392134,-1,618.906188760787,-1,1418.90618876079,-1
-80.5,87.435,29.79875,304.929,-341.492,-0.55375,188.8435,3.94999999999999,-1581.09381123924,-105.693811239236,-2,418.906188760764,-2,-81.0938112392364,-1,618.906188760764,-1,1418.90618876076,-1
-80,86.991,29.875,306.904,-339.434,-0.554,188.919,3.95825000000002,-1584.39609578171,-108.996095781711,-2,415.603904218289,-2,-84.396095781711,-1,615.603904218289,-1,1415.60390421829,-1
-79.5,86.5575,29.95125,308.88725,-337.37125,-0.55425,188.99475,3.9665,-1587.69838032416,-112.298380324163,-2,412.301619675837,-2,-87.6983803241628,-1,612.301619675837,-1,1412.30161967584,-1
-79,86.124,30.0275,310.8705,-335.3085,-0.5545,189.0705,3.9665,-1587.69838032416,-112.298380324163,-2,412.301619675837,-2,-87.6983803241628,-1,612.301619675837,-1,1412.30161967584,-1
-78.5,85.6905,30.10375,312.85375,-333.24575,-0.55475,189.14625,3.9665,-1587.69838032416,-112.298380324163,-2,412.301619675837,-2,-87.6983803241628,-1,612.301619675837,-1,1412.30161967584,-1
-78,85.257,30.18,314.837,-331.183,-0.555,189.222,3.97450000000003,-1590.90059563808,-115.50059563808,-2,409.09940436192,-2,-90.9005956380804,-1,609.09940436192,-1,1409.09940436192,-1
-77.5,84.834,30.2565,316.82825,-329.11625,-0.55525,189.29775,3.98250000000002,-1594.10281095198,-118.702810951975,-2,405.897189048025,-2,-94.1028109519752,-1,605.897189048025,-1,1405.89718904802,-1
-77,84.411,30.333,318.8195,-327.0495,-0.5555,189.3735,3.98249999999996,-1594.10281095195,-118.702810951953,-2,405.897189048047,-2,-94.1028109519525,-1,605.897189048047,-1,1405.89718904805,-1
-76.5,83.988,30.4095,320.81075,-324.98275,-0.55575,189.44925,3.98250000000002,-1594.10281095198,-118.702810951975,-2,405.897189048025,-2,-94.1028109519752,-1,605.897189048025,-1,1405.89718904802,-1
-76,83.565,30.486,322.802,-322.916,-0.556,189.525,3.99025000000006,-1597.20495703734,-121.804957037336,-2,402.795042962664,-2,-97.2049570373356,-1,602.795042962664,-1,1402.79504296266,-1
-75.5,83.1525,30.5625,324.801,-320.84475,-0.55625,189.601,3.99799999999999,-1600.30710312265,-124.90710312265,-2,399.692896877349,-2,-100.307103122651,-1,599.692896877349,-1,1399.69289687735,-1
-75,82.74,30.639,326.8,-318.7735,-0.5565,189.677,3.99799999999993,-1600.30710312263,-124.907103122628,-2,399.692896877372,-2,-100.307103122628,-1,599.692896877372,-1,1399.69289687737,-1
-74.5,82.3275,30.7155,328.799,-316.70225,-0.55675,189.753,3.99799999999999,-1600.30710312265,-124.90710312265,-2,399.692896877349,-2,-100.307103122651,-1,599.692896877349,-1,1399.69289687735,-1
-74,81.915,30.792,330.798,-314.631,-0.557,189.829,4.00575000000003,-1603.40924920801,-128.009249208011,-2,396.590750791989,-2,-103.409249208011,-1,596.590750791989,-1,1396.59075079199,-1
-73.5,81.51325,30.86875,332.80475,-312.55575,-0.557,189.90525,4.01350000000002,-1606.51139529335,-131.111395293349,-2,393.488604706651,-2,-106.511395293349,-1,593.488604706651,-1,1393.48860470665,-1
-73,81.1115,30.9455,334.8115,-310.4805,-0.557,189.9815,4.01349999999996,-1606.51139529333,-131.111395293326,-2,393.488604706674,-2,-106.511395293326,-1,593.488604706674,-1,1393.48860470667,-1
-72.5,80.70975,31.02225,336.81825,-308.40525,-0.557,190.05775,4.01349999999996,-1606.51139529333,-131.111395293326,-2,393.488604706674,-2,-106.511395293326,-1,593.488604706674,-1,1393.48860470667,-1
-72,80.308,31.099,338.825,-306.33,-0.557,190.134,4.02024999999998,-1609.21326446444,-133.813264464435,-2,390.786735535565,-2,-109.213264464435,-1,590.786735535565,-1,1390.78673553556,-1
-71.5,79.91675,31.176,340.8385,-304.2505,-0.55725,190.21025,4.02699999999999,-1611.91513363554,-136.515133635545,-2,388.084866364455,-2,-111.915133635545,-1,588.084866364455,-1,1388.08486636446,-1
-71,79.5255,31.253,342.852,-302.171,-0.5575,190.2865,4.0270000000001,-1611.91513363559,-136.51513363559,-2,388.08486636441,-2,-111.91513363559,-1,588.08486636441,-1,1388.08486636441,-1
-70.5,79.13425,31.33,344.8655,-300.0915,-0.55775,190.36275,4.02700000000004,-1611.91513363557,-136.515133635568,-2,388.084866364432,-2,-111.915133635568,-1,588.084866364432,-1,1388.08486636443,-1
-70,78.743,31.407,346.879,-298.012,-0.558,190.439,4.03399999999999,-1614.71707203521,-139.317072035211,-2,385.282927964789,-2,-114.717072035211,-1,585.282927964789,-1,1385.28292796479,-1
-69.5,78.3625,31.484,348.8995,-295.92875,-0.55825,190.5155,4.041,-1617.51901043488,-142.119010434878,-2,382.480989565122,-2,-117.519010434878,-1,582.480989565122,-1,1382.48098956512,-1
-69,77.982,31.561,350.92,-293.8455,-0.5585,190.592,4.041,-1617.51901043488,-142.119010434878,-2,382.480989565122,-2,-117.519010434878,-1,582.480989565122,-1,1382.48098956512,-1
-68.5,77.6015,31.638,352.9405,-291.76225,-0.55875,190.6685,4.041,-1617.51901043488,-142.119010434878,-2,382.480989565122,-2,-117.519010434878,-1,582.480989565122,-1,1382.48098956512,-1
-68,77.221,31.715,354.961,-289.679,-0.559,190.745,4.04749999999996,-1620.12081037741,-144.720810377407,-2,379.879189622593,-2,-120.120810377407,-1,579.879189622593,-1,1379.87918962259,-1
-67.5,76.851,31.79225,356.988,-287.592,-0.55925,190.82175,4.05399999999997,-1622.72261031996,-147.32261031996,-2,377.27738968004,-2,-122.72261031996,-1,577.27738968004,-1,1377.27738968004,-1
-67,76.481,31.8695,359.015,-285.505,-0.5595,190.8985,4.05400000000003,-1622.72261031998,-147.322610319982,-2,377.277389680018,-2,-122.722610319982,-1,577.277389680018,-1,1377.27738968002,-1
-66.5,76.111,31.94675,361.042,-283.418,-0.55975,190.97525,4.05400000000003,-1622.72261031998,-147.322610319982,-2,377.277389680018,-2,-122.722610319982,-1,577.277389680018,-1,1377.27738968002,-1
-66,75.741,32.024,363.069,-281.331,-0.56,191.052,4.06025,-1625.22434103395,-149.824341033955,-2,374.775658966045,-2,-125.224341033955,-1,574.775658966045,-1,1374.77565896604,-1
-65.5,75.38175,32.10125,365.10225,-279.24,-0.56,191.12875,4.06649999999996,-1627.72607174793,-152.326071747927,-2,372.273928252073,-2,-127.726071747927,-1,572.273928252073,-1,1372.27392825207,-1
-65,75.0225,32.1785,367.1355,-277.149,-0.56,191.2055,4.06649999999996,-1627.72607174793,-152.326071747927,-2,372.273928252073,-2,-127.726071747927,-1,572.273928252073,-1,1372.27392825207,-1
-64.5,74.66325,32.25575,369.16875,-275.058,-0.56,191.28225,4.06650000000002,-1627.72607174795,-152.32607174795,-2,372.27392825205,-2,-127.72607174795,-1,572.27392825205,-1,1372.27392825205,-1
-64,74.304,32.333,371.202,-272.967,-0.56,191.359,4.07249999999999,-1630.12773323337,-154.727733233365,-2,369.872266766635,-2,-130.127733233365,-1,569.872266766635,-1,1369.87226676663,-1
-63.5,73.9555,32.4105,373.24125,-270.8725,-0.56025,191.43575,4.07849999999996,-1632.52939471878,-157.129394718781,-2,367.470605281219,-2,-132.529394718781,-1,567.470605281219,-1,1367.47060528122,-1
-63,73.607,32.488,375.2805,-268.778,-0.5605,191.5125,4.07850000000002,-1632.5293947188,-157.129394718804,-2,367.470605281196,-2,-132.529394718804,-1,567.470605281196,-1,1367.4706052812,-1
-62.5,73.2585,32.5655,377.31975,-266.6835,-0.56075,191.58925,4.07850000000002,-1632.5293947188,-157.129394718804,-2,367.470605281196,-2,-132.529394718804,-1,567.470605281196,-1,1367.4706052812,-1
-62,72.91,32.643,379.359,-264.589,-0.561,191.666,4.08425,-1634.83098697566,-159.430986975662,-2,365.169013024338,-2,-134.830986975662,-1,565.169013024338,-1,1365.16901302434,-1
-61.5,72.5725,32.7205,381.404,-262.49075,-0.56125,191.743,4.08999999999997,-1637.13257923252,-161.73257923252,-2,362.86742076748,-2,-137.13257923252,-1,562.86742076748,-1,1362.86742076748,-1
-61,72.235,32.798,383.449,-260.3925,-0.5615,191.82,4.08999999999997,-1637.13257923252,-161.73257923252,-2,362.86742076748,-2,-137.13257923252,-1,562.86742076748,-1,1362.86742076748,-1
-60.5,71.8975,32.8755,385.494,-258.29425,-0.56175,191.897,4.09000000000003,-1637.13257923254,-161.732579232543,-2,362.867420767457,-2,-137.132579232543,-1,562.867420767457,-1,1362.86742076746,-1
-60,71.56,32.953,387.539,-256.196,-0.562,191.974,4.09550000000002,-1639.33410226084,-163.934102260844,-2,360.665897739156,-2,-139.334102260844,-1,560.665897739156,-1,1360.66589773916,-1
-59.5,71.233,33.03075,389.5895,-254.0945,-0.562,192.05125,4.101,-1641.53562528915,-166.135625289146,-2,358.464374710854,-2,-141.535625289146,-1,558.464374710854,-1,1358.46437471085,-1
-59,70.906,33.1085,391.64,-251.993,-0.562,192.1285,4.101,-1641.53562528915,-166.135625289146,-2,358.464374710854,-2,-141.535625289146,-1,558.464374710854,-1,1358.46437471085,-1
-58.5,70.579,33.18625,393.6905,-249.8915,-0.562,192.20575,4.101,-1641.53562528915,-166.135625289146,-2,358.464374710854,-2,-141.535625289146,-1,558.464374710854,-1,1358.46437471085,-1
-58,70.252,33.264,395.741,-247.79,-0.562,192.283,4.10649999999998,-1643.73714831745,-168.337148317447,-2,356.262851682553,-2,-143.737148317447,-1,556.262851682553,-1,1356.26285168255,-1
-57.5,69.936,33.34175,397.797,-245.68525,-0.56225,192.36025,4.11199999999997,-1645.93867134575,-170.538671345748,-2,354.061328654252,-2,-145.938671345748,-1,554.061328654252,-1,1354.06132865425,-1
-57,69.62,33.4195,399.853,-243.5805,-0.5625,192.4375,4.11200000000002,-1645.93867134577,-170.538671345771,-2,354.061328654229,-2,-145.938671345771,-1,554.061328654229,-1,1354.06132865423,-1
-56.5,69.304,33.49725,401.909,-241.47575,-0.56275,192.51475,4.11200000000002,-1645.93867134577,-170.538671345771,-2,354.061328654229,-2,-145.938671345771,-1,554.061328654229,-1,1354.06132865423,-1
-56,68.988,33.575,403.965,-239.371,-0.563,192.592,4.11700000000002,-1647.94005591696,-172.540055916958,-2,352.059944083042,-2,-147.940055916958,-1,552.059944083042,-1,1352.05994408304,-1
-55.5,68.68275,33.653,406.026,-237.26275,-0.56325,192.6695,4.12200000000001,-1649.94144048815,-174.541440488145,-2,350.058559511855,-2,-149.941440488145,-1,550.058559511855,-1,1350.05855951185,-1
-55,68.3775,33.731,408.087,-235.1545,-0.5635,192.747,4.12199999999996,-1649.94144048812,-174.541440488122,-2,350.058559511878,-2,-149.941440488122,-1,550.058559511878,-1,1350.05855951188,-1
-54.5,68.07225,33.809,410.148,-233.04625,-0.56375,192.8245,4.12200000000001,-1649.94144048815,-174.541440488145,-2,350.058559511855,-2,-149.941440488145,-1,550.058559511855,-1,1350.05855951185,-1
-54,67.767,33.887,412.209,-230.938,-0.564,192.902,4.12675000000002,-1651.84275583078,-176.442755830775,-2,348.157244169225,-2,-151.842755830775,-1,548.157244169225,-1,1348.15724416923,-1
-53.5,67.4725,33.965,414.27475,-228.82675,-0.564,192.9795,4.13150000000002,-1653.74407117341,-178.344071173405,-2,346.255928826595,-2,-153.744071173405,-1,546.255928826595,-1,1346.25592882659,-1
-53,67.178,34.043,416.3405,-226.7155,-0.564,193.057,4.13150000000002,-1653.74407117341,-178.344071173405,-2,346.255928826595,-2,-153.744071173405,-1,546.255928826595,-1,1346.25592882659,-1
-52.5,66.8835,34.121,418.40625,-224.60425,-0.564,193.1345,4.13149999999996,-1653.74407117338,-178.344071173382,-2,346.255928826618,-2,-153.744071173382,-1,546.255928826618,-1,1346.25592882662,-1
