timeS,altitudeFineKm,incidenceFineDeg,distanceFineKm,groundTrackFineKm,latFineDeg,lonFineDeg,rangeRateKmS,dopplerHz,aliasHz_prf_737_7,foldOrder_prf_737_7,aliasHz_prf_1000,foldOrder_prf_1000,aliasHz_prf_1500,foldOrder_prf_1500,aliasHz_prf_2200,foldOrder_prf_2200,aliasHz_prf_3000,foldOrder_prf_3000
-220.5,303.74775,10.63675,240.208,-859.349,-0.47275,169.83225,-3.00200000000001,1201.63129654183,-273.768703458173,2,201.631296541827,1,-298.368703458173,1,-998.368703458173,1,1201.63129654183,0
-220,302.682,10.696,238.707,-857.745,-0.473,169.891,-3.0035,1202.23171191318,-273.168288086819,2,202.231711913181,1,-297.768288086819,1,-997.768288086819,1,1202.23171191318,0
-219.5,301.6235,10.75575,237.2045,-856.13375,-0.47325,169.95025,-3.005,1202.83212728453,-272.567872715466,2,202.832127284535,1,-297.167872715465,1,-997.167872715465,1,1202.83212728453,0
-219,300.565,10.8155,235.702,-854.5225,-0.4735,170.0095,-3.005,1202.83212728453,-272.567872715466,2,202.832127284535,1,-297.167872715465,1,-997.167872715465,1,1202.83212728453,0
-218.5,299.5065,10.87525,234.1995,-852.91125,-0.47375,170.06875,-3.005,1202.83212728453,-272.567872715466,2,202.832127284535,1,-297.167872715465,1,-997.167872715465,1,1202.83212728453,0
-218,298.448,10.935,232.697,-851.3,-0.474,170.128,-3.00575000000001,1203.13233497022,-272.267665029783,2,203.132334970217,1,-296.867665029783,1,-996.867665029783,1,1203.13233497022,0
-217.5,297.39675,10.99475,231.19375,-849.6815,-0.4745,170.1875,-3.00650000000002,1203.4325426559,-271.9674573441,2,203.4325426559,1,-296.5674573441,1,-996.5674573441,1,1203.4325426559,0
-217,296.3455,11.0545,229.6905,-848.063,-0.475,170.247,-3.00649999999999,1203.43254265589,-271.967457344112,2,203.432542655888,1,-296.567457344112,1,-996.567457344112,1,1203.43254265589,0
-216.5,295.29425,11.11425,228.18725,-846.4445,-0.4755,170.3065,-3.00649999999999,1203.43254265589,-271.967457344112,2,203.432542655888,1,-296.567457344112,1,-996.567457344112,1,1203.43254265589,0
-216,294.243,11.174,226.684,-844.826,-0.476,170.366,-3.00700000000001,1203.63268111301,-271.767318886986,2,203.632681113014,1,-296.367318886986,1,-996.367318886986,1,1203.63268111301,0
-215.5,293.19875,11.23425,225.18025,-843.2,-0.47625,170.4255,-3.00749999999999,1203.83281957013,-271.567180429872,2,203.832819570128,1,-296.167180429872,1,-996.167180429872,1,1203.83281957013,0
-215,292.1545,11.2945,223.6765,-841.574,-0.4765,170.485,-3.00749999999999,1203.83281957013,-271.567180429872,2,203.832819570128,1,-296.167180429872,1,-996.167180429872,1,1203.83281957013,0
-214.5,291.11025,11.35475,222.17275,-839.948,-0.47675,170.5445,-3.00749999999999,1203.83281957013,-271.567180429872,2,203.832819570128,1,-296.167180429872,1,-996.167180429872,1,1203.83281957013,0
-214,290.066,11.415,220.669,-838.322,-0.477,170.604,-3.00725,1203.73275034157,-271.667249658429,2,203.732750341571,1,-296.267249658429,1,-996.267249658429,1,1203.73275034157,0
-213.5,289.02925,11.4755,219.1655,-836.6885,-0.47725,170.664,-3.00700000000001,1203.63268111301,-271.767318886986,2,203.632681113014,1,-296.367318886986,1,-996.367318886986,1,1203.63268111301,0
-213,287.9925,11.536,217.662,-835.055,-0.4775,170.724,-3.00700000000001,1203.63268111301,-271.767318886986,2,203.632681113014,1,-296.367318886986,1,-996.367318886986,1,1203.63268111301,0
-212.5,286.95575,11.5965,216.1585,-833.4215,-0.47775,170.784,-3.00700000000001,1203.63268111301,-271.767318886986,2,203.632681113014,1,-296.367318886986,1,-996.367318886986,1,1203.63268111301,0
-212,285.919,11.657,214.655,-831.788,-0.478,170.844,-3.006,1203.23240419877,-272.167595801226,2,203.232404198774,1,-296.767595801226,1,-996.767595801226,1,1203.23240419877,0
-211.5,284.8895,11.71775,213.1525,-830.147,-0.4785,170.90425,-3.005,1202.83212728453,-272.567872715466,2,202.832127284535,1,-297.167872715465,1,-997.167872715465,1,1202.83212728453,0
-211,283.86,11.7785,211.65,-828.506,-0.479,170.9645,-3.005,1202.83212728453,-272.567872715466,2,202.832127284535,1,-297.167872715465,1,-997.167872715465,1,1202.83212728453,0
-210.5,282.8305,11.83925,210.1475,-826.865,-0.4795,171.02475,-3.005,1202.83212728453,-272.567872715466,2,202.832127284535,1,-297.167872715465,1,-997.167872715465,1,1202.83212728453,0
-210,281.801,11.9,208.645,-825.224,-0.48,171.085,-3.00299999999999,1202.03157345606,-273.368426543945,2,202.031573456055,1,-297.968426543945,1,-997.968426543945,1,1202.03157345606,-0
