column,usrdr_deep_energy_db,usrdr_robust_z,rdr_complex_deep_energy_db,rdr_complex_robust_z,edr_raw_deep_energy_db,combined_low_signal_score,low_signal_flag
68,-39.582332611083984,-0.6127283573150635,8.84994125366211,-0.8539407849311829,11.89252758026123,-0.7333345413208008,False
69,-40.035282135009766,-0.7533416152000427,10.03567123413086,-0.595809817314148,12.041200637817383,-0.674575686454773,False
70,-39.99657440185547,-0.7413252592086792,9.937333106994629,-0.6172178387641907,11.817334175109863,-0.6792715787887573,False
71,-39.92726135253906,-0.7198077440261841,10.488146781921387,-0.49730685353279114,11.738584518432617,-0.6085572838783264,False
72,-39.963565826416016,-0.7310780882835388,9.759316444396973,-0.6559717059135437,11.881710052490234,-0.6935248970985413,False
73,-39.69828796386719,-0.6487254500389099,12.194897651672363,-0.12575073540210724,11.805229187011719,-0.387238085269928,False
74,-40.11724090576172,-0.7787848711013794,10.274359703063965,-0.5438478589057922,11.903316497802734,-0.6613163948059082,False
75,-39.69978332519531,-0.6491897106170654,8.99541187286377,-0.8222721219062805,11.805229187011719,-0.7357308864593506,False
76,-39.71717071533203,-0.6545873880386353,10.114592552185059,-0.5786288380622864,11.838171005249023,-0.6166081428527832,False
77,-39.96026611328125,-0.730053722858429,10.165491104125977,-0.5675483345985413,11.817334175109863,-0.6488010287284851,False
78,-39.16719436645508,-0.48385322093963623,9.804591178894043,-0.6461154818534851,11.817334175109863,-0.5649843215942383,False
79,-39.29025650024414,-0.522056519985199,9.77129077911377,-0.653364896774292,11.81623649597168,-0.5877107381820679,False
80,-39.58541488647461,-0.6136852502822876,8.806720733642578,-0.8633497953414917,11.89252758026123,-0.7385175228118896,False
81,-39.947879791259766,-0.726208508014679,9.054409980773926,-0.8094283938407898,11.81623649597168,-0.7678184509277344,False
82,-39.12849807739258,-0.47184038162231445,10.629840850830078,-0.46646034717559814,11.967498779296875,-0.4691503643989563,False
83,-39.428890228271484,-0.5650938749313354,11.238112449645996,-0.33404088020324707,12.00029182434082,-0.44956737756729126,False
84,-39.57737350463867,-0.6111888885498047,10.082500457763672,-0.5856152176856995,11.881710052490234,-0.5984020233154297,False
85,-39.48936462402344,-0.5838674902915955,10.050373077392578,-0.5926092863082886,11.81623649597168,-0.5882383584976196,False
86,-39.516849517822266,-0.5923998951911926,9.329402923583984,-0.7495629787445068,11.988685607910156,-0.6709814071655273,False
87,-39.54554748535156,-0.6013088226318359,8.915948867797852,-0.8395710587501526,11.978105545043945,-0.7204399108886719,False
88,-39.526615142822266,-0.5954315066337585,9.783726692199707,-0.6506576538085938,11.89252758026123,-0.6230446100234985,False
89,-39.544647216796875,-0.6010293364524841,9.21505069732666,-0.7744572162628174,11.924816131591797,-0.6877433061599731,False
90,-39.37564468383789,-0.5485643744468689,8.747536659240723,-0.8762340545654297,11.881710052490234,-0.7123992443084717,False
91,-40.28413772583008,-0.8305961489677429,9.179415702819824,-0.782214879989624,11.978105545043945,-0.8064055442810059,False
92,-40.60940170288086,-0.931570827960968,8.325530052185059,-0.9681040048599243,11.827219009399414,-0.9498374462127686,False
93,-40.136959075927734,-0.7849061489105225,10.004521369934082,-0.6025910973548889,11.978105545043945,-0.6937485933303833,False
94,-40.15670394897461,-0.7910357117652893,10.537127494812012,-0.48664385080337524,12.009767532348633,-0.6388397812843323,False
95,-39.50196075439453,-0.5877777934074402,9.152403831481934,-0.7880952954292297,11.999238967895508,-0.687936544418335,False
96,-39.77730941772461,-0.6732568144798279,9.086111068725586,-0.802527129650116,11.84909725189209,-0.7378919720649719,False
97,-40.14946746826172,-0.7887892127037048,9.640193939208984,-0.6819044351577759,11.838171005249023,-0.735346794128418,False
98,-39.657222747802734,-0.6359772086143494,9.475786209106445,-0.7176956534385681,11.829849243164062,-0.6768364310264587,False
99,-39.53999710083008,-0.599585771560669,9.363883972167969,-0.7420565485954285,11.89252758026123,-0.6708211898803711,False
100,-39.94059753417969,-0.7239478230476379,9.97544002532959,-0.6089220643043518,11.84909725189209,-0.6664349436759949,False
101,-39.81816864013672,-0.6859411001205444,10.540204048156738,-0.4859740734100342,11.978105545043945,-0.5859575867652893,False
102,-39.95476150512695,-0.7283448576927185,10.164933204650879,-0.5676697492599487,12.020269393920898,-0.6480072736740112,False
103,-39.70355224609375,-0.6503596901893616,9.486454963684082,-0.7153730988502502,12.030746459960938,-0.6828663945198059,False
104,-39.70461654663086,-0.6506900787353516,10.178272247314453,-0.5647658705711365,11.915153503417969,-0.6077280044555664,False
105,-39.458251953125,-0.5742089152336121,9.690465927124023,-0.6709603071212769,11.956868171691895,-0.6225845813751221,False
106,-39.6768798828125,-0.6420795321464539,10.453354835510254,-0.504880964756012,11.870865821838379,-0.5734802484512329,False
107,-39.874141693115234,-0.7033173441886902,10.027422904968262,-0.5976054668426514,11.762024879455566,-0.6504614353179932,False
108,-40.165531158447266,-0.7937760353088379,8.045475959777832,-1.0290712118148804,11.967498779296875,-0.9114236235618591,False
109,-39.715538024902344,-0.6540805697441101,8.419708251953125,-0.9476016163825989,11.893606185913086,-0.8008410930633545,False
110,-40.07501983642578,-0.7656777501106262,9.675604820251465,-0.6741955280303955,11.84909725189209,-0.7199366092681885,False
111,-40.06620788574219,-0.7629421949386597,9.532998085021973,-0.7052407264709473,11.881710052490234,-0.7340914607048035,False
112,-39.359806060791016,-0.5436474084854126,9.61897087097168,-0.6865246295928955,11.935527801513672,-0.615086019039154,False
113,-39.94731903076172,-0.7260344624519348,8.654153823852539,-0.8965632915496826,12.072406768798828,-0.8112988471984863,False
114,-40.23954772949219,-0.8167536854743958,9.673798561096191,-0.6745887398719788,12.041200637817383,-0.7456712126731873,False
115,-39.75102996826172,-0.6650986671447754,10.095515251159668,-0.5827819108963013,11.924816131591797,-0.6239402890205383,False
116,-39.535213470458984,-0.5981007814407349,10.058018684387207,-0.5909448266029358,11.978105545043945,-0.5945228338241577,False
117,-39.669288635253906,-0.6397229433059692,9.62205696105957,-0.6858528256416321,12.072406768798828,-0.662787914276123,False
