x_km,shell_mode,scenario,band,frequency_mhz,band_role,ocean_depth_m,surface_height_m,surface_slope_deg,lens_strength,layer_count,layer_source_statuses,layer_sources,ocean_in_band_window,ocean_snr_margin_db,false_snr_margin_db,false_minus_ocean_db,false_depth_m,false_label,false_source_status,surface_clutter_snr_margin_db,surface_clutter_minus_ocean_db,surface_clutter_apparent_depth_m,surface_clutter_label,surface_clutter_source_status,surface_clutter_detected,surface_clutter_confuses_shallow_window,surface_roughness_index,classification,inferred_depth_m,inferred_depth_error_m,thermal_mode,thin_layer_solver
46.0,thin_3km_reason_mode,near_surface_brine,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,1,Directly paper anchored epsilon; high-loss bracket modeled,"Blankenship et al. 2024, REASON",True,13.897669868407858,12.238006678587583,-1.6596631898202752,39.13566865696744,top 200 m near-surface brine-filled ice layer,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2908.0266321685563,0.0,cold_conductive,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,near_surface_brine,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,1,Directly paper anchored epsilon; high-loss bracket modeled,"Blankenship et al. 2024, REASON",True,-3.790549332047659,5.089100731230352,8.87965006327801,39.13566865696744,top 200 m near-surface brine-filled ice layer,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,weak/no deep detection,,,cold_conductive,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,near_surface_brine,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,1,Directly paper anchored epsilon; high-loss bracket modeled,"Blankenship et al. 2024, REASON",True,14.364533770403675,23.24418383368169,8.879650063278014,39.13566865696744,top 200 m near-surface brine-filled ice layer,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2908.0266321685563,0.0,cold_conductive,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,warm_impure_ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,0,none,none,True,17.048938622762822,-999.0,-1016.0489386227629,,none,none,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2908.0266321685563,0.0,warm_impure,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,warm_impure_ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,0,none,none,True,4.345991604646059,-999.0,-1003.3459916046461,,none,none,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2908.0266321685563,0.0,warm_impure,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,warm_impure_ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,0,none,none,True,22.501074707097395,-999.0,-1021.5010747070974,,none,none,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2908.0266321685563,0.0,warm_impure,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,stacked_dirty_layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,6,Sensitivity bracket from paper-supported material families,"Blankenship et al. 2024, REASON; Pettinelli et al. 2015 review; Lalich et al. 2021 / Mars analog",True,13.28370151946916,17.399082981125908,4.115381461656748,2104.740340626008,base paper-bracketed stacked dirty layer; top paper-bracketed stacked dirty layer,Sensitivity bracket from paper-supported material families,-999.0,,,none,none,False,False,0.0,false layer stronger,2104.740340626008,-803.286291542548,warm_impure,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,stacked_dirty_layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,6,Sensitivity bracket from paper-supported material families,"Blankenship et al. 2024, REASON; Pettinelli et al. 2015 review; Lalich et al. 2021 / Mars analog",True,-5.375808792406351,-0.009112511210851437,5.3666962811955,2016.7403406260082,top paper-bracketed stacked dirty layer,Sensitivity bracket from paper-supported material families,-999.0,,,none,none,False,False,0.0,weak/no deep detection,,,warm_impure,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,stacked_dirty_layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,6,Sensitivity bracket from paper-supported material families,"Blankenship et al. 2024, REASON; Pettinelli et al. 2015 review; Lalich et al. 2021 / Mars analog",True,12.779274310044983,18.145970591240484,5.366696281195502,2016.7403406260082,top paper-bracketed stacked dirty layer,Sensitivity bracket from paper-supported material families,-999.0,,,none,none,False,False,0.0,false layer stronger,2016.7403406260082,-891.286291542548,warm_impure,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,briny_mushy_lens,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,1,Directly paper anchored epsilon; high-loss bracket modeled,"Blankenship et al. 2024, REASON",True,13.626883924725236,17.64629084789862,4.019406923173383,944.0566925096809,base conductive briny/mushy lens; top conductive briny/mushy lens,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2908.0266321685563,0.0,warm_impure,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,briny_mushy_lens,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,1,Directly paper anchored epsilon; high-loss bracket modeled,"Blankenship et al. 2024, REASON",True,-4.489715632227563,4.438385531627823,8.928101163855386,944.0566925096809,top conductive briny/mushy lens,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,weak/no deep detection,,,warm_impure,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,briny_mushy_lens,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,1,Directly paper anchored epsilon; high-loss bracket modeled,"Blankenship et al. 2024, REASON",True,13.66536747022377,22.59346863407916,8.928101163855388,944.0566925096809,top conductive briny/mushy lens,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2908.0266321685563,0.0,warm_impure,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,complex_paper_calibrated,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,"Blankenship et al. 2024, REASON; Blankenship et al. 2024, REASON; Pettinelli et al. 2015 review; Lalich et al. 2021 / Mars analog; Pettinelli et al. 2015 review",True,2.0098600744604034,12.210611710527706,10.200751636067302,39.13566865696744,top 200 m near-surface brine-filled ice layer,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2908.0266321685563,0.0,dirty_convective,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,complex_paper_calibrated,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,"Blankenship et al. 2024, REASON; Blankenship et al. 2024, REASON; Pettinelli et al. 2015 review; Lalich et al. 2021 / Mars analog; Pettinelli et al. 2015 review",True,-34.48474223527426,5.01836722785316,39.50310946312742,39.13566865696744,top 200 m near-surface brine-filled ice layer,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,weak/no deep detection,,,dirty_convective,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,complex_paper_calibrated,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,"Blankenship et al. 2024, REASON; Blankenship et al. 2024, REASON; Pettinelli et al. 2015 review; Lalich et al. 2021 / Mars analog; Pettinelli et al. 2015 review",True,-16.329659132822933,23.17345033030449,39.50310946312742,39.13566865696744,top 200 m near-surface brine-filled ice layer,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,weak/no deep detection,,,dirty_convective,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,rough_surface_clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,0,none,none,True,19.148737464541778,-999.0,-1018.1487374645418,,none,none,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2908.0266321685563,0.0,cold_conductive,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,rough_surface_clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,0,none,none,True,9.76764890104307,-999.0,-1008.7676489010431,,none,none,10.149999999999999,0.38235109895692787,1111.7193924025225,off-nadir surface clutter equivalent-depth echo,Paper anchored as a VHF clutter mechanism; amplitude is sensitivity-modeled,True,True,1.0,surface clutter in shallow window,1111.7193924025225,-1796.3072397660337,cold_conductive,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,rough_surface_clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,0,none,none,True,27.922732003494403,-999.0,-1026.9227320034945,,none,none,5.149999999999999,-22.772732003494404,1111.7193924025225,off-nadir surface clutter equivalent-depth echo,Paper anchored as a VHF clutter mechanism; amplitude is sensitivity-modeled,True,False,1.0,clear ocean boundary,2908.0266321685563,0.0,cold_conductive,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,complex_with_clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,"Blankenship et al. 2024, REASON; Blankenship et al. 2024, REASON; Pettinelli et al. 2015 review; Lalich et al. 2021 / Mars analog; Pettinelli et al. 2015 review",True,2.0098600744604034,12.210611710527706,10.200751636067302,39.13566865696744,top 200 m near-surface brine-filled ice layer,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2908.0266321685563,0.0,dirty_convective,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,complex_with_clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,"Blankenship et al. 2024, REASON; Blankenship et al. 2024, REASON; Pettinelli et al. 2015 review; Lalich et al. 2021 / Mars analog; Pettinelli et al. 2015 review",True,-34.48474223527426,5.01836722785316,39.50310946312742,39.13566865696744,top 200 m near-surface brine-filled ice layer,Directly paper anchored epsilon; high-loss bracket modeled,13.0,47.48474223527426,1111.7193924025225,off-nadir surface clutter equivalent-depth echo,Paper anchored as a VHF clutter mechanism; amplitude is sensitivity-modeled,True,True,1.0,surface clutter in shallow window,1111.7193924025225,-1796.3072397660337,dirty_convective,normal_incidence_transfer_matrix
46.0,thin_3km_reason_mode,complex_with_clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2908.0266321685563,147.2236511039814,-2.4918130688282223,0.09473469828738136,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,"Blankenship et al. 2024, REASON; Blankenship et al. 2024, REASON; Pettinelli et al. 2015 review; Lalich et al. 2021 / Mars analog; Pettinelli et al. 2015 review",True,-16.329659132822933,23.17345033030449,39.50310946312742,39.13566865696744,top 200 m near-surface brine-filled ice layer,Directly paper anchored epsilon; high-loss bracket modeled,8.0,24.329659132822933,1111.7193924025225,off-nadir surface clutter equivalent-depth echo,Paper anchored as a VHF clutter mechanism; amplitude is sensitivity-modeled,True,False,1.0,weak/no deep detection,,,dirty_convective,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,clean_ice_control,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,0,none,none,True,19.192999154108154,-999.0,-1018.1929991541082,,none,none,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2907.4352275098668,0.0,cold_conductive,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,clean_ice_control,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,0,none,none,True,9.891518378556702,-999.0,-1008.8915183785567,,none,none,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2907.4352275098668,0.0,cold_conductive,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,clean_ice_control,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,0,none,none,True,28.046601481008032,-999.0,-1027.046601481008,,none,none,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2907.4352275098668,0.0,cold_conductive,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,salt_layers_reason,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,1,Directly paper anchored epsilon and layer thicknesses,"Blankenship et al. 2024, REASON",True,19.191999154108156,3.0846429580938572,-16.1073561960143,1453.7176137549334,base 1 m ocean-injected hydrated salt layer; top 1 m ocean-injected hydrated salt layer,Directly paper anchored epsilon and layer thicknesses,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2907.4352275098668,0.0,cold_conductive,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,salt_layers_reason,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,1,Directly paper anchored epsilon and layer thicknesses,"Blankenship et al. 2024, REASON",True,9.88893638965923,-6.903222134327445,-16.792158523986675,1453.7176137549334,base 1 m ocean-injected hydrated salt layer; top 1 m ocean-injected hydrated salt layer,Directly paper anchored epsilon and layer thicknesses,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2907.4352275098668,0.0,cold_conductive,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,salt_layers_reason,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,1,Directly paper anchored epsilon and layer thicknesses,"Blankenship et al. 2024, REASON",True,28.044019492110564,11.25186096812389,-16.792158523986675,1453.7176137549334,base 1 m ocean-injected hydrated salt layer; top 1 m ocean-injected hydrated salt layer,Directly paper anchored epsilon and layer thicknesses,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2907.4352275098668,0.0,cold_conductive,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,near_surface_brine,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,1,Directly paper anchored epsilon; high-loss bracket modeled,"Blankenship et al. 2024, REASON",True,14.004311644714308,12.28221698570437,-1.7220946590099384,38.53878015995335,top 200 m near-surface brine-filled ice layer,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2907.4352275098668,0.0,cold_conductive,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,near_surface_brine,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,1,Directly paper anchored epsilon; high-loss bracket modeled,"Blankenship et al. 2024, REASON",True,-3.5056151631478336,5.212837539829628,8.718452702977462,38.53878015995335,top 200 m near-surface brine-filled ice layer,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,weak/no deep detection,,,cold_conductive,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,near_surface_brine,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,1,Directly paper anchored epsilon; high-loss bracket modeled,"Blankenship et al. 2024, REASON",True,14.649467939303499,23.36792064228096,8.718452702977462,38.53878015995335,top 200 m near-surface brine-filled ice layer,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2907.4352275098668,0.0,cold_conductive,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,warm_impure_ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,0,none,none,True,17.09362734790157,-999.0,-1016.0936273479016,,none,none,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2907.4352275098668,0.0,warm_impure,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,warm_impure_ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,0,none,none,True,4.470963683266376,-999.0,-1003.4709636832664,,none,none,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2907.4352275098668,0.0,warm_impure,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,warm_impure_ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,0,none,none,True,22.62604678571771,-999.0,-1021.6260467857177,,none,none,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2907.4352275098668,0.0,warm_impure,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,stacked_dirty_layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,6,Sensitivity bracket from paper-supported material families,"Blankenship et al. 2024, REASON; Pettinelli et al. 2015 review; Lalich et al. 2021 / Mars analog",True,13.319151508082776,17.44160047296291,4.122448964880135,2104.910899135032,base paper-bracketed stacked dirty layer; top paper-bracketed stacked dirty layer,Sensitivity bracket from paper-supported material families,-999.0,,,none,none,False,False,0.0,false layer stronger,2104.910899135032,-802.5243283748346,warm_impure,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,stacked_dirty_layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,6,Sensitivity bracket from paper-supported material families,"Blankenship et al. 2024, REASON; Pettinelli et al. 2015 review; Lalich et al. 2021 / Mars analog",True,-5.274691028920582,0.11303422228140128,5.387725251201983,2016.9108991350322,top paper-bracketed stacked dirty layer,Sensitivity bracket from paper-supported material families,-999.0,,,none,none,False,False,0.0,false layer stronger,2016.9108991350322,-890.5243283748346,warm_impure,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,stacked_dirty_layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,6,Sensitivity bracket from paper-supported material families,"Blankenship et al. 2024, REASON; Pettinelli et al. 2015 review; Lalich et al. 2021 / Mars analog",True,12.88039207353075,18.268117324732735,5.387725251201985,2016.9108991350322,top paper-bracketed stacked dirty layer,Sensitivity bracket from paper-supported material families,-999.0,,,none,none,False,False,0.0,false layer stronger,2016.9108991350322,-890.5243283748346,warm_impure,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,briny_mushy_lens,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,1,Directly paper anchored epsilon; high-loss bracket modeled,"Blankenship et al. 2024, REASON",True,13.922625877581055,13.472516798350428,-0.4501090792306268,944.7049445186785,base conductive briny/mushy lens; top conductive briny/mushy lens,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2907.4352275098668,0.0,warm_impure,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,briny_mushy_lens,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,1,Directly paper anchored epsilon; high-loss bracket modeled,"Blankenship et al. 2024, REASON",True,-3.716526906967342,4.453031668372284,8.169558575339625,944.7049445186785,top conductive briny/mushy lens,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,weak/no deep detection,,,warm_impure,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,briny_mushy_lens,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,1,Directly paper anchored epsilon; high-loss bracket modeled,"Blankenship et al. 2024, REASON",True,14.43855619548399,22.608114770823622,8.169558575339632,944.7049445186785,top conductive briny/mushy lens,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2907.4352275098668,0.0,warm_impure,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,complex_paper_calibrated,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,"Blankenship et al. 2024, REASON; Blankenship et al. 2024, REASON; Pettinelli et al. 2015 review; Lalich et al. 2021 / Mars analog; Pettinelli et al. 2015 review",True,2.3570835237580625,12.255239839592402,9.89815631583434,38.53878015995335,top 200 m near-surface brine-filled ice layer,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2907.4352275098668,0.0,dirty_convective,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,complex_paper_calibrated,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,"Blankenship et al. 2024, REASON; Blankenship et al. 2024, REASON; Pettinelli et al. 2015 review; Lalich et al. 2021 / Mars analog; Pettinelli et al. 2015 review",True,-33.57862885777599,5.143182848083058,38.72181170585905,38.53878015995335,top 200 m near-surface brine-filled ice layer,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,weak/no deep detection,,,dirty_convective,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,complex_paper_calibrated,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,"Blankenship et al. 2024, REASON; Blankenship et al. 2024, REASON; Pettinelli et al. 2015 review; Lalich et al. 2021 / Mars analog; Pettinelli et al. 2015 review",True,-15.42354575532466,23.298265950534393,38.721811705859054,38.53878015995335,top 200 m near-surface brine-filled ice layer,Directly paper anchored epsilon; high-loss bracket modeled,-999.0,,,none,none,False,False,0.0,weak/no deep detection,,,dirty_convective,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,rough_surface_clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,0,none,none,True,19.192999154108154,-999.0,-1018.1929991541082,,none,none,-999.0,,,none,none,False,False,0.0,clear ocean boundary,2907.4352275098668,0.0,cold_conductive,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,rough_surface_clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,0,none,none,True,9.891518378556702,-999.0,-1008.8915183785567,,none,none,8.531457152949052,-1.3600612256076499,1049.3704588677792,off-nadir surface clutter equivalent-depth echo,Paper anchored as a VHF clutter mechanism; amplitude is sensitivity-modeled,True,True,0.899780628665576,surface clutter in shallow window,1049.3704588677792,-1858.0647686420875,cold_conductive,normal_incidence_transfer_matrix
46.5,thin_3km_reason_mode,rough_surface_clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2907.4352275098668,125.26409736726505,-1.6123820344685962,0.08343994989716268,0,none,none,True,28.046601481008032,-999.0,-1027.046601481008,,none,none,3.531457152949052,-24.51514432805898,1049.3704588677792,off-nadir surface clutter equivalent-depth echo,Paper anchored as a VHF clutter mechanism; amplitude is sensitivity-modeled,True,False,0.899780628665576,clear ocean boundary,2907.4352275098668,0.0,cold_conductive,normal_incidence_transfer_matrix
