Column,SpacecraftLon,SpacecraftLat,SpacecraftHgt,NadirHgt,NadirLine,NadirAreoidRad,NadirEllipsoidRad,FirstLon,FirstLat,FirstHgt,FirstLine
1,167.113769,70.085493,313243.232,-2865,2603,3380200,3378549.683,167.117362,70.103131,-2862.720,2603
2,167.111018,70.091384,313245.725,-2873,2605,3380199,3378548.352,167.030468,70.101317,-2859.130,2603
3,167.107710,70.098463,313248.721,-2880,2606,3380197,3378546.753,167.029808,70.108537,-2858.721,2602
4,167.104110,70.106163,313251.979,-2885,2607,3380196,3378545.014,167.031116,70.115462,-2870.214,2605
5,167.100532,70.113811,313255.213,-2892,2608,3380194,3378543.287,167.038632,70.124750,-2881.895,2606
6,167.096927,70.121510,313258.468,-2897,2609,3380192,3378541.549,167.037683,70.132589,-2889.183,2608
7,167.093345,70.129158,313261.700,-2901,2610,3380191,3378539.824,167.039436,70.140523,-2894.393,2609
8,167.089736,70.136857,313264.953,-2905,2611,3380190,3378538.087,167.093004,70.150289,-2902.803,2610
9,167.086149,70.144505,313268.184,-2909,2611,3380188,3378536.362,167.093441,70.158149,-2906.031,2610
10,167.082536,70.152204,313271.434,-2912,2612,3380187,3378534.627,167.101901,70.166496,-2907.762,2611
11,167.078945,70.159852,313274.662,-2914,2612,3380185,3378532.904,167.101000,70.174283,-2908.008,2611
12,167.075327,70.167551,313277.911,-2918,2613,3380184,3378531.169,167.101417,70.182194,-2909.227,2611
13,167.071707,70.175250,313281.159,-2912,2612,3380182,3378529.435,167.100493,70.190033,-2908.852,2611
14,167.068109,70.182897,313284.384,-2909,2612,3380180,3378527.714,167.093213,70.201628,-2906.576,2611
15,167.064485,70.190596,313287.629,-2905,2611,3380179,3378525.981,167.078342,70.210789,-2903.516,2611
16,167.060883,70.198243,313290.852,-2911,2612,3380178,3378524.261,166.959678,70.210091,-2897.618,2611
17,167.057254,70.205941,313294.096,-2914,2612,3380176,3378522.529,166.961077,70.213905,-2897.927,2610
18,167.053647,70.213588,313297.316,-2919,2613,3380174,3378520.810,166.969230,70.231537,-2896.865,2610
19,167.050013,70.221287,313300.558,-2920,2614,3380173,3378519.079,166.968874,70.234217,-2896.307,2610
20,167.046402,70.228934,313303.776,-2923,2614,3380171,3378517.361,166.975998,70.242444,-2896.349,2610
21,167.042764,70.236632,313307.015,-2922,2614,3380170,3378515.632,166.975026,70.250283,-2895.589,2610
22,167.039148,70.244279,313310.232,-2922,2614,3380167,3378513.915,166.968693,70.257776,-2897.018,2610
23,167.035506,70.251977,313313.469,-2921,2614,3380167,3378512.187,166.975802,70.266055,-2897.050,2610
24,167.031886,70.259624,313316.683,-2921,2614,3380165,3378510.471,166.951635,70.268421,-2897.130,2610
25,167.028239,70.267322,313319.918,-2918,2614,3380164,3378508.744,166.945263,70.275965,-2896.227,2610
26,167.024614,70.274968,313323.130,-2916,2613,3380162,3378507.029,166.937874,70.287555,-2893.340,2610
27,167.020963,70.282666,313326.363,-2915,2613,3380160,3378505.304,166.929517,70.300183,-2888.511,2609
28,167.017333,70.290312,313329.573,-2910,2612,3380159,3378503.590,166.916406,70.307306,-2883.194,2609
29,167.013677,70.298010,313332.803,-2911,2612,3380158,3378501.865,166.911362,70.314922,-2877.811,2608
30,167.010044,70.305656,313336.011,-2910,2612,3380156,3378500.153,166.910392,70.322708,-2871.274,2606
31,167.006383,70.313354,313339.240,-2907,2612,3380155,3378498.429,166.881436,70.330055,-2856.602,2605
32,167.002745,70.321000,313342.446,-2908,2612,3380153,3378496.718,166.875048,70.337544,-2840.649,2602
33,166.999080,70.328697,313345.672,-2907,2612,3380152,3378494.996,166.882152,70.345826,-2833.242,2600
34,166.995437,70.336343,313348.876,-2906,2612,3380150,3378493.285,166.881284,70.350502,-2830.207,2600
35,166.991767,70.344040,313352.100,-2905,2612,3380149,3378491.564,166.828342,70.357568,-2811.961,2598
36,166.988120,70.351686,313355.301,-2899,2611,3380147,3378489.855,166.827582,70.359135,-2811.878,2598
37,166.984742,70.358763,313358.264,-2898,2610,3380145,3378488.274,166.828740,70.364379,-2811.529,2598
38,166.981065,70.366460,313361.485,-2891,2609,3380144,3378486.554,166.834483,70.372590,-2821.206,2599
39,166.977411,70.374106,313364.684,-2889,2609,3380143,3378484.847,166.898084,70.382871,-2838.578,2600
40,166.973730,70.381803,313367.903,-2888,2609,3380140,3378483.128,166.897085,70.390709,-2843.662,2601
41,166.970072,70.389448,313371.099,-2889,2609,3380140,3378481.422,166.897466,70.398570,-2854.630,2603
42,166.966386,70.397145,313374.316,-2887,2609,3380138,3378479.705,166.891042,70.406112,-2862.193,2604
43,166.962723,70.404790,313377.510,-2887,2609,3380137,3378478.000,166.896848,70.414268,-2867.853,2605
44,166.959033,70.412487,313380.725,-2888,2609,3380135,3378476.284,166.906707,70.422696,-2872.363,2606
45,166.955365,70.420132,313383.917,-2887,2609,3380134,3378474.580,166.890801,70.429670,-2874.864,2607
46,166.951670,70.427828,313387.129,-2886,2609,3380132,3378472.865,166.866484,70.442471,-2870.903,2607
47,166.947998,70.435473,313390.319,-2882,2608,3380131,3378471.162,166.867083,70.444111,-2870.871,2606
48,166.944298,70.443169,313393.530,-2878,2607,3380129,3378469.448,166.866072,70.451949,-2873.126,2607
49,166.940596,70.450866,313396.739,-2887,2609,3380127,3378467.735,166.952521,70.465561,-2876.542,2607
50,166.936917,70.458510,313399.926,-2895,2610,3380125,3378466.034,166.952509,70.472359,-2876.308,2607
51,166.933210,70.466207,313403.133,-2900,2611,3380125,3378464.322,167.023608,70.487178,-2883.681,2609
52,166.929526,70.473851,313406.318,-2902,2612,3380123,3378462.622,167.022772,70.491854,-2885.642,2610
53,166.925815,70.481547,313409.523,-2907,2613,3380122,3378460.911,167.062714,70.501869,-2880.484,2610
54,166.922127,70.489191,313412.705,-2906,2612,3380120,3378459.212,167.076805,70.510451,-2880.735,2611
55,166.918411,70.496887,313415.908,-2905,2612,3380119,3378457.503,167.100637,70.529978,-2869.429,2611
56,166.914718,70.504531,313419.088,-2904,2612,3380117,3378455.805,167.100754,70.533665,-2867.472,2610
57,166.910997,70.512227,313422.289,-2903,2612,3380116,3378454.096,167.100189,70.545671,-2862.232,2610
58,166.907299,70.519871,313425.467,-2897,2611,3380114,3378452.400,167.100306,70.549358,-2860.215,2609
59,166.903574,70.527567,313428.666,-2897,2611,3380113,3378450.692,167.099968,70.552036,-2859.488,2609
60,166.899871,70.535211,313431.842,-2896,2611,3380111,3378448.997,167.083800,70.568356,-2855.473,2608
61,166.896141,70.542906,313435.039,-2902,2612,3380110,3378447.291,167.062003,70.570937,-2852.046,2607
62,166.892434,70.550550,313438.213,-2905,2612,3380107,3378445.597,167.080605,70.583903,-2830.731,2604
63,166.888699,70.558245,313441.407,-2907,2613,3380107,3378443.892,167.023115,70.587708,-2828.334,2602
64,166.884987,70.565889,313444.579,-2908,2613,3380105,3378442.199,167.023561,70.595564,-2809.651,2598
65,166.881248,70.573584,313447.771,-2905,2613,3380104,3378440.495,167.023982,70.603472,-2791.402,2596
66,166.877531,70.581227,313450.941,-2903,2612,3380102,3378438.803,167.007984,70.610457,-2785.558,2594
67,166.873787,70.588922,313454.131,-2900,2612,3380100,3378437.100,167.005659,70.618220,-2780.998,2593
68,166.870066,70.596565,313457.298,-2897,2611,3380099,3378435.409,166.979100,70.625682,-2780.994,2592
69,166.866317,70.604260,313460.486,-2894,2611,3380098,3378433.708,166.976337,70.632384,-2771.625,2591
70,166.862591,70.611903,313463.652,-2896,2611,3380095,3378432.018,166.976008,70.635010,-2771.155,2591
71,166.858837,70.619598,313466.838,-2886,2610,3380095,3378430.317,166.976080,70.638748,-2770.886,2591
72,166.855383,70.626673,313469.766,-2884,2609,3380093,3378428.754,166.984748,70.655804,-2765.477,2590
73,166.851650,70.634316,313472.928,-2872,2607,3380092,3378427.066,166.983993,70.657370,-2765.110,2590
74,166.847890,70.642010,313476.111,-2873,2607,3380090,3378425.368,166.984496,70.662169,-2764.407,2590
75,166.844152,70.649653,313479.271,-2856,2604,3380089,3378423.681,166.982184,70.669881,-2766.840,2591
76,166.840386,70.657347,313482.451,-2846,2602,3380087,3378421.983,166.982595,70.677790,-2774.096,2592
77,166.836644,70.664990,313485.609,-2830,2600,3380086,3378420.298,166.889738,70.687951,-2788.368,2593
78,166.832873,70.672684,313488.788,-2808,2596,3380084,3378418.601,166.874451,70.697100,-2785.297,2592
79,166.829126,70.680327,313491.944,-2798,2594,3380083,3378416.917,166.843193,70.703261,-2781.052,2591
80,166.825351,70.688021,313495.120,-2786,2592,3380080,3378415.221,166.843777,70.704952,-2780.680,2591
81,166.821599,70.695663,313498.274,-2786,2592,3380080,3378413.538,166.844274,70.709701,-2780.468,2591
82,166.817819,70.703357,313501.448,-2809,2596,3380078,3378411.844,166.819847,70.716281,-2790.353,2593
83,166.814062,70.710999,313504.599,-2822,2598,3380077,3378410.162,166.818847,70.724066,-2808.307,2596
84,166.810277,70.718693,313507.771,-2837,2601,3380075,3378408.469,166.810930,70.731533,-2827.554,2599
85,166.806515,70.726335,313510.921,-2851,2604,3380074,3378406.788,166.774088,70.737389,-2841.044,2602
86,166.802725,70.734028,313514.091,-2862,2606,3380072,3378405.096,166.773045,70.745225,-2851.600,2604
87,166.798933,70.741722,313517.259,-2867,2607,3380071,3378403.405,166.937733,70.772295,-2833.765,2604
88,166.795164,70.749363,313520.406,-2873,2608,3380069,3378401.726,166.938161,70.780152,-2826.319,2602
89,166.791367,70.757057,313523.572,-2877,2608,3380067,3378400.036,166.936946,70.780707,-2824.975,2602
90,166.787593,70.764698,313526.716,-2876,2608,3380066,3378398.357,166.937470,70.785455,-2825.934,2602
91,166.783791,70.772392,313529.881,-2874,2608,3380065,3378396.668,166.921183,70.795596,-2827.654,2602
92,166.780013,70.780033,313533.023,-2873,2608,3380063,3378394.992,166.921704,70.800343,-2827.279,2602
93,166.776206,70.787726,313536.185,-2872,2608,3380062,3378393.304,166.898581,70.807007,-2832.097,2602
94,166.772422,70.795367,313539.325,-2873,2608,3380060,3378391.628,166.889426,70.824740,-2833.812,2603
95,166.768611,70.803060,313542.485,-2870,2607,3380059,3378389.941,166.889814,70.832648,-2828.925,2602
96,166.764822,70.810701,313545.623,-2867,2607,3380057,3378388.267,166.889902,70.836335,-2827.673,2602
97,166.761006,70.818394,313548.780,-2863,2606,3380055,3378386.581,166.890291,70.844243,-2824.942,2602
98,166.757212,70.826035,313551.916,-2861,2606,3380055,3378384.908,166.665095,70.844179,-2825.134,2601
99,166.753391,70.833728,313555.072,-2857,2605,3380053,3378383.224,166.663593,70.850952,-2818.808,2599
100,166.749592,70.841368,313558.205,-2861,2606,3380052,3378381.551,166.663224,70.853579,-2818.233,2599
101,166.745766,70.849061,313561.359,-2863,2607,3380050,3378379.868,166.663524,70.861489,-2824.337,2600
102,166.741963,70.856702,313564.490,-2866,2607,3380049,3378378.197,166.662464,70.869274,-2834.469,2602
103,166.738131,70.864394,313567.642,-2870,2608,3380047,3378376.515,166.647226,70.872188,-2838.332,2603
104,166.734323,70.872034,313570.771,-2872,2608,3380046,3378374.845,167.006112,70.909464,-2781.192,2602
105,166.730487,70.879726,313573.920,-2876,2609,3380044,3378373.164,166.992287,70.912476,-2781.968,2601
106,166.726674,70.887367,313577.047,-2880,2610,3380042,3378371.495,166.991526,70.914040,-2781.638,2601
107,166.723142,70.894439,313579.941,-2883,2610,3380040,3378369.951,167.007575,70.922125,-2779.764,2602
108,166.719298,70.902131,313583.087,-2886,2611,3380040,3378368.272,166.984345,70.928801,-2793.419,2603
109,166.715478,70.909771,313586.211,-2890,2611,3380038,3378366.605,166.961126,70.935423,-2807.231,2604
110,166.711629,70.917463,313589.355,-2897,2613,3380037,3378364.927,166.624663,70.925434,-2853.598,2606
111,166.707804,70.925103,313592.477,-2898,2613,3380035,3378363.261,166.609675,70.932464,-2854.743,2606
112,166.703950,70.932794,313595.619,-2902,2614,3380034,3378361.584,166.608569,70.940299,-2857.524,2607
113,166.700120,70.940434,313598.738,-2904,2614,3380032,3378359.919,166.613057,70.948384,-2863.763,2607
114,166.696261,70.948126,313601.878,-2908,2615,3380031,3378358.244,166.569190,70.954942,-2860.947,2608
115,166.692426,70.955765,313604.995,-2909,2615,3380030,3378356.580,166.569487,70.962801,-2869.069,2609
116,166.688562,70.963457,313608.133,-2910,2615,3380028,3378354.906,166.570737,70.969725,-2871.628,2610
117,166.684722,70.971096,313611.248,-2911,2615,3380027,3378353.243,166.561691,70.978117,-2875.736,2611
118,166.680853,70.978787,313614.384,-2912,2616,3380025,3378351.570,166.561960,70.986027,-2879.961,2611
119,166.677008,70.986427,313617.497,-2912,2616,3380024,3378349.909,166.560862,70.993811,-2883.324,2612
120,166.673134,70.994118,313620.630,-2913,2616,3380022,3378348.237,166.562113,71.000735,-2886.874,2612
121,166.669258,71.001808,313623.762,-2910,2616,3380020,3378346.565,166.562084,71.014863,-2884.972,2612
122,166.665405,71.009448,313626.872,-2912,2616,3380019,3378344.906,166.562683,71.016504,-2885.994,2612
123,166.661524,71.017138,313630.002,-2911,2616,3380018,3378343.235,166.562956,71.024414,-2890.743,2613
124,166.657666,71.024777,313633.110,-2911,2616,3380015,3378341.577,166.560459,71.032122,-2899.003,2614
125,166.653779,71.032468,313636.238,-2911,2616,3380015,3378339.908,166.599901,71.042144,-2906.829,2615
126,166.649916,71.040107,313639.343,-2910,2615,3380013,3378338.251,166.608892,71.054624,-2907.123,2615
127,166.646025,71.047797,313642.469,-2908,2615,3380012,3378336.583,166.608483,71.067690,-2905.291,2615
128,166.642157,71.055436,313645.572,-2906,2615,3380010,3378334.927,166.539161,71.072836,-2892.454,2614
129,166.638260,71.063126,313648.696,-2904,2615,3380009,3378333.260,166.546437,71.081124,-2888.437,2613
130,166.634387,71.070764,313651.797,-2901,2614,3380008,3378331.605,166.545484,71.085798,-2886.436,2612
131,166.630485,71.078454,313654.919,-2899,2614,3380006,3378329.939,166.585868,71.097944,-2887.796,2612
132,166.626607,71.086093,313658.018,-2897,2614,3380005,3378328.285,166.591797,71.106103,-2883.976,2611
133,166.622700,71.093783,313661.137,-2894,2613,3380002,3378326.621,166.592509,71.115073,-2877.436,2610
134,166.618817,71.101421,313664.234,-2900,2614,3380002,3378324.968,166.593115,71.116712,-2877.015,2610
135,166.614905,71.109111,313667.351,-2900,2614,3380000,3378323.305,166.562232,71.118794,-2880.398,2611
136,166.611016,71.116749,313670.446,-2898,2614,3379999,3378321.654,166.709743,71.143843,-2881.153,2612
137,166.607099,71.124438,313673.561,-2900,2614,3379997,3378319.992,166.679386,71.143895,-2882.809,2612
138,166.603206,71.132076,313676.654,-2899,2614,3379995,3378318.341,166.685371,71.152050,-2880.404,2612
139,166.599283,71.139766,313679.766,-2896,2614,3379994,3378316.680,166.680202,71.156551,-2883.610,2612
140,166.595384,71.147403,313682.857,-2887,2612,3379993,3378315.031,166.594256,71.169169,-2885.355,2612
141,166.591457,71.155093,313685.967,-2885,2612,3379991,3378313.372,166.600330,71.174269,-2883.255,2611
142,166.587843,71.162163,313688.826,-2884,2611,3379990,3378311.846,166.594466,71.179136,-2882.206,2611
143,166.583937,71.169800,313691.914,-2886,2612,3379989,3378310.199,166.635397,71.195386,-2879.787,2612
144,166.580002,71.177489,313695.021,-2886,2612,3379987,3378308.541,166.632603,71.198974,-2877.986,2611
145,166.576090,71.185126,313698.106,-2890,2613,3379986,3378306.894,166.633216,71.200612,-2877.644,2611
146,166.572150,71.192815,313701.212,-2891,2613,3379984,3378305.238,166.632120,71.208446,-2880.947,2611
147,166.568233,71.200452,313704.295,-2894,2614,3379982,3378303.593,166.624417,71.216915,-2887.180,2613
148,166.564288,71.208141,313707.398,-2900,2615,3379981,3378301.937,166.632508,71.230429,-2887.216,2613
149,166.560366,71.215778,313710.479,-2903,2615,3379980,3378300.293,166.632136,71.233054,-2886.708,2613
150,166.556415,71.223467,313713.580,-2908,2616,3379978,3378298.639,166.632028,71.239901,-2885.402,2613
151,166.552488,71.231104,313716.658,-2917,2618,3379977,3378296.996,166.631385,71.248744,-2887.423,2613
152,166.548532,71.238792,313719.757,-2918,2618,3379975,3378295.342,166.624204,71.255217,-2895.944,2615
153,166.544600,71.246429,313722.834,-2920,2618,3379974,3378293.701,166.623558,71.264060,-2902.999,2616
154,166.540638,71.254117,313725.930,-2924,2619,3379973,3378292.049,166.614955,71.270458,-2908.737,2617
155,166.536674,71.261805,313729.026,-2926,2620,3379970,3378290.397,166.593036,71.278228,-2908.947,2617
156,166.532734,71.269442,313732.099,-2930,2620,3379970,3378288.757,166.591526,71.284948,-2910.627,2617
157,166.528765,71.277130,313735.192,-2936,2621,3379968,3378287.107,166.592257,71.293918,-2913.592,2618
158,166.524819,71.284766,313738.264,-2938,2622,3379967,3378285.468,166.602098,71.311626,-2915.929,2619
159,166.520845,71.292454,313741.355,-2945,2623,3379965,3378283.819,166.602122,71.315363,-2913.995,2618
160,166.516894,71.300090,313744.424,-2942,2622,3379964,3378282.182,166.600327,71.317913,-2913.516,2618
161,166.512914,71.307777,313747.513,-2941,2623,3379962,3378280.534,166.586017,71.324010,-2914.076,2618
162,166.508958,71.315413,313750.580,-2941,2622,3379961,3378278.898,166.586350,71.331866,-2914.394,2618
163,166.504973,71.323101,313753.667,-2941,2622,3379960,3378277.251,166.562509,71.338497,-2917.974,2619
164,166.501012,71.330737,313756.731,-2940,2622,3379958,3378275.616,166.561838,71.347339,-2917.138,2619
165,166.497021,71.338424,313759.816,-2940,2622,3379957,3378273.970,166.531413,71.361930,-2915.095,2618
166,166.493054,71.346060,313762.879,-2937,2622,3379955,3378272.336,166.537842,71.371149,-2901.258,2616
167,166.489058,71.353747,313765.961,-2934,2621,3379954,3378270.692,166.537707,71.377995,-2897.639,2615
168,166.485087,71.361382,313769.022,-2931,2621,3379952,3378269.059,166.537471,71.377511,-2897.698,2615
169,166.481085,71.369069,313772.102,-2931,2621,3379950,3378267.416,166.530494,71.388151,-2895.525,2615
170,166.477108,71.376705,313775.160,-2931,2621,3379950,3378265.784,166.530810,71.396008,-2905.737,2617
171,166.473101,71.384392,313778.238,-2931,2621,3379948,3378264.142,166.522549,71.403464,-2913.312,2618
172,166.469119,71.392027,313781.294,-2932,2621,3379947,3378262.511,166.616708,71.422491,-2897.643,2618
173,166.465107,71.399713,313784.370,-2933,2621,3379945,3378260.871,166.617035,71.430398,-2892.651,2617
174,166.461119,71.407348,313787.424,-2929,2621,3379944,3378259.241,166.616231,71.431961,-2891.679,2617
175,166.457101,71.415035,313790.498,-2920,2619,3379942,3378257.602,166.240962,71.426069,-2875.202,2616
176,166.453108,71.422670,313793.550,-2912,2618,3379941,3378255.973,166.155612,71.429254,-2825.200,2612
177,166.449409,71.429737,313796.374,-2904,2616,3379940,3378254.467,166.154658,71.436468,-2808.519,2609
178,166.445384,71.437423,313799.444,-2893,2614,3379938,3378252.829,166.227569,71.448349,-2817.232,2606
179,166.441383,71.445058,313802.493,-2880,2612,3379937,3378251.203,166.233478,71.456517,-2810.893,2604
180,166.437352,71.452744,313805.562,-2867,2610,3379935,3378249.566,166.240792,71.464814,-2810.082,2604
181,166.433345,71.460379,313808.608,-2866,2610,3379934,3378247.941,166.241578,71.463347,-2810.383,2603
182,166.429309,71.468065,313811.674,-2856,2608,3379932,3378246.305,166.468526,71.485483,-2834.675,2604
183,166.425297,71.475699,313814.719,-2864,2610,3379930,3378244.681,166.468982,71.490230,-2833.677,2604
184,166.421255,71.483385,313817.783,-2868,2610,3379930,3378243.047,166.249287,71.487411,-2823.321,2605
185,166.417238,71.491019,313820.825,-2873,2611,3379928,3378241.424,166.250927,71.495347,-2830.790,2606
186,166.413191,71.498704,313823.887,-2874,2611,3379927,3378239.790,166.263993,71.503952,-2835.761,2607
187,166.409168,71.506338,313826.927,-2872,2611,3379925,3378238.169,166.264209,71.511810,-2844.960,2608
188,166.405115,71.514024,313829.986,-2871,2611,3379924,3378236.537,166.374408,71.531850,-2857.828,2608
189,166.401087,71.521658,313833.024,-2866,2610,3379922,3378234.916,166.374500,71.542815,-2850.558,2607
190,166.397028,71.529343,313836.082,-2860,2609,3379921,3378233.285,166.373816,71.541321,-2850.897,2607
191,166.392967,71.537028,313839.138,-2858,2609,3379919,3378231.655,166.374052,71.549229,-2851.087,2607
192,166.388931,71.544662,313842.173,-2856,2608,3379917,3378230.036,166.374317,71.557086,-2853.422,2608
193,166.384864,71.552347,313845.227,-2855,2608,3379917,3378228.407,166.374555,71.564994,-2854.747,2608
194,166.380822,71.559980,313848.259,-2858,2609,3379915,3378226.790,166.397315,71.583395,-2850.184,2608
195,166.376750,71.567665,313851.311,-2860,2609,3379914,3378225.162,166.413555,71.589031,-2841.880,2606
196,166.372703,71.575298,313854.342,-2865,2610,3379912,3378223.546,166.412304,71.589532,-2843.552,2606
197,166.368625,71.582983,313857.392,-2871,2611,3379910,3378221.919,166.398169,71.596679,-2846.262,2607
198,166.364572,71.590616,313860.420,-2874,2612,3379909,3378220.304,166.281317,71.607659,-2850.852,2608
199,166.360489,71.598300,313863.467,-2878,2612,3379908,3378218.678,166.287699,71.616936,-2834.891,2605
200,166.356430,71.605933,313866.493,-2876,2612,3379907,3378217.064,166.288955,71.623806,-2817.706,2602
201,166.352341,71.613618,313869.539,-2877,2612,3379905,3378215.440,166.289531,71.625498,-2817.348,2602
202,166.348277,71.621250,313872.563,-2873,2612,3379904,3378213.827,166.288509,71.630169,-2818.295,2602
203,166.344183,71.628934,313875.606,-2867,2611,3379902,3378212.204,166.288717,71.638077,-2823.459,2603
204,166.340113,71.636567,313878.628,-2852,2608,3379901,3378210.592,166.295618,71.655643,-2827.586,2604
205,166.336013,71.644251,313881.669,-2842,2606,3379900,3378208.970,166.288612,71.663167,-2822.054,2603
206,166.331938,71.651883,313884.688,-2829,2604,3379897,3378207.360,166.288851,71.671022,-2814.610,2602
207,166.327832,71.659567,313887.727,-2822,2603,3379897,3378205.739,166.358855,71.683667,-2793.067,2598
208,166.323752,71.667199,313890.744,-2822,2603,3379895,3378204.130,166.351893,71.691140,-2777.871,2595
209,166.319640,71.674883,313893.781,-2821,2603,3379894,3378202.510,166.381068,71.700572,-2767.452,2594
210,166.315554,71.682515,313896.796,-2832,2604,3379892,3378200.902,166.381683,71.702210,-2761.173,2592
211,166.311437,71.690199,313899.831,-2839,2606,3379890,3378199.284,166.389174,71.710497,-2758.496,2592
212,166.307345,71.697831,313902.844,-2842,2606,3379890,3378197.677,166.389196,71.714183,-2765.254,2593
213,166.303554,71.704895,313905.632,-2840,2606,3379888,3378196.190,166.389782,71.721473,-2784.388,2597
214,166.299429,71.712578,313908.663,-2842,2607,3379887,3378194.573,166.388590,71.729304,-2799.808,2600
215,166.295329,71.720210,313911.673,-2845,2607,3379885,3378192.968,166.428995,71.748608,-2782.685,2598
216,166.291198,71.727893,313914.702,-2845,2607,3379884,3378191.353,166.429748,71.747189,-2782.584,2598
217,166.287092,71.735525,313917.710,-2845,2607,3379883,3378189.749,166.749295,71.780752,-2638.161,2595
218,166.282956,71.743208,313920.737,-2840,2606,3379881,3378188.135,166.689048,71.786629,-2652.540,2592
219,166.278844,71.750839,313923.742,-2834,2605,3379880,3378186.532,166.687560,71.793346,-2627.765,2588
220,166.274702,71.758522,313926.767,-2837,2606,3379877,3378184.919,166.687948,71.801249,-2615.909,2586
221,166.270584,71.766153,313929.771,-2833,2605,3379877,3378183.317,166.626187,71.806983,-2632.464,2584
222,166.266436,71.773835,313932.793,-2827,2604,3379875,3378181.705,166.623637,71.814738,-2615.318,2581
223,166.262313,71.781466,313935.794,-2814,2602,3379874,3378180.105,166.539084,71.817208,-2625.300,2577
224,166.258160,71.789149,313938.815,-2799,2599,3379873,3378178.494,166.537954,71.825037,-2604.662,2574
225,166.254003,71.796831,313941.834,-2784,2596,3379870,3378176.884,166.530993,71.832567,-2593.286,2572
226,166.249872,71.804462,313944.832,-2763,2593,3379870,3378175.285,166.531345,71.840420,-2584.711,2571
227,166.245709,71.812144,313947.849,-2743,2589,3379868,3378173.677,166.531672,71.848325,-2580.058,2570
228,166.241572,71.819774,313950.845,-2712,2584,3379867,3378172.079,166.758847,71.868698,-2446.800,2567
229,166.237404,71.827456,313953.860,-2684,2579,3379866,3378170.471,166.754885,71.876381,-2432.379,2565
230,166.233261,71.835087,313956.853,-2650,2573,3379864,3378168.875,166.570828,71.870765,-2521.569,2563
231,166.229087,71.842769,313959.866,-2613,2566,3379863,3378167.269,166.569711,71.878594,-2500.190,2560
232,166.224938,71.850399,313962.857,-2578,2560,3379861,3378165.674,166.206619,71.871725,-2565.235,2558
233,166.220758,71.858081,313965.868,-2569,2559,3379860,3378164.068,166.157175,71.876998,-2531.668,2552
234,166.216604,71.865711,313968.857,-2549,2555,3379859,3378162.474,166.155915,71.884773,-2479.678,2543
235,166.212418,71.873392,313971.865,-2535,2553,3379857,3378160.870,166.155869,71.888509,-2460.232,2539
236,166.208258,71.881022,313974.852,-2518,2550,3379856,3378159.278,166.131650,71.896106,-2450.680,2538
237,166.204066,71.888703,313977.858,-2515,2549,3379854,3378157.675,166.132223,71.897797,-2450.239,2538
238,166.199900,71.896333,313980.843,-2494,2545,3379853,3378156.083,166.124687,71.904202,-2456.726,2539
239,166.195703,71.904014,313983.847,-2474,2542,3379852,3378154.482,166.202209,71.926603,-2450.991,2538
240,166.191531,71.911643,313986.830,-2459,2539,3379850,3378152.891,166.202432,71.934457,-2419.822,2532
241,166.187328,71.919324,313989.832,-2438,2536,3379849,3378151.291,166.183583,71.941358,-2403.052,2530
242,166.183150,71.926954,313992.812,-2393,2527,3379847,3378149.702,166.179177,71.944811,-2394.556,2528
243,166.178941,71.934635,313995.812,-2435,2535,3379845,3378148.102,166.179758,71.946502,-2409.182,2530
244,166.174757,71.942264,313998.790,-2471,2542,3379845,3378146.514,166.178507,71.954282,-2448.252,2537
245,166.170542,71.949944,314001.787,-2495,2546,3379843,3378144.916,166.171361,71.961804,-2479.800,2543
246,166.166353,71.957573,314004.764,-2510,2549,3379842,3378143.330,166.078536,71.974085,-2476.113,2543
247,166.162132,71.965254,314007.759,-2513,2549,3379840,3378141.733,166.083297,71.979119,-2473.234,2542
248,166.157936,71.972883,314010.733,-2504,2548,3379839,3378140.147,166.110113,71.992547,-2467.145,2541
249,166.154050,71.979944,314013.485,-2487,2545,3379837,3378138.680,166.163513,72.002629,-2447.431,2538
250,166.149821,71.987624,314016.477,-2462,2540,3379836,3378137.085,166.272527,72.016232,-2418.231,2534
251,166.145617,71.995253,314019.447,-2442,2537,3379835,3378135.501,166.261013,72.023472,-2406.485,2532
252,166.141381,72.002933,314022.437,-2425,2534,3379833,3378133.907,166.241858,72.026210,-2392.362,2529
253,166.137171,72.010561,314025.406,-2405,2530,3379832,3378132.324,166.187440,72.034319,-2325.081,2516
254,166.132930,72.018241,314028.393,-2387,2527,3379830,3378130.732,166.193954,72.043594,-2297.026,2512
255,166.128714,72.025869,314031.360,-2382,2526,3379829,3378129.150,166.194762,72.042125,-2297.242,2511
256,166.124467,72.033549,314034.345,-2375,2525,3379828,3378127.559,166.187169,72.048584,-2305.460,2513
257,166.120245,72.041177,314037.309,-2382,2526,3379827,3378125.979,166.179830,72.059160,-2311.404,2514
258,166.115992,72.048857,314040.293,-2388,2527,3379825,3378124.388,166.178746,72.063882,-2319.738,2515
259,166.111764,72.056484,314043.255,-2403,2530,3379824,3378122.809,166.177494,72.071660,-2345.485,2520
260,166.107504,72.064164,314046.236,-2410,2531,3379822,3378121.220,166.177690,72.079568,-2375.850,2525
261,166.103242,72.071843,314049.216,-2423,2534,3379821,3378119.632,166.069085,72.082793,-2393.383,2528
262,166.099005,72.079471,314052.174,-2429,2535,3379820,3378118.054,166.006602,72.096685,-2384.312,2528
