Column,SpacecraftLon,SpacecraftLat,SpacecraftHgt,NadirHgt,NadirLine,NadirAreoidRad,NadirEllipsoidRad,FirstLon,FirstLat,FirstHgt,FirstLine
1118,160.749642,78.573357,316176.666,-2926,2649,3378843,3376995.788,160.593021,78.572714,-2907.163,2646
1119,160.740212,78.580904,316178.664,-2927,2649,3378842,3376994.751,160.569972,78.579579,-2906.498,2646
1120,160.730835,78.588400,316180.648,-2929,2649,3378842,3376993.723,160.474703,78.592285,-2900.949,2647
1121,160.721382,78.595947,316182.644,-2931,2650,3378841,3376992.688,160.476375,78.600380,-2892.089,2645
1122,160.711982,78.603442,316184.625,-2932,2650,3378840,3376991.661,160.476680,78.602023,-2891.864,2645
1123,160.702506,78.610988,316186.618,-2932,2650,3378839,3376990.627,160.477398,78.605850,-2891.673,2645
1124,160.693083,78.618484,316188.597,-2930,2650,3378837,3376989.601,160.474621,78.613670,-2894.435,2645
1125,160.683584,78.626029,316190.588,-2931,2650,3378837,3376988.569,160.467252,78.621316,-2903.556,2647
1126,160.674074,78.633574,316192.578,-2932,2650,3378836,3376987.537,160.524966,78.639580,-2911.975,2647
1127,160.664616,78.641068,316194.554,-2930,2650,3378835,3376986.513,160.525279,78.641222,-2911.779,2647
1128,160.655082,78.648613,316196.541,-2929,2650,3378834,3376985.483,160.524732,78.649205,-2916.606,2648
1129,160.645601,78.656107,316198.514,-2926,2649,3378834,3376984.461,160.725687,78.673346,-2917.453,2648
1130,160.636814,78.663043,316200.340,-2928,2650,3378833,3376983.515,160.726469,78.673364,-2918.784,2648
1131,160.627247,78.670587,316202.324,-2933,2651,3378832,3376982.486,160.669502,78.689132,-2917.804,2648
1132,160.617731,78.678080,316204.293,-2936,2651,3378830,3376981.466,160.663528,78.692574,-2914.586,2647
1133,160.608140,78.685623,316206.275,-2935,2651,3378830,3376980.439,160.532749,78.692060,-2913.739,2647
1134,160.598602,78.693115,316208.242,-2933,2651,3378829,3376979.420,160.529009,78.695611,-2915.867,2647
1135,160.588987,78.700658,316210.222,-2924,2649,3378828,3376978.394,160.532233,78.710108,-2914.897,2647
1136,160.579425,78.708150,316212.187,-2927,2650,3378828,3376977.377,160.601993,78.719372,-2916.000,2648
1137,160.569786,78.715692,316214.164,-2926,2649,3378827,3376976.352,160.313409,78.709958,-2901.528,2648
1138,160.560201,78.723183,316216.126,-2920,2648,3378825,3376975.336,160.554350,78.738274,-2912.715,2647
1139,160.550538,78.730725,316218.101,-2937,2651,3378825,3376974.313,160.554860,78.741033,-2912.342,2647
1140,160.540929,78.738215,316220.061,-2936,2651,3378824,3376973.298,160.360573,78.741525,-2905.192,2647
1141,160.531243,78.745756,316222.033,-2929,2650,3378823,3376972.277,160.335905,78.743038,-2903.987,2647
1142,160.521610,78.753246,316223.991,-2927,2650,3378822,3376971.263,160.486029,78.757359,-2917.965,2648
1143,160.511900,78.760787,316225.961,-2924,2649,3378821,3376970.243,160.439545,78.772580,-2920.158,2648
1144,160.502243,78.768276,316227.916,-2927,2650,3378821,3376969.231,160.439371,78.772088,-2920.279,2648
1145,160.492509,78.775816,316229.883,-2943,2653,3378820,3376968.212,160.303338,78.782879,-2908.045,2648
1146,160.482828,78.783305,316231.837,-2944,2653,3378819,3376967.201,160.405259,78.792711,-2908.385,2647
1147,160.473070,78.790844,316233.802,-2944,2653,3378817,3376966.184,160.403203,78.794290,-2909.061,2646
1148,160.463365,78.798332,316235.752,-2929,2650,3378817,3376965.174,160.350527,78.802820,-2915.244,2648
1149,160.453583,78.805871,316237.715,-2924,2649,3378816,3376964.158,160.436394,78.821387,-2916.078,2648
1150,160.443854,78.813359,316239.663,-2912,2647,3378815,3376963.150,160.438164,78.829431,-2908.246,2647
1151,160.434047,78.820897,316241.624,-2911,2647,3378814,3376962.135,160.436594,78.833144,-2906.108,2646
1152,160.424294,78.828384,316243.570,-2917,2648,3378814,3376961.128,160.404893,78.834274,-2904.567,2646
1153,160.414463,78.835921,316245.528,-2919,2649,3378813,3376960.115,160.615811,78.858858,-2904.045,2648
1154,160.404685,78.843408,316247.471,-2919,2649,3378812,3376959.109,160.615890,78.859432,-2905.384,2648
1155,160.394829,78.850945,316249.427,-2925,2650,3378810,3376958.098,160.414645,78.858733,-2919.339,2648
1156,160.385027,78.858431,316251.368,-2928,2650,3378810,3376957.093,160.377139,78.864857,-2921.796,2649
1157,160.375147,78.865967,316253.321,-2935,2651,3378809,3376956.083,160.509581,78.884590,-2917.598,2649
1158,160.365321,78.873452,316255.260,-2944,2653,3378808,3376955.080,160.509105,78.892520,-2914.537,2649
1159,160.355415,78.880988,316257.211,-2949,2654,3378808,3376954.071,160.507048,78.894100,-2914.437,2649
1160,160.345498,78.888524,316259.161,-2952,2655,3378807,3376953.063,160.513460,78.902417,-2916.492,2649
1161,160.335634,78.896008,316261.096,-2937,2652,3378805,3376952.062,160.328917,78.907733,-2920.615,2649
1162,160.325692,78.903543,316263.043,-2956,2655,3378805,3376951.055,160.329150,78.909425,-2920.389,2649
1163,160.315804,78.911027,316264.976,-2932,2651,3378804,3376950.055,160.288887,78.924916,-2923.461,2649
1164,160.305836,78.918561,316266.921,-2925,2650,3378803,3376949.050,160.289348,78.927676,-2923.259,2649
1165,160.295923,78.926044,316268.852,-2961,2656,3378802,3376948.052,160.246905,78.933557,-2925.392,2650
1166,160.285931,78.933578,316270.794,-2961,2656,3378802,3376947.047,160.147599,78.943023,-2917.576,2649
1167,160.275993,78.941061,316272.722,-2956,2656,3378801,3376946.051,160.218974,78.954503,-2919.048,2649
1168,160.265975,78.948594,316274.662,-2923,2650,3378800,3376945.048,160.220330,78.961531,-2913.835,2648
1169,160.256012,78.956076,316276.588,-2948,2654,3378799,3376944.052,160.220617,78.963173,-2914.367,2648
1170,160.245969,78.963608,316278.526,-2949,2654,3378798,3376943.051,160.219190,78.967952,-2915.704,2648
1171,160.235981,78.971090,316280.450,-2955,2655,3378797,3376942.057,160.302703,78.981049,-2927.743,2651
1172,160.225913,78.978621,316282.385,-2956,2656,3378796,3376941.057,160.299684,78.988916,-2934.699,2652
1173,160.215899,78.986102,316284.306,-2956,2656,3378796,3376940.064,160.193677,79.001210,-2929.820,2651
1174,160.205806,78.993633,316286.239,-2937,2652,3378795,3376939.065,160.213731,79.009151,-2917.018,2649
1175,160.195767,79.001114,316288.158,-2918,2649,3378794,3376938.074,160.211909,79.011746,-2916.674,2649
1176,160.186463,79.008038,316289.933,-2949,2654,3378792,3376937.157,160.070603,79.018527,-2917.722,2649
1177,160.176332,79.015568,316291.862,-2947,2654,3378792,3376936.160,160.088479,79.027429,-2915.600,2649
1178,160.166256,79.023047,316293.778,-2940,2653,3378790,3376935.171,160.087879,79.024802,-2915.447,2648
1179,160.156099,79.030577,316295.705,-2950,2655,3378790,3376934.175,159.936346,79.032736,-2904.343,2648
1180,160.145997,79.038056,316297.618,-2955,2656,3378790,3376933.187,159.936593,79.034378,-2904.126,2648
1181,160.135814,79.045585,316299.542,-2954,2656,3378789,3376932.193,160.227862,79.063037,-2917.400,2649
1182,160.125687,79.053063,316301.453,-2956,2656,3378788,3376931.207,160.243425,79.070697,-2915.113,2649
1183,160.115478,79.060591,316303.375,-2948,2654,3378787,3376930.214,160.154216,79.078606,-2908.100,2648
1184,160.105325,79.068069,316305.284,-2923,2650,3378785,3376929.229,160.154499,79.080248,-2907.884,2647
1185,160.095090,79.075597,316307.203,-2957,2656,3378785,3376928.238,160.155165,79.084074,-2909.436,2648
1186,160.084911,79.083074,316309.109,-2947,2654,3378785,3376927.254,160.154449,79.092004,-2918.643,2649
1187,160.074650,79.090601,316311.027,-2940,2653,3378784,3376926.264,160.075744,79.106753,-2924.150,2650
1188,160.064445,79.098077,316312.930,-2936,2652,3378783,3376925.282,160.055882,79.112694,-2917.704,2649
1189,160.054158,79.105604,316314.846,-2917,2649,3378782,3376924.293,160.296034,79.132335,-2899.990,2649
1190,160.043927,79.113079,316316.747,-2921,2650,3378781,3376923.312,160.014307,79.127710,-2913.735,2648
1191,160.033613,79.120605,316318.659,-2932,2652,3378780,3376922.325,160.250690,79.139798,-2896.374,2647
1192,160.023356,79.128080,316320.558,-2935,2652,3378780,3376921.345,160.110408,79.140986,-2906.774,2648
1193,160.013016,79.135605,316322.469,-2941,2654,3378779,3376920.359,160.108923,79.145765,-2913.093,2649
1194,160.002732,79.143080,316324.365,-2941,2654,3378778,3376919.381,159.951713,79.156636,-2909.505,2648
1195,159.992366,79.150605,316326.273,-2930,2652,3378777,3376918.396,159.952944,79.163664,-2896.698,2646
1196,159.982055,79.158078,316328.167,-2896,2645,3378776,3376917.419,159.953410,79.166373,-2895.899,2645
1197,159.971662,79.165602,316330.073,-2927,2651,3378775,3376916.436,159.954015,79.170200,-2896.844,2645
1198,159.961325,79.173075,316331.964,-2917,2649,3378775,3376915.461,159.924701,79.176738,-2912.324,2648
1199,159.950905,79.180599,316333.868,-2931,2652,3378774,3376914.479,159.828484,79.190613,-2902.682,2647
1200,159.940472,79.188122,316335.770,-2916,2649,3378772,3376913.498,159.822717,79.198359,-2894.506,2646
1201,159.930095,79.195594,316337.658,-2927,2651,3378772,3376912.525,159.821568,79.205221,-2888.279,2645
1202,159.919634,79.203116,316339.557,-2926,2651,3378770,3376911.545,159.821143,79.203712,-2888.476,2644
1203,159.909231,79.210588,316341.443,-2924,2650,3378770,3376910.573,159.727012,79.217625,-2892.916,2646
1204,159.898743,79.218110,316343.340,-2924,2651,3378770,3376909.595,160.085608,79.242090,-2889.600,2646
1205,159.888312,79.225580,316345.224,-2922,2650,3378769,3376908.624,160.060963,79.248869,-2887.998,2646
1206,159.877798,79.233102,316347.119,-2918,2650,3378768,3376907.647,160.063115,79.248541,-2887.818,2646
1207,159.867340,79.240572,316349.000,-2914,2649,3378767,3376906.677,160.007165,79.252753,-2893.078,2646
1208,159.856798,79.248092,316350.892,-2917,2649,3378765,3376905.702,160.099544,79.265220,-2887.046,2647
1209,159.846313,79.255562,316352.771,-2926,2651,3378765,3376904.734,159.592563,79.249485,-2886.196,2646
1210,159.835744,79.263082,316354.661,-2931,2652,3378765,3376903.760,160.121940,79.282274,-2890.618,2648
1211,159.825231,79.270551,316356.537,-2937,2653,3378764,3376902.793,160.116414,79.289974,-2895.790,2649
1212,159.814635,79.278070,316358.425,-2936,2653,3378763,3376901.820,159.621747,79.284521,-2909.661,2650
1213,159.804095,79.285538,316360.299,-2931,2652,3378762,3376900.855,159.622501,79.289366,-2906.701,2649
1214,159.793470,79.293056,316362.184,-2915,2649,3378761,3376899.884,159.686565,79.303735,-2893.624,2646
1215,159.782903,79.300524,316364.055,-2915,2649,3378760,3376898.919,159.717380,79.303705,-2895.961,2646
1216,159.772251,79.308042,316365.938,-2922,2651,3378760,3376897.950,159.684917,79.309087,-2900.045,2647
1217,159.761657,79.315509,316367.807,-2922,2651,3378759,3376896.987,159.614486,79.314659,-2907.104,2649
1218,159.750976,79.323026,316369.688,-2926,2651,3378758,3376896.018,159.648580,79.333900,-2901.849,2647
1219,159.740354,79.330492,316371.555,-2927,2652,3378757,3376895.057,159.647505,79.341828,-2886.051,2645
1220,159.729646,79.338009,316373.433,-2932,2653,3378756,3376894.090,159.647652,79.343521,-2887.167,2645
1221,159.719788,79.344919,316375.159,-2933,2653,3378756,3376893.201,159.646630,79.346626,-2897.601,2646
1222,159.709125,79.352385,316377.022,-2932,2653,3378755,3376892.242,159.587790,79.351716,-2897.836,2647
1223,159.698376,79.359900,316378.897,-2924,2651,3378754,3376891.277,159.541030,79.358507,-2897.130,2647
1224,159.687684,79.367365,316380.758,-2913,2649,3378752,3376890.319,159.547984,79.372130,-2897.271,2647
1225,159.676907,79.374880,316382.630,-2911,2649,3378752,3376889.355,159.522818,79.379987,-2889.820,2646
1226,159.666188,79.382344,316384.488,-2908,2648,3378750,3376888.398,159.795135,79.403375,-2879.992,2644
1227,159.655382,79.389858,316386.358,-2890,2645,3378750,3376887.436,159.641621,79.403953,-2860.974,2640
1228,159.644635,79.397321,316388.214,-2860,2640,3378750,3376886.481,159.640542,79.411880,-2825.627,2634
1229,159.633800,79.404834,316390.082,-2838,2636,3378749,3376885.520,159.640877,79.414639,-2825.274,2634
1230,159.623024,79.412297,316391.936,-2837,2636,3378748,3376884.566,159.819641,79.433385,-2797.826,2631
1231,159.612162,79.419810,316393.801,-2865,2641,3378747,3376883.606,159.818212,79.439228,-2794.803,2630
1232,159.601357,79.427272,316395.652,-2868,2641,3378747,3376882.654,159.819079,79.444071,-2793.741,2630
1233,159.590466,79.434784,316397.515,-2875,2643,3378745,3376881.696,159.854329,79.452729,-2789.417,2630
1234,159.579560,79.442296,316399.376,-2874,2642,3378745,3376880.738,159.850903,79.460591,-2792.027,2631
1235,159.568712,79.449756,316401.224,-2871,2642,3378744,3376879.788,159.845109,79.468286,-2801.216,2632
1236,159.557777,79.457267,316403.083,-2868,2641,3378743,3376878.832,159.846548,79.476381,-2806.742,2634
1237,159.546901,79.464728,316404.929,-2863,2641,3378743,3376877.883,159.326433,79.469651,-2809.931,2633
1238,159.535937,79.472238,316406.786,-2853,2639,3378742,3376876.928,159.322615,79.477508,-2797.488,2631
1239,159.525032,79.479698,316408.629,-2841,2637,3378741,3376875.980,159.321299,79.485435,-2786.870,2629
1240,159.514039,79.487207,316410.483,-2829,2635,3378740,3376875.027,159.354011,79.495096,-2783.367,2627
1241,159.503105,79.494666,316412.324,-2811,2631,3378739,3376874.080,159.352237,79.499821,-2779.906,2627
1242,159.492083,79.502175,316414.176,-2799,2629,3378738,3376873.128,159.458245,79.513067,-2781.756,2626
1243,159.481120,79.509633,316416.014,-2800,2630,3378738,3376872.183,159.458443,79.514708,-2781.548,2626
1244,159.470068,79.517141,316417.864,-2809,2631,3378737,3376871.233,159.459599,79.522806,-2791.523,2628
1245,159.459075,79.524599,316419.700,-2828,2635,3378736,3376870.289,159.460831,79.530853,-2808.729,2631
1246,159.447994,79.532106,316421.547,-2849,2638,3378735,3376869.340,159.461820,79.537883,-2826.506,2634
1247,159.436972,79.539563,316423.380,-2868,2642,3378734,3376868.398,159.455710,79.545573,-2843.980,2637
1248,159.425861,79.547070,316425.225,-2888,2645,3378734,3376867.450,159.478933,79.554743,-2861.823,2641
1249,159.414810,79.554526,316427.056,-2896,2647,3378732,3376866.509,159.477734,79.562670,-2876.490,2643
1250,159.403669,79.562032,316428.899,-2912,2650,3378732,3376865.563,159.486282,79.571125,-2890.091,2646
1251,159.392589,79.569487,316430.728,-2918,2651,3378731,3376864.623,159.487547,79.579171,-2902.745,2648
1252,159.381418,79.576993,316432.567,-2922,2651,3378730,3376863.678,159.424818,79.584168,-2915.116,2650
1253,159.370307,79.584448,316434.394,-2926,2652,3378730,3376862.740,159.219771,79.583182,-2911.296,2650
1254,159.359107,79.591952,316436.232,-2929,2653,3378729,3376861.796,159.210931,79.590796,-2914.838,2651
1255,159.347966,79.599406,316438.056,-2931,2653,3378728,3376860.860,159.415339,79.618315,-2913.299,2650
1256,159.336735,79.606910,316439.891,-2932,2653,3378727,3376859.917,159.421421,79.626650,-2900.005,2648
1257,159.325565,79.614363,316441.712,-2931,2653,3378725,3376858.982,159.425119,79.634815,-2880.538,2645
1258,159.314304,79.621866,316443.545,-2927,2653,3378725,3376858.041,159.422601,79.635320,-2881.141,2645
1259,159.303103,79.629319,316445.365,-2926,2653,3378725,3376857.107,159.420844,79.640045,-2882.494,2645
1260,159.291812,79.636821,316447.195,-2918,2651,3378724,3376856.168,159.419527,79.648022,-2888.218,2646
1261,159.280581,79.644273,316449.012,-2929,2653,3378723,3376855.235,159.414883,79.665316,-2878.251,2645
1262,159.269259,79.651775,316450.840,-2930,2653,3378722,3376854.297,159.415006,79.667008,-2877.290,2644
1263,159.257997,79.659226,316452.655,-2923,2652,3378722,3376853.366,159.410765,79.671612,-2877.715,2645
1264,159.246645,79.666727,316454.480,-2912,2650,3378720,3376852.429,159.350097,79.677784,-2884.557,2645
1265,159.235353,79.674177,316456.292,-2903,2648,3378720,3376851.499,159.141757,79.684110,-2876.712,2644
1266,159.223970,79.681678,316458.116,-2902,2648,3378719,3376850.564,159.139501,79.686749,-2876.272,2644
1267,159.212647,79.689127,316459.925,-2916,2651,3378718,3376849.635,159.140091,79.691594,-2877.557,2644
1268,159.202076,79.696073,316461.612,-2924,2652,3378718,3376848.770,159.025171,79.692341,-2882.992,2646
1269,159.190724,79.703522,316463.419,-2931,2654,3378717,3376847.843,159.057254,79.712533,-2891.396,2647
1270,159.179280,79.711021,316465.238,-2921,2652,3378716,3376846.910,159.040743,79.719776,-2889.052,2647
1271,159.167897,79.718469,316467.043,-2918,2651,3378715,3376845.984,159.040884,79.721418,-2889.181,2646
1272,159.156421,79.725967,316468.859,-2919,2652,3378715,3376845.053,158.937696,79.727570,-2884.306,2647
1273,159.145007,79.733415,316470.662,-2922,2652,3378714,3376844.129,158.937820,79.729213,-2884.880,2647
1274,159.133500,79.740912,316472.475,-2926,2653,3378712,3376843.199,158.849767,79.739279,-2887.742,2649
1275,159.122055,79.748359,316474.276,-2943,2656,3378712,3376842.276,158.849761,79.739854,-2889.782,2649
1276,159.110517,79.755855,316476.087,-2932,2654,3378711,3376841.347,158.811452,79.753447,-2882.986,2648
1277,159.099040,79.763301,316477.885,-2917,2651,3378711,3376840.426,159.167145,79.781033,-2889.908,2647
1278,159.087471,79.770797,316479.694,-2917,2651,3378710,3376839.499,158.993138,79.781668,-2883.079,2645
1279,159.075963,79.778242,316481.490,-2911,2650,3378709,3376838.578,158.971163,79.785410,-2873.034,2644
1280,159.064361,79.785737,316483.296,-2910,2650,3378708,3376837.653,158.968586,79.785912,-2882.972,2645
1281,159.052822,79.793182,316485.089,-2904,2649,3378707,3376836.734,158.917080,79.792448,-2881.165,2645
1282,159.041188,79.800676,316486.893,-2904,2649,3378707,3376835.809,158.843144,79.800049,-2881.894,2646
1283,159.029617,79.808120,316488.684,-2906,2650,3378705,3376834.892,158.899703,79.816151,-2889.021,2647
1284,159.017952,79.815613,316490.486,-2906,2649,3378705,3376833.969,158.899498,79.815708,-2889.159,2647
1285,159.006349,79.823056,316492.274,-2910,2650,3378704,3376833.053,158.907893,79.824125,-2890.484,2647
1286,158.994651,79.830549,316494.074,-2916,2651,3378704,3376832.131,158.678806,79.830428,-2873.181,2647
1287,158.983016,79.837991,316495.860,-2933,2654,3378703,3376831.217,158.678587,79.828868,-2872.123,2646
1288,158.971287,79.845483,316497.657,-2932,2654,3378702,3376830.296,158.805810,79.852793,-2879.406,2646
1289,158.959619,79.852925,316499.440,-2938,2655,3378700,3376829.383,159.002598,79.866172,-2872.432,2644
1290,158.947857,79.860416,316501.235,-2925,2653,3378700,3376828.464,159.002796,79.868931,-2872.094,2644
1291,158.936158,79.867856,316503.016,-2892,2647,3378700,3376827.552,158.682154,79.870775,-2877.202,2647
1292,158.924363,79.875347,316504.808,-2908,2650,3378699,3376826.635,158.612239,79.875373,-2869.972,2646
1293,158.912631,79.882787,316506.587,-2897,2648,3378698,3376825.724,158.612316,79.877016,-2869.771,2646
1294,158.900804,79.890276,316508.377,-2896,2648,3378697,3376824.808,158.609985,79.880720,-2874.762,2647
1295,158.889040,79.897716,316510.154,-2898,2648,3378697,3376823.899,158.851705,79.911260,-2891.586,2647
1296,158.877179,79.905204,316511.941,-2900,2649,3378696,3376822.984,158.851744,79.912952,-2890.268,2647
1297,158.865382,79.912643,316513.715,-2898,2648,3378695,3376822.076,158.786417,79.914581,-2889.847,2647
1298,158.853489,79.920131,316515.500,-2901,2649,3378694,3376821.163,158.961886,79.930115,-2891.315,2647
1299,158.841659,79.927568,316517.272,-2915,2651,3378692,3376820.257,158.933156,79.943095,-2888.374,2647
1300,158.829733,79.935056,316519.054,-2930,2654,3378692,3376819.345,158.933209,79.944787,-2888.168,2647
1301,158.817870,79.942492,316520.824,-2923,2653,3378692,3376818.440,158.946840,79.953447,-2887.115,2647
1302,158.805911,79.949979,316522.604,-2910,2650,3378691,3376817.529,158.664171,79.958364,-2879.407,2646
1303,158.794015,79.957415,316524.371,-2889,2647,3378690,3376816.626,158.647090,79.965539,-2868.424,2644
1304,158.782022,79.964901,316526.149,-2890,2647,3378690,3376815.716,158.647096,79.967231,-2866.885,2643
1305,158.770093,79.972336,316527.913,-2902,2649,3378689,3376814.814,158.644844,79.970884,-2875.331,2645
1306,158.758066,79.979821,316529.688,-2904,2650,3378688,3376813.906,158.615620,79.984956,-2878.624,2646
1307,158.746104,79.987255,316531.451,-2891,2647,3378687,3376813.006,158.615702,79.986599,-2878.342,2645
1308,158.734043,79.994739,316533.224,-2893,2648,3378687,3376812.099,158.874651,80.012572,-2882.505,2647
1309,158.722047,80.002173,316534.983,-2898,2649,3378685,3376811.200,158.500506,80.006580,-2877.674,2646
1310,158.709953,80.009656,316536.754,-2898,2649,3378685,3376810.295,158.500489,80.008273,-2877.469,2646
1311,158.697842,80.017139,316538.523,-2901,2649,3378684,3376809.391,158.498094,80.011975,-2878.243,2646
1312,158.685796,80.024571,316540.279,-2897,2648,3378683,3376808.493,158.537912,80.032589,-2881.644,2646
1313,158.673650,80.032054,316542.046,-2898,2649,3378683,3376807.590,158.537625,80.031078,-2881.965,2646
1314,158.661570,80.039485,316543.800,-2900,2649,3378682,3376806.694,158.561282,80.040257,-2888.941,2647
1315,158.650372,80.046364,316545.423,-2900,2649,3378680,3376805.865,158.555147,80.047377,-2891.194,2648
1316,158.638177,80.053845,316547.186,-2901,2649,3378680,3376804.964,158.389691,80.053684,-2879.880,2647
1317,158.626046,80.061275,316548.936,-2899,2649,3378680,3376804.070,158.441718,80.067467,-2882.333,2647
1318,158.613817,80.068755,316550.697,-2886,2647,3378679,3376803.171,158.609080,80.082669,-2883.618,2646
1319,158.601652,80.076185,316552.445,-2893,2648,3378678,3376802.278,158.586716,80.090658,-2876.881,2645
1320,158.589388,80.083664,316554.204,-2876,2645,3378677,3376801.380,158.587209,80.097688,-2873.705,2645
1321,158.577189,80.091093,316555.950,-2876,2645,3378677,3376800.489,158.587886,80.105736,-2870.741,2644
1322,158.564890,80.098571,316557.706,-2878,2645,3378676,3376799.592,158.587986,80.108495,-2870.410,2644
1323,158.552656,80.105999,316559.449,-2883,2646,3378675,3376798.702,158.531653,80.110581,-2872.605,2644
1324,158.540322,80.113477,316561.203,-2880,2646,3378674,3376797.807,158.533050,80.128289,-2874.376,2645
1325,158.528053,80.120904,316562.944,-2893,2648,3378674,3376796.919,158.533124,80.129930,-2871.846,2644
1326,158.515685,80.128381,316564.695,-2891,2648,3378673,3376796.025,158.335317,80.134708,-2867.164,2645
1327,158.503381,80.135807,316566.433,-2889,2648,3378672,3376795.138,158.335579,80.139553,-2859.475,2643
1328,158.490977,80.143283,316568.182,-2887,2647,3378671,3376794.245,158.338561,80.147779,-2859.049,2643
1329,158.478639,80.150708,316569.918,-2886,2647,3378671,3376793.359,158.338529,80.148353,-2858.980,2643
1330,158.466199,80.158183,316571.665,-2883,2646,3378670,3376792.468,158.338931,80.156452,-2864.348,2643
1331,158.453826,80.165608,316573.399,-2881,2646,3378669,3376791.584,158.259855,80.171232,-2864.255,2644
1332,158.441351,80.173082,316575.143,-2891,2648,3378667,3376790.694,158.242056,80.178437,-2860.953,2644
1333,158.428942,80.180506,316576.874,-2881,2646,3378667,3376789.811,158.242083,80.180079,-2860.757,2644
1334,158.416431,80.187979,316578.616,-2877,2646,3378667,3376788.923,158.172745,80.191129,-2857.667,2644
1335,158.403987,80.195402,316580.345,-2876,2645,3378665,3376788.041,158.199066,80.200460,-2859.781,2644
1336,158.391440,80.202875,316582.084,-2878,2646,3378665,3376787.154,158.261548,80.208422,-2862.503,2643
1337,158.378960,80.210297,316583.810,-2880,2646,3378665,3376786.274,158.261580,80.210065,-2862.309,2643
1338,158.366378,80.217769,316585.547,-2884,2647,3378664,3376785.389,158.155806,80.222527,-2851.610,2642
1339,158.353862,80.225190,316587.272,-2877,2646,3378663,3376784.510,158.174386,80.231474,-2840.440,2640
1340,158.341243,80.232661,316589.006,-2878,2646,3378662,3376783.626,158.174318,80.233166,-2840.239,2640
1341,158.328691,80.240081,316590.728,-2870,2645,3378662,3376782.748,158.227031,80.246978,-2850.607,2641
1342,158.316036,80.247551,316592.460,-2864,2643,3378660,3376781.866,158.226973,80.248670,-2850.407,2641
1343,158.303448,80.254970,316594.179,-2859,2643,3378660,3376780.990,158.141729,80.262102,-2847.932,2641
1344,158.290757,80.262439,316595.909,-2877,2646,3378659,3376780.108,158.149776,80.269518,-2846.725,2641
1345,158.278047,80.269908,316597.637,-2870,2644,3378659,3376779.228,158.149705,80.271210,-2846.526,2641
1346,158.265404,80.277326,316599.353,-2876,2646,3378658,3376778.354,158.338880,80.291647,-2849.008,2641
1347,158.252658,80.284794,316601.079,-2871,2645,3378657,3376777.474,158.338920,80.294406,-2848.684,2641
1348,158.239978,80.292211,316602.793,-2862,2643,3378656,3376776.602,158.193064,80.304929,-2850.780,2641
1349,158.227195,80.299678,316604.516,-2858,2643,3378656,3376775.724,158.193187,80.309824,-2847.539,2641
1350,158.214479,80.307095,316606.227,-2849,2641,3378655,3376774.853,158.193211,80.311466,-2847.346,2640
1351,158.201659,80.314561,316607.948,-2862,2643,3378654,3376773.976,158.149194,80.323793,-2845.900,2640
1352,158.188906,80.321976,316609.657,-2868,2644,3378653,3376773.107,158.149211,80.325435,-2845.708,2640
1353,158.176048,80.329442,316611.376,-2860,2643,3378653,3376772.232,158.039300,80.334536,-2841.975,2640
1354,158.163258,80.336856,316613.082,-2861,2643,3378652,3376771.363,158.039252,80.335110,-2843.130,2640
1355,158.150363,80.344320,316614.798,-2860,2643,3378651,3376770.489,157.937061,80.345634,-2834.120,2639
1356,158.137536,80.351734,316616.502,-2856,2642,3378650,3376769.622,157.937042,80.347276,-2834.928,2639
1357,158.124604,80.359198,316618.216,-2852,2642,3378650,3376768.750,158.008263,80.357805,-2845.697,2641
1358,158.111739,80.366610,316619.918,-2847,2641,3378649,3376767.884,158.284024,80.389865,-2837.735,2640
1359,158.098769,80.374073,316621.629,-2851,2642,3378647,3376767.014,157.866464,80.377621,-2830.717,2639
1360,158.085867,80.381485,316623.328,-2853,2642,3378647,3376766.149,157.866434,80.379263,-2830.526,2639
1361,158.072858,80.388947,316625.037,-2851,2641,3378647,3376765.280,157.914258,80.396111,-2833.897,2639
1362,158.059919,80.396358,316626.734,-2855,2642,3378645,3376764.417,157.914137,80.394550,-2834.079,2639
1363,158.047924,80.403217,316628.303,-2856,2642,3378645,3376763.619,158.265683,80.424361,-2827.280,2639
1364,158.034860,80.410678,316630.009,-2856,2643,3378645,3376762.751,158.265637,80.426052,-2827.084,2639
1365,158.021865,80.418087,316631.702,-2846,2641,3378644,3376761.891,158.053786,80.430262,-2832.373,2638
1366,158.008763,80.425547,316633.406,-2836,2639,3378643,3376761.025,158.040705,80.437715,-2830.620,2638
1367,157.995729,80.432956,316635.096,-2840,2639,3378642,3376760.165,158.033014,80.445376,-2826.066,2637
1368,157.982588,80.440414,316636.797,-2834,2639,3378642,3376759.301,158.025224,80.453086,-2818.173,2636
1369,157.969517,80.447822,316638.485,-2825,2637,3378640,3376758.442,158.025271,80.455795,-2817.859,2636
1370,157.956337,80.455280,316640.184,-2833,2639,3378640,3376757.579,157.969827,80.469721,-2815.138,2635
1371,157.943227,80.462687,316641.870,-2830,2638,3378640,3376756.723,157.969736,80.469226,-2813.195,2635
1372,157.930009,80.470143,316643.566,-2827,2638,3378639,3376755.861,158.012823,80.484731,-2812.516,2635
1373,157.916860,80.477549,316645.249,-2822,2637,3378638,3376755.005,158.042711,80.498468,-2805.377,2634
1374,157.903603,80.485005,316646.943,-2811,2634,3378637,3376754.145,158.042627,80.500159,-2801.516,2634
