satellite_position_km,nadir_apparent_depth_m,offnadir_apparent_depth_m,nadir_return_time_ms,offnadir_return_time_ms,nadir_return_time_us,offnadir_return_time_us,offnadir_extra_delay_us,offnadir_vhf_phase_deg
-42.600,0.000000,1698.335632,2.681964734,2.702132269,2681.964734,2702.132269,20.167535,22.220059
-42.400,0.000000,1686.624316,2.681838721,2.701867186,2681.838721,2701.867186,20.028464,22.222239
-42.200,0.000000,1674.966430,2.681713301,2.701603330,2681.713301,2701.603330,19.890028,22.224409
-42.000,0.000000,1663.361995,2.681588474,2.701340701,2681.588474,2701.340701,19.752227,22.226570
-41.800,0.000000,1651.811036,2.681464240,2.701079301,2681.464240,2701.079301,19.615061,22.228721
-41.600,0.000000,1640.313575,2.681340599,2.700819129,2681.340599,2700.819129,19.478530,22.230862
-41.400,0.000000,1628.869635,2.681217551,2.700560185,2681.217551,2700.560185,19.342634,22.232994
-41.200,0.000000,1617.479240,2.681095096,2.700302471,2681.095096,2700.302471,19.207375,22.235115
-41.000,0.000000,1606.142412,2.680973234,2.700045985,2680.973234,2700.045985,19.072751,22.237228
-40.800,0.000000,1594.859173,2.680851965,2.699790729,2680.851965,2699.790729,18.938764,22.239330
-40.600,0.000000,1583.629548,2.680731289,2.699536702,2680.731289,2699.536702,18.805414,22.241423
-40.400,0.000000,1572.453557,2.680611205,2.699283906,2680.611205,2699.283906,18.672700,22.243506
-40.200,0.000000,1561.331224,2.680491715,2.699032339,2680.491715,2699.032339,18.540624,22.245579
-40.000,0.000000,1550.262570,2.680372818,2.698782003,2680.372818,2698.782003,18.409185,22.247642
-39.800,0.000000,1539.247619,2.680254514,2.698532898,2680.254514,2698.532898,18.278384,22.249696
-39.600,0.000000,1528.286392,2.680136803,2.698285023,2680.136803,2698.285023,18.148220,22.251740
-39.400,0.000000,1517.378911,2.680019685,2.698038380,2680.019685,2698.038380,18.018695,22.253774
-39.200,0.000000,1506.525198,2.679903160,2.697792969,2679.903160,2697.792969,17.889809,22.255799
-39.000,0.000000,1495.725276,2.679787228,2.697548789,2679.787228,2697.548789,17.761561,22.257813
-38.800,0.000000,1484.979165,2.679671889,2.697305841,2679.671889,2697.305841,17.633952,22.259818
-38.600,0.000000,1474.286887,2.679557143,2.697064125,2679.557143,2697.064125,17.506983,22.261813
-38.400,0.000000,1463.648465,2.679442990,2.696823642,2679.442990,2696.823642,17.380652,22.263798
-38.200,0.000000,1453.063918,2.679329430,2.696584392,2679.329430,2696.584392,17.254962,22.265773
-38.000,0.000000,1442.533270,2.679216463,2.696346375,2679.216463,2696.346375,17.129912,22.267739
-37.800,0.000000,1432.056540,2.679104089,2.696109591,2679.104089,2696.109591,17.005502,22.269695
-37.600,0.000000,1421.633750,2.678992308,2.695874040,2678.992308,2695.874040,16.881733,22.271640
-37.400,0.000000,1411.264921,2.678881120,2.695639724,2678.881120,2695.639724,16.758604,22.273576
-37.200,0.000000,1400.950074,2.678770525,2.695406641,2678.770525,2695.406641,16.636117,22.275502
-37.000,0.000000,1390.689230,2.678660523,2.695174793,2678.660523,2695.174793,16.514270,22.277419
-36.800,0.000000,1380.482409,2.678551114,2.694944179,2678.551114,2694.944179,16.393065,22.279325
-36.600,0.000000,1370.329633,2.678442298,2.694714800,2678.442298,2694.714800,16.272502,22.281221
-36.400,0.000000,1360.230921,2.678334075,2.694486656,2678.334075,2694.486656,16.152581,22.283108
-36.200,0.000000,1350.186294,2.678226445,2.694259747,2678.226445,2694.259747,16.033303,22.284985
-36.000,0.000000,1340.195772,2.678119408,2.694034074,2678.119408,2694.034074,15.914666,22.286851
-35.800,0.000000,1330.259375,2.678012964,2.693809636,2678.012964,2693.809636,15.796673,22.288708
-35.600,0.000000,1320.377125,2.677907113,2.693586435,2677.907113,2693.586435,15.679322,22.290555
-35.400,0.000000,1310.549039,2.677801855,2.693364469,2677.801855,2693.364469,15.562615,22.292392
-35.200,0.000000,1300.775139,2.677697190,2.693143741,2677.697190,2693.143741,15.446551,22.294219
-35.000,0.000000,1291.055445,2.677593118,2.692924248,2677.593118,2692.924248,15.331131,22.296036
-34.800,0.000000,1281.389975,2.677489639,2.692705993,2677.489639,2692.705993,15.216354,22.297844
-34.600,0.000000,1271.778750,2.677386753,2.692488975,2677.386753,2692.488975,15.102222,22.299641
-34.400,0.000000,1262.221789,2.677284460,2.692273194,2677.284460,2692.273194,14.988735,22.301428
-34.200,0.000000,1252.719110,2.677182760,2.692058651,2677.182760,2692.058651,14.875891,22.303205
-34.000,0.000000,1243.270735,2.677081653,2.691845346,2677.081653,2691.845346,14.763693,22.304973
-33.800,0.000000,1233.876681,2.676981139,2.691633278,2676.981139,2691.633278,14.652140,22.306730
-33.600,0.000000,1224.536968,2.676881218,2.691422449,2676.881218,2691.422449,14.541232,22.308477
-33.400,0.000000,1215.251615,2.676781890,2.691212859,2676.781890,2691.212859,14.430969,22.310215
-33.200,0.000000,1206.020640,2.676683155,2.691004507,2676.683155,2691.004507,14.321353,22.311942
-33.000,0.000000,1196.844063,2.676585013,2.690797394,2676.585013,2690.797394,14.212382,22.313660
-32.800,0.000000,1187.721901,2.676487464,2.690591521,2676.487464,2690.591521,14.104057,22.315367
-32.600,0.000000,1178.654174,2.676390508,2.690386887,2676.390508,2690.386887,13.996379,22.317064
-32.400,0.000000,1169.640900,2.676294145,2.690183492,2676.294145,2690.183492,13.889347,22.318752
-32.200,0.000000,1160.682096,2.676198375,2.689981338,2676.198375,2689.981338,13.782963,22.320429
-32.000,0.000000,1151.777783,2.676103198,2.689780423,2676.103198,2689.780423,13.677225,22.322096
-31.800,0.000000,1142.927976,2.676008614,2.689580749,2676.008614,2689.580749,13.572135,22.323753
-31.600,0.000000,1134.132696,2.675914623,2.689382315,2675.914623,2689.382315,13.467692,22.325400
-31.400,0.000000,1125.391958,2.675821225,2.689185122,2675.821225,2689.185122,13.363896,22.327038
-31.200,0.000000,1116.705782,2.675728420,2.688989169,2675.728420,2688.989169,13.260749,22.328665
-31.000,0.000000,1108.074184,2.675636208,2.688794458,2675.636208,2688.794458,13.158250,22.330281
-30.800,0.000000,1099.497183,2.675544589,2.688600988,2675.544589,2688.600988,13.056399,22.331888
-30.600,0.000000,1090.974796,2.675453563,2.688408760,2675.453563,2688.408760,12.955197,22.333485
-30.400,0.000000,1082.507040,2.675363130,2.688217773,2675.363130,2688.217773,12.854643,22.335072
-30.200,0.000000,1074.093932,2.675273290,2.688028029,2675.273290,2688.028029,12.754738,22.336648
-30.000,0.000000,1065.735490,2.675184043,2.687839526,2675.184043,2687.839526,12.655483,22.338215
-29.800,0.000000,1057.431731,2.675095390,2.687652266,2675.095390,2687.652266,12.556877,22.339771
-29.600,0.000000,1049.182671,2.675007329,2.687466249,2675.007329,2687.466249,12.458920,22.341318
-29.400,0.000000,1040.988327,2.674919861,2.687281474,2674.919861,2687.281474,12.361613,22.342854
-29.200,0.000000,1032.848717,2.674832986,2.687097942,2674.832986,2687.097942,12.264956,22.344380
-29.000,0.000000,1024.763856,2.674746704,2.686915654,2674.746704,2686.915654,12.168950,22.345896
-28.800,0.000000,1016.733762,2.674661015,2.686734608,2674.661015,2686.734608,12.073593,22.347402
-28.600,0.000000,1008.758450,2.674575919,2.686554806,2674.575919,2686.554806,11.978887,22.348897
-28.400,0.000000,1000.837937,2.674491416,2.686376248,2674.491416,2686.376248,11.884832,22.350383
-28.200,0.000000,992.972239,2.674407506,2.686198934,2674.407506,2686.198934,11.791428,22.351858
-28.000,0.000000,985.161372,2.674324189,2.686022864,2674.324189,2686.022864,11.698675,22.353323
-27.800,0.000000,977.405352,2.674241465,2.685848038,2674.241465,2685.848038,11.606573,22.354778
-27.600,0.000000,969.704195,2.674159335,2.685674457,2674.159335,2685.674457,11.515123,22.356223
-27.400,0.000000,962.057916,2.674077797,2.685502121,2674.077797,2685.502121,11.424324,22.357658
-27.200,0.000000,954.466532,2.673996852,2.685331029,2673.996852,2685.331029,11.334177,22.359082
-27.000,0.000000,946.930058,2.673916500,2.685161182,2673.916500,2685.161182,11.244683,22.360496
-26.800,0.000000,939.448509,2.673836741,2.684992581,2673.836741,2684.992581,11.155840,22.361901
-26.600,0.000000,932.021900,2.673757575,2.684825225,2673.757575,2684.825225,11.067650,22.363294
-26.400,0.000000,924.650248,2.673679002,2.684659115,2673.679002,2684.659115,10.980112,22.364678
-26.200,0.000000,917.333565,2.673601022,2.684494250,2673.601022,2684.494250,10.893228,22.366052
-26.000,0.000000,910.071869,2.673523636,2.684330631,2673.523636,2684.330631,10.806996,22.367415
-25.800,0.000000,902.865174,2.673446842,2.684168259,2673.446842,2684.168259,10.721417,22.368768
-25.600,0.000000,895.713493,2.673370641,2.684007133,2673.370641,2684.007133,10.636492,22.370111
-25.400,0.000000,888.616843,2.673295033,2.683847253,2673.295033,2683.847253,10.552220,22.371443
-25.200,0.000000,881.575238,2.673220018,2.683688620,2673.220018,2683.688620,10.468602,22.372766
-25.000,0.000000,874.588691,2.673145596,2.683531234,2673.145596,2683.531234,10.385637,22.374078
-24.800,0.000000,867.657218,2.673071767,2.683375094,2673.071767,2683.375094,10.303327,22.375380
-24.600,0.000000,860.780832,2.672998532,2.683220202,2672.998532,2683.220202,10.221671,22.376672
-24.400,0.000000,853.959548,2.672925889,2.683066557,2672.925889,2683.066557,10.140669,22.377953
-24.200,0.000000,847.193380,2.672853839,2.682914160,2672.853839,2682.914160,10.060321,22.379224
-24.000,0.000000,840.482341,2.672782382,2.682763010,2672.782382,2682.763010,9.980628,22.380485
-23.800,0.000000,833.826446,2.672711518,2.682613109,2672.711518,2682.613109,9.901590,22.381736
-23.600,0.000000,827.225707,2.672641247,2.682464455,2672.641247,2682.464455,9.823207,22.382976
-23.400,0.000000,820.680139,2.672571569,2.682317049,2672.571569,2682.317049,9.745480,22.384206
-23.200,0.000000,814.189755,2.672502485,2.682170892,2672.502485,2682.170892,9.668407,22.385426
-23.000,0.000000,807.754568,2.672433993,2.682025983,2672.433993,2682.025983,9.591990,22.386635
-22.800,0.000000,801.374591,2.672366094,2.681882323,2672.366094,2681.882323,9.516229,22.387834
-22.600,0.000000,795.049839,2.672298788,2.681739911,2672.298788,2681.739911,9.441123,22.389023
-22.400,0.000000,788.780322,2.672232075,2.681598748,2672.232075,2681.598748,9.366673,22.390202
-22.200,0.000000,782.566056,2.672165956,2.681458835,2672.165956,2681.458835,9.292879,22.391370
-22.000,0.000000,776.407051,2.672100429,2.681320171,2672.100429,2681.320171,9.219742,22.392528
-21.800,0.000000,770.303321,2.672035495,2.681182756,2672.035495,2681.182756,9.147261,22.393676
-21.600,0.000000,764.254879,2.671971154,2.681046590,2671.971154,2681.046590,9.075436,22.394813
-21.400,0.000000,758.261737,2.671907406,2.680911675,2671.907406,2680.911675,9.004268,22.395940
-21.200,0.000000,752.323907,2.671844252,2.680778009,2671.844252,2680.778009,8.933757,22.397057
-21.000,0.000000,746.441401,2.671781690,2.680645593,2671.781690,2680.645593,8.863903,22.398163
-20.800,0.000000,740.614232,2.671719721,2.680514427,2671.719721,2680.514427,8.794706,22.399259
-20.600,0.000000,734.842411,2.671658345,2.680384512,2671.658345,2680.384512,8.726167,22.400345
-20.400,0.000000,729.125951,2.671597562,2.680255847,2671.597562,2680.255847,8.658284,22.401420
-20.200,0.000000,723.464863,2.671537373,2.680128432,2671.537373,2680.128432,8.591060,22.402485
-20.000,0.000000,717.859159,2.671477776,2.680002268,2671.477776,2680.002268,8.524493,22.403540
-19.800,0.000000,712.308850,2.671418772,2.679877355,2671.418772,2679.877355,8.458583,22.404584
-19.600,0.000000,706.813948,2.671360361,2.679753693,2671.360361,2679.753693,8.393332,22.405618
-19.400,0.000000,701.374463,2.671302543,2.679631282,2671.302543,2679.631282,8.328739,22.406641
-19.200,0.000000,695.990409,2.671245319,2.679510122,2671.245319,2679.510122,8.264804,22.407655
-19.000,0.000000,690.661795,2.671188687,2.679390214,2671.188687,2679.390214,8.201527,22.408657
-18.800,0.000000,685.388632,2.671132648,2.679271557,2671.132648,2679.271557,8.138909,22.409650
-18.600,0.000000,680.170931,2.671077202,2.679154152,2671.077202,2679.154152,8.076949,22.410632
-18.400,0.000000,675.008703,2.671022350,2.679037998,2671.022350,2679.037998,8.015649,22.411603
-18.200,0.000000,669.901959,2.670968090,2.678923096,2670.968090,2678.923096,7.955007,22.412565
-18.000,0.000000,664.850710,2.670914423,2.678809447,2670.914423,2678.809447,7.895024,22.413516
-17.800,0.000000,659.854965,2.670861349,2.678697049,2670.861349,2678.697049,7.835700,22.414456
-17.600,0.000000,654.914734,2.670808869,2.678585904,2670.808869,2678.585904,7.777035,22.415386
-17.400,0.000000,650.030029,2.670756981,2.678476011,2670.756981,2678.476011,7.719030,22.416306
-17.200,0.000000,645.200859,2.670705686,2.678367370,2670.705686,2678.367370,7.661684,22.417215
-17.000,0.000000,640.427235,2.670654984,2.678259982,2670.654984,2678.259982,7.604998,22.418114
-16.800,0.000000,635.709165,2.670604876,2.678153847,2670.604876,2678.153847,7.548971,22.419002
-16.600,0.000000,631.046660,2.670555360,2.678048964,2670.555360,2678.048964,7.493604,22.419880
-16.400,0.000000,626.439729,2.670506437,2.677945335,2670.506437,2677.945335,7.438898,22.420748
-16.200,0.000000,621.888383,2.670458107,2.677842958,2670.458107,2677.842958,7.384851,22.421605
-16.000,0.000000,617.392629,2.670410371,2.677741835,2670.410371,2677.741835,7.331464,22.422452
-15.800,0.000000,612.952478,2.670363227,2.677641965,2670.363227,2677.641965,7.278738,22.423288
-15.600,0.000000,608.567939,2.670316676,2.677543349,2670.316676,2677.543349,7.226672,22.424114
-15.400,0.000000,604.239021,2.670270718,2.677445985,2670.270718,2677.445985,7.175267,22.424929
-15.200,0.000000,599.965732,2.670225354,2.677349876,2670.225354,2677.349876,7.124522,22.425734
-15.000,0.000000,595.748082,2.670180582,2.677255020,2670.180582,2677.255020,7.074438,22.426529
-14.800,0.000000,591.586079,2.670136403,2.677161418,2670.136403,2677.161418,7.025015,22.427313
-14.600,0.000000,587.479733,2.670092818,2.677069070,2670.092818,2677.069070,6.976252,22.428087
-14.400,0.000000,583.429050,2.670049825,2.676977976,2670.049825,2676.977976,6.928151,22.428850
-14.200,0.000000,579.434041,2.670007425,2.676888136,2670.007425,2676.888136,6.880711,22.429603
-14.000,0.000000,575.494712,2.669965619,2.676799550,2669.965619,2676.799550,6.833932,22.430345
-13.800,0.000000,571.611072,2.669924405,2.676712219,2669.924405,2676.712219,6.787814,22.431077
-13.600,0.000000,567.783130,2.669883784,2.676626142,2669.883784,2676.626142,6.742358,22.431798
-13.400,0.000000,564.010893,2.669843756,2.676541319,2669.843756,2676.541319,6.697563,22.432509
-13.200,0.000000,560.294369,2.669804322,2.676457751,2669.804322,2676.457751,6.653429,22.433209
-13.000,0.000000,556.633565,2.669765480,2.676375438,2669.765480,2676.375438,6.609958,22.433899
-12.800,0.000000,553.028490,2.669727231,2.676294379,2669.727231,2676.294379,6.567148,22.434579
-12.600,0.000000,549.479150,2.669689576,2.676214576,2669.689576,2676.214576,6.525000,22.435248
-12.400,0.000000,545.985553,2.669652513,2.676136027,2669.652513,2676.136027,6.483514,22.435906
-12.200,0.000000,542.547706,2.669616043,2.676058733,2669.616043,2676.058733,6.442690,22.436554
-12.000,0.000000,539.165617,2.669580167,2.675982695,2669.580167,2675.982695,6.402528,22.437192
-11.800,0.000000,535.839292,2.669544883,2.675907911,2669.544883,2675.907911,6.363028,22.437819
-11.600,0.000000,532.568738,2.669510192,2.675834383,2669.510192,2675.834383,6.324191,22.438435
-11.400,0.000000,529.353963,2.669476095,2.675762110,2669.476095,2675.762110,6.286016,22.439042
-11.200,0.000000,526.194972,2.669442590,2.675691093,2669.442590,2675.691093,6.248503,22.439637
-11.000,0.000000,523.091772,2.669409678,2.675621331,2669.409678,2675.621331,6.211653,22.440222
-10.800,0.000000,520.044370,2.669377360,2.675552825,2669.377360,2675.552825,6.175465,22.440797
-10.600,0.000000,517.052771,2.669345634,2.675485575,2669.345634,2675.485575,6.139941,22.441361
-10.400,0.000000,514.116983,2.669314501,2.675419580,2669.314501,2675.419580,6.105078,22.441914
-10.200,0.000000,511.237011,2.669283962,2.675354841,2669.283962,2675.354841,6.070879,22.442457
-10.000,0.000000,508.412862,2.669254015,2.675291358,2669.254015,2675.291358,6.037343,22.442990
-9.800,0.000000,505.644540,2.669224661,2.675229131,2669.224661,2675.229131,6.004469,22.443512
-9.600,0.000000,502.932052,2.669195901,2.675168160,2669.195901,2675.168160,5.972259,22.444024
-9.400,0.000000,500.275403,2.669167733,2.675108444,2669.167733,2675.108444,5.940711,22.444525
-9.200,0.000000,497.674600,2.669140159,2.675049986,2669.140159,2675.049986,5.909827,22.445015
-9.000,0.000000,495.129646,2.669113177,2.674992783,2669.113177,2674.992783,5.879606,22.445495
-8.800,0.000000,492.640549,2.669086788,2.674936837,2669.086788,2674.936837,5.850048,22.445964
-8.600,0.000000,490.207312,2.669060993,2.674882147,2669.060993,2674.882147,5.821154,22.446423
-8.400,0.000000,487.829940,2.669035790,2.674828713,2669.035790,2674.828713,5.792923,22.446872
-8.200,0.000000,485.508440,2.669011180,2.674776536,2669.011180,2674.776536,5.765355,22.447310
-8.000,0.000000,483.242815,2.668987164,2.674725615,2668.987164,2674.725615,5.738451,22.447737
-7.800,0.000000,481.033070,2.668963740,2.674675951,2668.963740,2674.675951,5.712211,22.448154
-7.600,0.000000,478.879210,2.668940910,2.674627544,2668.940910,2674.627544,5.686634,22.448560
-7.400,0.000000,476.781239,2.668918672,2.674580393,2668.918672,2674.580393,5.661721,22.448956
-7.200,0.000000,474.739162,2.668897027,2.674534499,2668.897027,2674.534499,5.637471,22.449341
-7.000,0.000000,472.752983,2.668875976,2.674489862,2668.875976,2674.489862,5.613886,22.449716
-6.800,0.000000,470.822705,2.668855517,2.674446481,2668.855517,2674.446481,5.590964,22.450080
-6.600,0.000000,468.948334,2.668835652,2.674404358,2668.835652,2674.404358,5.568706,22.450433
-6.400,0.000000,467.129872,2.668816379,2.674363491,2668.816379,2674.363491,5.547112,22.450777
-6.200,0.000000,465.367325,2.668797699,2.674323881,2668.797699,2674.323881,5.526182,22.451109
-6.000,0.000000,463.660694,2.668779613,2.674285529,2668.779613,2674.285529,5.505916,22.451431
-5.800,0.000000,462.009984,2.668762119,2.674248433,2668.762119,2674.248433,5.486314,22.451742
-5.600,0.000000,460.415199,2.668745219,2.674212595,2668.745219,2674.212595,5.467376,22.452043
-5.400,0.000000,458.876341,2.668728911,2.674178013,2668.728911,2674.178013,5.449102,22.452334
-5.200,0.000000,457.393414,2.668713197,2.674144689,2668.713197,2674.144689,5.431493,22.452613
-5.000,0.000000,455.966420,2.668698075,2.674112622,2668.698075,2674.112622,5.414547,22.452883
-4.800,0.000000,454.595364,2.668683546,2.674081813,2668.683546,2674.081813,5.398266,22.453141
-4.600,0.000000,453.280247,2.668669611,2.674052260,2668.669611,2674.052260,5.382649,22.453390
-4.400,0.000000,452.021073,2.668656268,2.674023965,2668.656268,2674.023965,5.367697,22.453627
-4.200,0.000000,450.817843,2.668643519,2.673996927,2668.643519,2673.996927,5.353409,22.453854
-4.000,0.000000,449.670561,2.668631362,2.673971147,2668.631362,2673.971147,5.339785,22.454071
-3.800,0.000000,448.579229,2.668619799,2.673946624,2668.619799,2673.946624,5.326825,22.454277
-3.600,0.000000,447.543849,2.668608828,2.673923358,2668.608828,2673.923358,5.314530,22.454472
-3.400,0.000000,446.564423,2.668598450,2.673901350,2668.598450,2673.901350,5.302900,22.454657
-3.200,0.000000,445.640954,2.668588666,2.673880600,2668.588666,2673.880600,5.291934,22.454831
-3.000,0.000000,444.773443,2.668579474,2.673861106,2668.579474,2673.861106,5.281632,22.454995
-2.800,0.000000,443.961892,2.668570876,2.673842871,2668.570876,2673.842871,5.271995,22.455148
-2.600,0.000000,443.206302,2.668562870,2.673825893,2668.562870,2673.825893,5.263022,22.455290
-2.400,0.000000,442.506676,2.668555458,2.673810172,2668.555458,2673.810172,5.254714,22.455423
-2.200,0.000000,441.863015,2.668548638,2.673795709,2668.548638,2673.795709,5.247071,22.455544
-2.000,0.000000,441.275319,2.668542412,2.673782504,2668.542412,2673.782504,5.240092,22.455655
-1.800,0.000000,440.743591,2.668536778,2.673770556,2668.536778,2673.770556,5.233778,22.455755
-1.600,0.000000,440.267832,2.668531738,2.673759866,2668.531738,2673.759866,5.228128,22.455845
-1.400,0.000000,439.848042,2.668527290,2.673750434,2668.527290,2673.750434,5.223143,22.455924
-1.200,0.000000,439.484222,2.668523436,2.673742259,2668.523436,2673.742259,5.218823,22.455993
-1.000,0.000000,439.176373,2.668520174,2.673735342,2668.520174,2673.735342,5.215168,22.456051
-0.800,0.000000,438.924496,2.668517506,2.673729682,2668.517506,2673.729682,5.212176,22.456099
-0.600,0.000000,438.728590,2.668515430,2.673725280,2668.515430,2673.725280,5.209850,22.456135
-0.400,0.000000,438.588658,2.668513948,2.673722136,2668.513948,2673.722136,5.208188,22.456162
-0.200,0.000000,438.504698,2.668513058,2.673720250,2668.513058,2673.720250,5.207191,22.456178
0.000,0.000000,438.476712,2.668512762,2.673719621,2668.512762,2673.719621,5.206859,22.456183
0.200,0.000000,438.504698,2.668513058,2.673720250,2668.513058,2673.720250,5.207191,22.456178
0.400,0.000000,438.588658,2.668513948,2.673722136,2668.513948,2673.722136,5.208188,22.456162
0.600,0.000000,438.728590,2.668515430,2.673725280,2668.515430,2673.725280,5.209850,22.456135
0.800,0.000000,438.924496,2.668517506,2.673729682,2668.517506,2673.729682,5.212176,22.456099
1.000,0.000000,439.176373,2.668520174,2.673735342,2668.520174,2673.735342,5.215168,22.456051
1.200,0.000000,439.484222,2.668523436,2.673742259,2668.523436,2673.742259,5.218823,22.455993
1.400,0.000000,439.848042,2.668527290,2.673750434,2668.527290,2673.750434,5.223143,22.455924
1.600,0.000000,440.267832,2.668531738,2.673759866,2668.531738,2673.759866,5.228128,22.455845
1.800,0.000000,440.743591,2.668536778,2.673770556,2668.536778,2673.770556,5.233778,22.455755
2.000,0.000000,441.275319,2.668542412,2.673782504,2668.542412,2673.782504,5.240092,22.455655
2.200,0.000000,441.863015,2.668548638,2.673795709,2668.548638,2673.795709,5.247071,22.455544
2.400,0.000000,442.506676,2.668555458,2.673810172,2668.555458,2673.810172,5.254714,22.455423
2.600,0.000000,443.206302,2.668562870,2.673825893,2668.562870,2673.825893,5.263022,22.455290
2.800,0.000000,443.961892,2.668570876,2.673842871,2668.570876,2673.842871,5.271995,22.455148
3.000,0.000000,444.773443,2.668579474,2.673861106,2668.579474,2673.861106,5.281632,22.454995
3.200,0.000000,445.640954,2.668588666,2.673880600,2668.588666,2673.880600,5.291934,22.454831
3.400,0.000000,446.564423,2.668598450,2.673901350,2668.598450,2673.901350,5.302900,22.454657
3.600,0.000000,447.543849,2.668608828,2.673923358,2668.608828,2673.923358,5.314530,22.454472
3.800,0.000000,448.579229,2.668619799,2.673946624,2668.619799,2673.946624,5.326825,22.454277
4.000,0.000000,449.670561,2.668631362,2.673971147,2668.631362,2673.971147,5.339785,22.454071
4.200,0.000000,450.817843,2.668643519,2.673996927,2668.643519,2673.996927,5.353409,22.453854
4.400,0.000000,452.021073,2.668656268,2.674023965,2668.656268,2674.023965,5.367697,22.453627
4.600,0.000000,453.280247,2.668669611,2.674052260,2668.669611,2674.052260,5.382649,22.453390
4.800,0.000000,454.595364,2.668683546,2.674081813,2668.683546,2674.081813,5.398266,22.453141
5.000,0.000000,455.966420,2.668698075,2.674112622,2668.698075,2674.112622,5.414547,22.452883
5.200,0.000000,457.393414,2.668713197,2.674144689,2668.713197,2674.144689,5.431493,22.452613
5.400,0.000000,458.876341,2.668728911,2.674178013,2668.728911,2674.178013,5.449102,22.452334
5.600,0.000000,460.415199,2.668745219,2.674212595,2668.745219,2674.212595,5.467376,22.452043
5.800,0.000000,462.009984,2.668762119,2.674248433,2668.762119,2674.248433,5.486314,22.451742
6.000,0.000000,463.660694,2.668779613,2.674285529,2668.779613,2674.285529,5.505916,22.451431
6.200,0.000000,465.367325,2.668797699,2.674323881,2668.797699,2674.323881,5.526182,22.451109
6.400,0.000000,467.129872,2.668816379,2.674363491,2668.816379,2674.363491,5.547112,22.450777
6.600,0.000000,468.948334,2.668835652,2.674404358,2668.835652,2674.404358,5.568706,22.450433
6.800,0.000000,470.822705,2.668855517,2.674446481,2668.855517,2674.446481,5.590964,22.450080
7.000,0.000000,472.752983,2.668875976,2.674489862,2668.875976,2674.489862,5.613886,22.449716
7.200,0.000000,474.739162,2.668897027,2.674534499,2668.897027,2674.534499,5.637471,22.449341
7.400,0.000000,476.781239,2.668918672,2.674580393,2668.918672,2674.580393,5.661721,22.448956
7.600,0.000000,478.879210,2.668940910,2.674627544,2668.940910,2674.627544,5.686634,22.448560
7.800,0.000000,481.033070,2.668963740,2.674675951,2668.963740,2674.675951,5.712211,22.448154
8.000,0.000000,483.242815,2.668987164,2.674725615,2668.987164,2674.725615,5.738451,22.447737
8.200,0.000000,485.508440,2.669011180,2.674776536,2669.011180,2674.776536,5.765355,22.447310
8.400,0.000000,487.829940,2.669035790,2.674828713,2669.035790,2674.828713,5.792923,22.446872
8.600,0.000000,490.207312,2.669060993,2.674882147,2669.060993,2674.882147,5.821154,22.446423
8.800,0.000000,492.640549,2.669086788,2.674936837,2669.086788,2674.936837,5.850048,22.445964
9.000,0.000000,495.129646,2.669113177,2.674992783,2669.113177,2674.992783,5.879606,22.445495
9.200,0.000000,497.674600,2.669140159,2.675049986,2669.140159,2675.049986,5.909827,22.445015
9.400,0.000000,500.275403,2.669167733,2.675108444,2669.167733,2675.108444,5.940711,22.444525
9.600,0.000000,502.932052,2.669195901,2.675168160,2669.195901,2675.168160,5.972259,22.444024
9.800,0.000000,505.644540,2.669224661,2.675229131,2669.224661,2675.229131,6.004469,22.443512
10.000,0.000000,508.412862,2.669254015,2.675291358,2669.254015,2675.291358,6.037343,22.442990
10.200,0.000000,511.237011,2.669283962,2.675354841,2669.283962,2675.354841,6.070879,22.442457
10.400,0.000000,514.116983,2.669314501,2.675419580,2669.314501,2675.419580,6.105078,22.441914
10.600,0.000000,517.052771,2.669345634,2.675485575,2669.345634,2675.485575,6.139941,22.441361
10.800,0.000000,520.044370,2.669377360,2.675552825,2669.377360,2675.552825,6.175465,22.440797
11.000,0.000000,523.091772,2.669409678,2.675621331,2669.409678,2675.621331,6.211653,22.440222
11.200,0.000000,526.194972,2.669442590,2.675691093,2669.442590,2675.691093,6.248503,22.439637
11.400,0.000000,529.353963,2.669476095,2.675762110,2669.476095,2675.762110,6.286016,22.439042
11.600,0.000000,532.568738,2.669510192,2.675834383,2669.510192,2675.834383,6.324191,22.438435
11.800,0.000000,535.839292,2.669544883,2.675907911,2669.544883,2675.907911,6.363028,22.437819
12.000,0.000000,539.165617,2.669580167,2.675982695,2669.580167,2675.982695,6.402528,22.437192
12.200,0.000000,542.547706,2.669616043,2.676058733,2669.616043,2676.058733,6.442690,22.436554
12.400,0.000000,545.985553,2.669652513,2.676136027,2669.652513,2676.136027,6.483514,22.435906
12.600,0.000000,549.479150,2.669689576,2.676214576,2669.689576,2676.214576,6.525000,22.435248
12.800,0.000000,553.028490,2.669727231,2.676294379,2669.727231,2676.294379,6.567148,22.434579
13.000,0.000000,556.633565,2.669765480,2.676375438,2669.765480,2676.375438,6.609958,22.433899
13.200,0.000000,560.294369,2.669804322,2.676457751,2669.804322,2676.457751,6.653429,22.433209
13.400,0.000000,564.010893,2.669843756,2.676541319,2669.843756,2676.541319,6.697563,22.432509
13.600,0.000000,567.783130,2.669883784,2.676626142,2669.883784,2676.626142,6.742358,22.431798
13.800,0.000000,571.611072,2.669924405,2.676712219,2669.924405,2676.712219,6.787814,22.431077
