position_km,parabolic_altitude_km,parabolic_vertical_speed_km_s,hf_doppler_hz,vhf_doppler_hz,hf_abs_doppler_hz,vhf_abs_doppler_hz
-32.800,401.195378,-0.291555556,36.957098,246.134274,36.957098,246.134274
-32.600,401.180844,-0.289777778,36.733917,244.647885,36.733917,244.647885
-32.400,401.166400,-0.288000000,36.510696,243.161235,36.510696,243.161235
-32.200,401.152044,-0.286222222,36.287436,241.674324,36.287436,241.674324
-32.000,401.137778,-0.284444444,36.064137,240.187155,36.064137,240.187155
-31.800,401.123600,-0.282666667,35.840800,238.699730,35.840800,238.699730
-31.600,401.109511,-0.280888889,35.617425,237.212048,35.617425,237.212048
-31.400,401.095511,-0.279111111,35.394011,235.724113,35.394011,235.724113
-31.200,401.081600,-0.277333333,35.170559,234.235925,35.170559,234.235925
-31.000,401.067778,-0.275555556,34.947070,232.747486,34.947070,232.747486
-30.800,401.054044,-0.273777778,34.723543,231.258798,34.723543,231.258798
-30.600,401.040400,-0.272000000,34.499979,229.769862,34.499979,229.769862
-30.400,401.026844,-0.270222222,34.276378,228.280679,34.276378,228.280679
-30.200,401.013378,-0.268444444,34.052741,226.791252,34.052741,226.791252
-30.000,401.000000,-0.266666667,33.829066,225.301581,33.829066,225.301581
-29.800,400.986711,-0.264888889,33.605356,223.811669,33.605356,223.811669
-29.600,400.973511,-0.263111111,33.381609,222.321516,33.381609,222.321516
-29.400,400.960400,-0.261333333,33.157827,220.831125,33.157827,220.831125
-29.200,400.947378,-0.259555556,32.934008,219.340496,32.934008,219.340496
-29.000,400.934444,-0.257777778,32.710155,217.849631,32.710155,217.849631
-28.800,400.921600,-0.256000000,32.486266,216.358533,32.486266,216.358533
-28.600,400.908844,-0.254222222,32.262343,214.867202,32.262343,214.867202
-28.400,400.896178,-0.252444444,32.038384,213.375639,32.038384,213.375639
-28.200,400.883600,-0.250666667,31.814392,211.883848,31.814392,211.883848
-28.000,400.871111,-0.248888889,31.590365,210.391828,31.590365,210.391828
-27.800,400.858711,-0.247111111,31.366304,208.899581,31.366304,208.899581
-27.600,400.846400,-0.245333333,31.142209,207.407110,31.142209,207.407110
