x_km,scenario,frequency,frequency_mhz,frequency_role,surface_height_m,surface_slope_deg,upper_depth_m,lens_strength,lens_depth_m,ocean_depth_m,layer_count,ocean_echo_db,false_echo_db,false_depth_m,false_label,false_minus_ocean_db,ocean_margin_db,false_margin_db,inferred_depth_if_strongest_m,inferred_depth_error_m,classification
-60.0,complex_dirty_ice,HF_9MHz,9.0,deep sounding,119.42638570504096,-1.000319418716319,946.6774955196128,0.0014571201453582399,5589.043116114486,14538.343476908214,5,-39.90261997472035,-33.212261122943346,6144.394766587458,base dust/organic mixed dirty layer; top dust/organic mixed dirty layer,6.690358851777006,5.097380025279648,11.787738877056654,6144.394766587458,-8393.948710320756,clear ocean boundary
-60.0,complex_dirty_ice,VHF_60MHz,60.0,shallow/high-resolution sounding,119.42638570504096,-1.000319418716319,946.6774955196128,0.0014571201453582399,5589.043116114486,14538.343476908214,5,-81.68163567395915,-47.023256291055915,3145.7861187765448,top radiolytic/acid-rich dirty layer,34.658379382903235,-36.68163567395915,-2.0232562910559153,3145.7861187765448,-11392.55735813167,weak/no deep detection
-59.5,clean_ice_control,HF_9MHz,9.0,deep sounding,110.69606493723512,-0.36864692791289094,946.3905767770619,0.0017423102885695018,5595.347969399308,14548.766391190573,0,-29.49709176115372,-999.0,,none,-969.5029082388463,15.502908238846281,-954.0,14548.766391190573,0.0,clear ocean boundary
-59.5,clean_ice_control,VHF_60MHz,60.0,shallow/high-resolution sounding,110.69606493723512,-0.36864692791289094,946.3905767770619,0.0017423102885695018,5595.347969399308,14548.766391190573,0,-54.81467735420249,-999.0,,none,-944.1853226457976,-9.814677354202487,-954.0,14548.766391190573,0.0,weak/no deep detection
-59.5,salt_reference,HF_9MHz,9.0,deep sounding,110.69606493723512,-0.36864692791289094,946.3905767770619,0.0017423102885695018,5595.347969399308,14548.766391190573,2,-32.41008503939184,-41.89201843819695,7274.383195595286,base 1 m hydrated salt layer; top 1 m hydrated salt layer,-9.481933398805111,12.589914960608162,3.107981561803051,14548.766391190573,0.0,clear ocean boundary
-59.5,salt_reference,VHF_60MHz,60.0,shallow/high-resolution sounding,110.69606493723512,-0.36864692791289094,946.3905767770619,0.0017423102885695018,5595.347969399308,14548.766391190573,2,-62.33599365702274,-49.242533266697954,7274.383195595286,base 1 m hydrated salt layer; top 1 m hydrated salt layer,13.093460390324786,-17.33599365702274,-4.242533266697954,7274.383195595286,-7274.383195595286,weak/no deep detection
-59.5,mixed_dirty_thin_layers,HF_9MHz,9.0,deep sounding,110.69606493723512,-0.36864692791289094,946.3905767770619,0.0017423102885695018,5595.347969399308,14548.766391190573,0,-35.31659831762995,-999.0,,none,-963.68340168237,9.683401682370047,-954.0,14548.766391190573,0.0,clear ocean boundary
-59.5,mixed_dirty_thin_layers,VHF_60MHz,60.0,shallow/high-resolution sounding,110.69606493723512,-0.36864692791289094,946.3905767770619,0.0017423102885695018,5595.347969399308,14548.766391190573,0,-69.84057867178736,-999.0,,none,-929.1594213282126,-24.840578671787355,-954.0,14548.766391190573,0.0,weak/no deep detection
-59.5,briny_lens_masking,HF_9MHz,9.0,deep sounding,110.69606493723512,-0.36864692791289094,946.3905767770619,0.0017423102885695018,5595.347969399308,14548.766391190573,0,-35.31659831762995,-999.0,,none,-963.68340168237,9.683401682370047,-954.0,14548.766391190573,0.0,clear ocean boundary
-59.5,briny_lens_masking,VHF_60MHz,60.0,shallow/high-resolution sounding,110.69606493723512,-0.36864692791289094,946.3905767770619,0.0017423102885695018,5595.347969399308,14548.766391190573,0,-69.84057867178736,-999.0,,none,-929.1594213282126,-24.840578671787355,-954.0,14548.766391190573,0.0,weak/no deep detection
-59.5,non_salt_impurity_mix,HF_9MHz,9.0,deep sounding,110.69606493723512,-0.36864692791289094,946.3905767770619,0.0017423102885695018,5595.347969399308,14548.766391190573,3,-39.962826808038216,-33.16553317665761,6156.233192843831,base dust/organic mixed dirty layer; top dust/organic mixed dirty layer,6.7972936313806045,5.037173191961784,11.834466823342389,6156.233192843831,-8392.533198346742,clear ocean boundary
-59.5,non_salt_impurity_mix,VHF_60MHz,60.0,shallow/high-resolution sounding,110.69606493723512,-0.36864692791289094,946.3905767770619,0.0017423102885695018,5595.347969399308,14548.766391190573,3,-81.83708904913779,-46.89380676885805,3137.820556814215,top radiolytic/acid-rich dirty layer,34.94328228027974,-36.83708904913779,-1.8938067688580489,3137.820556814215,-11410.945834376358,weak/no deep detection
-59.5,complex_dirty_ice,HF_9MHz,9.0,deep sounding,110.69606493723512,-0.36864692791289094,946.3905767770619,0.0017423102885695018,5595.347969399308,14548.766391190573,5,-39.96558680803821,-33.16553317665761,6156.233192843831,base dust/organic mixed dirty layer; top dust/organic mixed dirty layer,6.8000536313805995,5.034413191961789,11.834466823342389,6156.233192843831,-8392.533198346742,clear ocean boundary
-59.5,complex_dirty_ice,VHF_60MHz,60.0,shallow/high-resolution sounding,110.69606493723512,-0.36864692791289094,946.3905767770619,0.0017423102885695018,5595.347969399308,14548.766391190573,5,-81.8442153384948,-46.89380676885805,3137.820556814215,top radiolytic/acid-rich dirty layer,34.95040856963676,-36.844215338494806,-1.8938067688580489,3137.820556814215,-11410.945834376358,weak/no deep detection
-59.0,clean_ice_control,HF_9MHz,9.0,deep sounding,112.99219424849355,1.3570697895096584,948.3058623908515,0.0020781165622737407,5600.913069660687,14557.33823698979,0,-29.50652079153286,-999.0,,none,-969.4934792084672,15.49347920846714,-954.0,14557.33823698979,0.0,clear ocean boundary
-59.0,clean_ice_control,VHF_60MHz,60.0,shallow/high-resolution sounding,112.99219424849355,1.3570697895096584,948.3058623908515,0.0020781165622737407,5600.913069660687,14557.33823698979,0,-54.839023005955355,-999.0,,none,-944.1609769940446,-9.839023005955355,-954.0,14557.33823698979,0.0,weak/no deep detection
